Rk,Name,Age,Tm,Lg,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,Rdrs,Rdrs/yr,Rgood,RF/9,RF/G,Pos Summary,Name-additional
21,Chip Ambres,25,KCR,AL,47,34,29,327.0,86,83,2,1,0,.988,-6,-21,-12,-44,0,2.34,1.81,OF,ambrech01
22,Alfredo Amezaga,27,TOT,NL,2,0,0,7.0,3,1,2,0,1,1.000,0,0,0,0,0,3.86,1.50,SS-3B,amezaal01
23,Brian Anderson,33,KCR,AL,6,6,0,30.2,6,2,4,0,1,1.000,,,-1,-6,0,1.76,1.00,P,anderbr02
24,Brian Anderson,23,CHW,AL,12,7,3,85.0,20,19,1,0,1,1.000,-1,-18,6,84,0,2.12,1.67,OF,anderbr03
25,Garret Anderson,33,LAA,AL,106,106,90,920.0,210,201,4,5,1,.976,1,1,-14,-18,-2,2.01,1.93,OF,anderga01
26,Jason Anderson,26,NYY,AL,3,0,0,5.2,0,0,0,0,0,,,,0,0,,0.00,0.00,P,anderja01
27,Marlon Anderson,31,NYM,NL,61,45,31,414.2,298,230,65,3,28,.990,2,5,4,11,-1,6.40,4.47,1B-2B-OF,anderma02
28,Matt Anderson,28,COL,NL,12,0,0,10.0,1,1,0,0,0,1.000,,,-1,-18,0,0.90,0.08,P,anderma01
29,Robert Andino,21,FLA,NL,17,13,8,120.0,45,18,25,2,7,.956,-5,-54,-5,-51,-1,3.23,2.53,SS,andinro01
30,Greg Aquino,27,ARI,NL,35,0,0,31.1,11,4,7,0,0,1.000,,,2,13,0,3.16,0.31,P,aquingr01
31,Danny Ardoin,30,COL,NL,80,66,52,591.0,506,452,48,6,5,.988,4,8,9,18,0,7.61,6.25,C,ardoida01
32,Tony Armas,27,WSN,NL,19,19,0,101.1,23,7,14,2,1,.913,,,3,6,0,1.87,1.11,P,armasto02
33,Bronson Arroyo,28,BOS,AL,35,32,0,205.1,44,21,21,2,1,.955,,,-1,-1,0,1.84,1.20,P,arroybr01
34,Ezequiel Astacio,25,HOU,NL,22,14,0,81.0,12,5,6,1,1,.917,,,-1,-2,0,1.22,0.50,P,astacez01
35,Pedro Astacio,36,TOT,ZZ,24,22,0,126.2,26,6,20,0,0,1.000,,,2,18,0,1.85,1.08,P,astacpe01
36,Scott Atchison,29,SEA,AL,6,0,0,6.2,1,1,0,0,0,1.000,,,0,0,0,1.35,0.17,P,atchisc01
37,Garrett Atkins,25,COL,NL,136,136,121,1161.2,358,78,262,18,23,.950,0,0,7,8,-1,2.63,2.50,3B,atkinga01
38,Rich Aurilia,33,CIN,NL,109,107,86,914.1,473,169,294,10,56,.979,-2,-3,-4,-5,1,4.56,3.99,2B-SS-3B,aurilri01
39,Brad Ausmus,36,HOU,NL,134,118,111,1067.2,952,885,66,1,7,.999,7,8,-3,-3,0,8.02,6.99,C-SS-2B,ausmubr01
40,Luis Ayala,27,WSN,NL,68,0,0,71.0,22,7,15,0,1,1.000,,,2,6,1,2.79,0.32,P,ayalalu01
41,Manny Aybar,33,NYM,NL,22,0,0,25.1,2,1,1,0,0,1.000,,,-2,-15,0,0.71,0.09,P,aybarma01
42,Willy Aybar,22,LAD,NL,25,22,21,197.1,61,18,41,2,4,.967,1,4,0,0,-1,2.69,2.27,3B-2B,aybarwi01
43,Brandon Backe,27,HOU,NL,26,25,1,149.1,27,8,19,0,1,1.000,,,-2,-3,0,1.63,1.04,P,backebr01
44,Carlos Baerga,36,WSN,NL,37,24,12,233.1,130,87,37,6,6,.954,-3,-16,-5,-24,-3,4.78,3.26,3B-1B-2B,baergca01
45,Danys Báez,27,TBD,AL,67,0,0,72.1,22,11,11,0,1,1.000,,,0,0,0,2.74,0.33,P,baezda01
46,Jeff Bagwell,37,HOU,NL,24,24,17,202.2,225,211,14,0,13,1.000,3,20,2,13,0,9.99,9.38,1B,bagweje01
47,Jeff Bajenaru,27,CHW,AL,4,0,0,4.1,0,0,0,0,0,,,,0,0,,0.00,0.00,P,bajenje01
48,Jeff Baker,24,COL,NL,10,10,7,79.0,24,3,20,1,1,.958,2,23,-1,-11,1,2.62,2.30,3B,bakerje03
49,Scott Baker,23,MIN,AL,10,9,0,53.2,11,8,3,0,1,1.000,,,0,0,0,1.84,1.10,P,bakersc02
50,Paul Bako,33,LAD,NL,13,13,9,107.0,68,61,6,1,0,.985,1,11,1,10,-1,5.64,5.15,C,bakopa01
51,James Baldwin,33,TOT,AL,28,0,0,56.2,8,4,4,0,1,1.000,,,0,0,0,1.27,0.29,P,baldwja01
52,Rod Barajas,29,TEX,AL,120,117,105,1026.1,740,690,41,9,5,.988,0,0,-5,-6,-3,6.41,6.09,C-1B,barajro01
53,Josh Bard,27,CLE,AL,31,23,20,219.2,177,164,10,3,2,.983,0,0,-1,-6,-1,7.13,5.61,C,bardjo01
54,Clint Barmes,26,COL,NL,80,78,77,681.2,402,138,247,17,62,.958,4,7,12,21,0,5.08,4.81,SS,barmecl01
55,Michael Barrett,28,CHC,NL,122,114,108,1017.2,927,870,51,6,8,.994,-4,-5,-9,-11,-7,8.15,7.55,C,barremi01
56,Jason Bartlett,25,MIN,AL,68,65,60,585.2,329,95,227,7,45,.979,8,16,13,27,0,4.95,4.74,SS,bartlja01
57,Cliff Bartosh,25,CHC,NL,19,0,0,19.2,1,1,0,0,1,1.000,,,-2,-19,0,0.46,0.05,P,bartocl01
58,Miguel Batista,34,TOR,AL,71,0,0,74.2,9,2,6,1,0,.889,,,-4,-10,0,0.96,0.11,P,batismi01
59,Rick Bauer,28,BAL,AL,5,0,0,8.1,0,0,0,0,0,,,,0,0,,0.00,0.00,P,bauerri01
60,Denny Bautista,24,KCR,AL,7,7,0,35.2,12,3,9,0,0,1.000,,,1,6,0,3.03,1.71,P,bautide01
61,José Bautista,24,PIT,NL,8,7,3,58.2,21,6,14,1,2,.952,0,8,0,0,0,3.07,2.50,3B,bautijo02
62,Jason Bay,26,PIT,NL,162,162,138,1402.2,330,322,4,4,1,.988,-11,-10,-16,-13,8,2.09,2.01,OF,bayja01
63,Jonah Bayliss,24,KCR,AL,11,0,0,11.2,0,0,0,0,0,,,,0,0,,0.00,0.00,P,baylijo01
64,Yorman Bazardo,20,FLA,NL,1,0,0,1.2,0,0,0,0,0,,,,0,0,,0.00,0.00,P,bazaryo01
65,Colter Bean,28,NYY,AL,1,0,0,2.0,1,0,1,0,0,1.000,,,0,0,0,4.50,1.00,P,beanco01
66,Josh Beckett,25,FLA,NL,29,29,2,178.2,37,6,30,1,1,.973,,,0,0,0,1.81,1.24,P,beckejo02
67,Erik Bedard,26,BAL,AL,24,24,0,141.2,29,6,22,1,3,.966,,,1,2,0,1.78,1.17,P,bedarer01
68,Joe Beimel,28,TBD,AL,7,0,0,11.0,3,1,2,0,0,1.000,,,1,20,0,2.45,0.43,P,beimejo01
69,Matt Belisle,25,CIN,NL,60,5,0,85.2,18,6,10,2,1,.889,,,-1,-2,0,1.68,0.27,P,belisma01
70,David Bell,32,PHI,NL,150,148,137,1296.2,430,105,304,21,22,.951,5,5,17,16,-1,2.84,2.73,3B,bellda01
71,Heath Bell,27,NYM,NL,42,0,0,46.2,10,2,8,0,2,1.000,,,-1,-4,0,1.93,0.24,P,bellhe01
72,Rob Bell,28,TBD,AL,8,3,0,25.0,7,5,1,1,0,.857,,,-1,-7,0,2.16,0.75,P,bellro01
73,Mark Bellhorn,30,TOT,AL,91,86,81,760.0,436,156,272,8,56,.982,4,6,-2,-3,-1,5.07,4.65,2B-3B-SS,bellhma01
74,Ronnie Belliard,30,CLE,AL,141,139,135,1243.2,683,257,413,13,95,.981,9,9,18,17,-1,4.85,4.75,2B,belliro01
75,Carlos Beltrán,28,NYM,NL,150,149,136,1289.1,387,378,5,4,1,.990,5,5,-2,-1,4,2.67,2.55,OF,beltrca01
76,Adrián Beltré,26,SEA,AL,155,155,141,1325.2,425,140,271,14,27,.967,1,1,8,8,0,2.79,2.65,3B,beltrad01
77,Armando Benitez,32,SFG,NL,30,0,0,30.0,5,2,2,1,0,.800,,,0,0,0,1.20,0.13,P,benitar01
78,Gary Bennett,33,WSN,NL,64,57,44,523.1,414,384,24,6,1,.986,-1,-2,-6,-14,-2,7.02,6.38,C,bennega01
79,Joaquín Benoit,27,TEX,AL,32,9,0,87.0,9,2,7,0,0,1.000,,,2,5,0,0.93,0.28,P,benoijo01
80,Kris Benson,30,NYM,NL,28,28,0,174.1,36,7,29,0,2,1.000,,,-1,-1,0,1.86,1.29,P,bensokr01
81,Chad Bentz,25,FLA,NL,4,0,0,2.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P,bentzch01
82,Jason Bergmann,23,WSN,NL,15,1,0,19.2,3,1,2,0,0,1.000,,,0,0,0,1.37,0.20,P,bergmja01
83,William Bergolla,22,CIN,NL,10,6,5,63.0,41,11,30,0,6,1.000,1,21,1,15,0,5.86,4.10,2B-SS,bergowi01
84,Lance Berkman,29,HOU,NL,129,129,84,1100.1,897,838,51,8,78,.991,-6,-6,0,0,2,7.27,6.13,1B-OF,berkmla01
85,Adam Bernero,28,ATL,NL,36,0,0,47.0,8,3,4,1,0,.875,,,0,0,0,1.34,0.19,P,bernead01
86,Angel Berroa,27,KCR,AL,159,159,145,1360.1,720,254,441,25,108,.965,-8,-7,-21,-19,-3,4.60,4.37,SS,berroan01
87,Rafael Betancourt,30,CLE,AL,54,0,0,67.2,6,3,3,0,0,1.000,,,0,0,0,0.80,0.11,P,betanra01
88,Yuniesky Betancourt,23,SEA,AL,60,58,53,517.0,270,106,159,5,39,.981,-2,-4,1,2,-1,4.61,4.27,SS-2B,betanyu01
89,Wilson Betemit,23,ATL,NL,86,57,53,575.1,195,51,137,7,16,.964,1,3,2,5,2,2.94,2.11,3B-SS-2B,betemwi01
90,Larry Bigbie,27,TOT,ZZ,77,75,68,654.1,148,144,4,0,1,1.000,-5,-9,-2,-3,0,2.04,1.92,OF,bigbila01
91,Craig Biggio,39,HOU,NL,141,141,97,1172.1,662,250,396,16,82,.976,-2,-2,-11,-11,1,4.96,4.58,2B,biggicr01
92,Casey Blake,31,CLE,AL,144,143,132,1258.2,346,319,17,10,5,.971,7,7,9,8,-4,2.40,2.27,OF-3B-1B,blakeca01
93,Hank Blalock,24,TEX,AL,158,156,150,1374.0,411,96,304,11,23,.973,-4,-4,-19,-16,-2,2.62,2.53,3B,blaloha01
94,Andrés Blanco,21,KCR,AL,26,24,18,208.0,142,64,75,3,25,.979,-3,-17,-1,-7,1,6.01,4.48,2B-SS,blancan01
95,Henry Blanco,33,CHC,NL,54,48,40,422.1,439,407,31,1,2,.998,6,17,5,14,0,9.33,8.11,C,blanche01
96,Tony Blanco,23,WSN,NL,18,6,4,78.0,28,21,5,2,3,.929,-3,-43,-8,-123,-3,3.00,1.37,OF-1B-3B,blancto01
97,Joe Blanton,24,OAK,AL,33,33,2,201.1,34,13,20,1,1,.971,,,-1,-1,0,1.48,1.00,P,blantjo01
98,Willie Bloomquist,27,SEA,AL,75,64,54,579.2,260,118,136,6,29,.977,-5,-10,1,2,-1,3.94,3.26,2B-SS-OF-3B-1B,bloomwi01
99,Geoff Blum,32,TOT,ZZ,93,77,65,711.0,355,165,184,6,35,.983,1,1,-1,-1,-1,4.42,3.46,3B-2B-SS-1B,blumge01
100,Hiram Bocachica,29,OAK,AL,8,5,3,46.0,11,8,3,0,1,1.000,0,0,4,104,0,2.15,1.38,OF-3B,bocachi01
101,Jeremy Bonderman,22,DET,AL,29,29,4,189.0,34,18,11,5,2,.853,,,-1,-1,0,1.38,1.00,P,bondeje01
102,Barry Bonds,40,SFG,NL,13,13,1,95.0,18,18,0,0,0,1.000,0,5,2,25,-2,1.71,1.38,OF,bondsba01
103,Chris Booker,28,CIN,NL,3,0,0,2.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P,bookech01
104,Aaron Boone,32,CLE,AL,142,139,137,1249.2,398,81,299,18,20,.955,-3,-2,2,2,-1,2.74,2.68,3B,booneaa01
105,Bret Boone,36,TOT,AL,88,88,85,768.2,407,169,229,9,54,.978,-12,-19,-21,-32,-2,4.66,4.52,2B,boonebr01
106,Chris Bootcheck,26,LAA,AL,5,2,0,18.2,5,1,3,1,0,.800,,,0,0,0,1.93,0.80,P,bootcch01
107,Joe Borchard,26,CHW,AL,2,0,0,7.0,3,3,0,0,0,1.000,0,69,0,0,0,3.86,1.50,OF,borchjo01
108,Pat Borders,42,SEA,AL,39,37,29,313.0,192,174,16,2,2,.990,-1,-4,0,0,0,5.46,4.87,C,bordepa01
109,Joe Borowski,34,TOT,ZZ,43,0,0,46.1,8,5,3,0,0,1.000,,,0,0,0,1.55,0.19,P,borowjo01
110,Ricky Bottalico,35,MIL,NL,40,0,0,41.2,9,2,6,1,1,.889,,,1,5,0,1.73,0.20,P,bottari01
111,Jason Botts,24,TEX,AL,7,5,1,40.0,10,8,1,1,1,.900,1,21,0,0,-2,2.03,1.29,OF,bottsja01
112,Travis Bowyer,23,MIN,AL,8,0,0,9.2,2,1,1,0,0,1.000,,,1,23,0,1.86,0.25,P,bowyetr01
113,Blaine Boyer,23,ATL,NL,43,0,0,37.2,4,1,3,0,0,1.000,,,-1,-5,0,0.96,0.09,P,boyerbl01
114,Chad Bradford,30,BOS,AL,31,0,0,23.1,7,1,6,0,0,1.000,,,-2,-16,0,2.70,0.23,P,bradfch01
115,Milton Bradley,27,LAD,NL,72,72,67,628.0,190,182,6,2,0,.989,-3,-6,-4,-7,0,2.69,2.61,OF,bradlmi01
116,Russell Branyan,29,MIL,NL,64,58,33,487.2,160,69,84,7,10,.956,-10,-25,-10,-24,1,2.82,2.28,3B-1B-OF,branyru01
117,Dewon Brazelton,25,TBD,AL,20,8,0,71.0,19,3,14,2,1,.895,,,0,0,0,2.15,0.85,P,brazede01
118,Yhency Brazoban,25,LAD,NL,74,0,0,72.2,14,4,10,0,0,1.000,,,1,3,0,1.73,0.19,P,brazoyh01
119,Craig Breslow,24,SDP,NL,14,0,0,16.1,1,0,0,1,0,.000,,,0,0,0,0.00,0.00,P,breslcr01
120,Eude Brito,26,PHI,NL,6,5,0,22.0,8,1,7,0,0,1.000,,,3,28,0,3.27,1.33,P,britoeu01
121,Doug Brocail,38,TEX,AL,61,0,0,73.1,24,9,13,2,1,.917,,,1,3,1,2.70,0.36,P,brocado01
122,Frank Brooks,26,ATL,NL,1,0,0,0.1,0,0,0,0,0,,,,0,0,,0.00,0.00,P,brookfr01
123,Ben Broussard,28,CLE,AL,138,112,107,1050.2,1151,1082,60,9,112,.992,-2,-2,-2,-2,-3,9.78,8.28,1B,brousbe01
124,Jim Brower,32,TOT,NL,69,0,0,60.1,12,4,8,0,0,1.000,,,-1,-20,0,1.79,0.17,P,broweji01
125,Emil Brown,30,KCR,AL,139,135,130,1179.2,285,264,9,12,0,.958,-14,-14,-44,-44,-12,2.08,1.96,OF,brownem01
126,Kevin Brown,40,NYY,AL,13,13,0,73.1,13,4,8,1,1,.923,,,-3,-8,0,1.47,0.92,P,brownke01
127,Jonathan Broxton,21,LAD,NL,14,0,0,13.2,0,0,0,0,0,,,,-1,-13,,0.00,0.00,P,broxtjo01
128,Brian Bruney,23,ARI,NL,47,0,0,46.0,8,1,7,0,1,1.000,,,-1,-4,0,1.57,0.17,P,brunebr01
129,Eric Bruntlett,27,HOU,NL,70,21,15,268.1,110,67,41,2,9,.982,7,30,4,17,-1,3.62,1.48,OF-2B-SS-3B-1B,brunter01
130,Jaime Bubela,27,SEA,AL,7,5,5,46.1,17,17,0,0,0,1.000,-2,-49,2,52,0,3.30,2.43,OF,bubelja01
131,John Buck,24,KCR,AL,117,112,108,976.2,699,640,56,3,5,.996,3,4,-5,-6,-3,6.41,5.95,C,buckjo01
132,Mark Buehrle,26,CHW,AL,33,33,3,236.2,60,13,45,2,2,.967,,,5,4,0,2.21,1.76,P,buehrma01
133,Ryan Bukvich,27,TEX,AL,4,0,0,4.0,1,0,1,0,0,1.000,,,0,0,0,2.25,0.25,P,bukviry01
134,Jason Bulger,26,ARI,NL,9,0,0,10.0,3,1,2,0,0,1.000,,,1,22,0,2.70,0.33,P,bulgeja01
135,Bryan Bullington,24,PIT,NL,1,0,0,1.1,0,0,0,0,0,,,,0,0,,0.00,0.00,P,bullibr01
136,Nate Bump,28,FLA,NL,31,0,0,38.0,12,3,8,1,1,.917,,,-1,-5,0,2.61,0.35,P,bumpna01
137,Ambiorix Burgos,21,KCR,AL,59,0,0,63.1,2,1,1,0,0,1.000,,,-2,-6,0,0.28,0.03,P,burgoam01
138,Chris Burke,25,HOU,NL,94,82,58,727.1,164,136,27,1,6,.994,9,15,12,19,0,2.02,1.60,OF-2B,burkech01
139,Jamie Burke,33,CHW,AL,1,0,0,1.0,0,0,0,0,0,,0,0,0,0,,0.00,0.00,1B,burkeja02
140,A.J. Burnett,28,FLA,NL,32,32,4,209.0,31,11,18,2,1,.935,,,-4,-4,0,1.25,0.91,P,burnea.01
141,Jeromy Burnitz,36,CHC,NL,160,155,145,1379.1,322,311,6,5,1,.984,1,0,-10,-8,0,2.07,1.98,OF,burnije01
142,Mike Burns,26,HOU,NL,27,0,0,31.0,10,7,3,0,0,1.000,,,0,0,0,2.90,0.37,P,burnsmi01
143,Pat Burrell,28,PHI,NL,153,153,118,1296.2,253,236,10,7,2,.972,4,3,12,11,4,1.71,1.61,OF,burrepa01
144,Sean Burroughs,24,SDP,NL,78,70,64,659.2,212,59,145,8,16,.962,-2,-3,7,13,-1,2.78,2.55,3B-SS-P,burrose01
145,Dave Bush,25,TOR,AL,25,24,2,136.1,38,18,20,0,0,1.000,,,0,0,0,2.51,1.52,P,bushda01
146,Freddie Bynum,25,OAK,AL,5,1,1,16.0,5,5,0,0,0,1.000,1,60,1,75,0,2.81,1.00,OF-2B,bynumfr01
147,Marlon Byrd,27,TOT,NL,70,54,39,515.0,138,131,5,2,2,.986,2,6,2,4,-2,2.38,1.94,OF,byrdma01
148,Paul Byrd,34,LAA,AL,31,31,2,204.1,38,16,20,2,0,.947,,,-1,-1,0,1.59,1.16,P,byrdpa01
149,Tim Byrdak,31,BAL,AL,41,0,0,26.2,4,0,4,0,0,1.000,,,-1,-7,0,1.35,0.10,P,byrdati01
150,Eric Byrnes,29,TOT,ZZ,119,104,89,932.0,260,247,7,6,3,.977,11,14,10,12,-4,2.45,2.13,OF,byrneer01
151,Daniel Cabrera,24,BAL,AL,29,29,0,161.1,24,11,12,1,0,.958,,,-5,-6,0,1.28,0.79,P,cabreda01
152,Fernando Cabrera,23,CLE,AL,15,0,0,30.2,2,1,1,0,0,1.000,,,0,0,0,0.59,0.13,P,cabrefe01
153,Melky Cabrera,20,NYY,AL,6,6,4,49.0,9,9,0,0,0,1.000,-6,-135,-8,-195,0,1.65,1.50,OF,cabreme01
154,Miguel Cabrera,22,FLA,NL,156,156,122,1343.2,275,210,58,7,8,.975,-11,-10,-8,-7,5,1.80,1.64,OF-3B,cabremi01
155,Orlando Cabrera,30,LAA,AL,140,139,129,1240.2,583,229,347,7,81,.988,12,11,6,6,1,4.18,4.11,SS,cabreor01
156,Matt Cain,20,SFG,NL,7,7,1,46.1,4,1,2,1,0,.750,,,0,0,0,0.58,0.43,P,cainma01
157,Miguel Cairo,31,NYM,NL,90,81,68,724.0,422,199,216,7,64,.983,1,2,-3,-4,2,5.16,4.32,2B-1B-OF-3B,cairomi01
158,Kiko Calero,30,OAK,AL,58,0,0,55.2,7,2,5,0,0,1.000,,,0,0,0,1.13,0.12,P,calerki01
159,Carmen Cali,26,STL,NL,6,0,0,6.0,0,0,0,0,0,,,,0,0,0,0.00,0.00,P,calica01
160,Napoleon Calzado,28,BAL,AL,2,1,0,9.0,2,2,0,0,0,1.000,-1,-67,0,0,0,2.00,1.00,OF,calzana01
161,Mike Cameron,32,NYM,NL,76,76,70,672.0,160,151,3,6,1,.963,0,1,-2,-3,-4,2.06,2.03,OF,camermi01
162,Shawn Camp,29,KCR,AL,29,0,0,49.0,10,3,7,0,0,1.000,,,1,4,0,1.84,0.34,P,campsh01
163,Jorge Campillo,26,SEA,AL,2,1,0,2.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P,campijo01
164,Robinson Canó,22,NYY,AL,131,130,126,1142.2,666,258,391,17,77,.974,-6,-7,-22,-23,1,5.11,4.95,2B,canoro01
165,Jorge Cantu,23,TBD,AL,137,134,119,1163.2,445,150,274,21,47,.953,-25,-25,-22,-23,-3,3.28,2.99,2B-3B,cantujo01
166,Jose Capellan,24,MIL,NL,17,0,0,15.2,1,1,0,0,0,1.000,,,0,0,0,0.57,0.06,P,capeljo01
167,Matt Capps,21,PIT,NL,4,0,0,4.0,2,0,2,0,0,1.000,,,0,0,0,4.50,0.50,P,cappsma01
168,Chris Capuano,26,MIL,NL,35,35,0,219.0,48,7,37,4,1,.917,,,4,4,1,1.81,1.26,P,capuach01
169,Buddy Carlyle,27,LAD,NL,10,0,0,14.0,2,1,1,0,0,1.000,,,1,16,0,1.29,0.20,P,carlybu01
170,Chris Carpenter,30,STL,NL,33,33,7,241.2,56,15,40,1,2,.982,,,3,3,0,2.05,1.67,P,carpech01
171,Giovanni Carrara,37,LAD,NL,72,0,0,75.2,26,4,20,2,3,.923,,,1,3,0,2.85,0.33,P,carragi01
172,D.J. Carrasco,28,KCR,AL,21,20,1,114.2,32,16,16,0,0,1.000,,,4,7,1,2.51,1.52,P,carradj01
173,Hector Carrasco,35,WSN,NL,64,5,0,88.1,15,5,10,0,0,1.000,,,0,0,0,1.53,0.23,P,carrahe01
174,Jamey Carroll,31,WSN,NL,106,72,53,722.2,373,150,218,5,52,.987,1,2,2,3,0,4.58,3.17,2B-SS-3B,carroja01
175,Lance Carter,30,TBD,AL,39,0,0,57.0,8,1,7,0,2,1.000,,,0,0,0,1.26,0.21,P,cartela02
176,Marcos Carvajal,20,COL,NL,39,0,0,53.0,13,5,8,0,0,1.000,,,-1,-3,0,2.21,0.33,P,carvama01
177,Raul Casanova,32,CHW,AL,6,0,0,14.0,9,9,0,0,0,1.000,0,0,0,0,0,5.79,1.50,C,casanra01
178,Sean Casey,30,CIN,NL,134,132,124,1138.2,1210,1153,55,2,91,.998,4,5,-5,-5,-1,9.55,9.01,1B,caseyse01
179,Kevin Cash,27,TBD,AL,13,10,9,89.0,64,56,8,0,1,1.000,0,0,2,28,1,6.47,4.92,C,cashke01
180,Santiago Casilla,24,OAK,AL,3,0,0,3.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P,garcija01
181,Scott Cassidy,29,TOT,ZZ,11,0,0,13.0,6,1,5,0,1,1.000,,,0,0,0,4.15,0.55,P,cassisc01
182,Vinny Castilla,37,WSN,NL,138,135,119,1171.1,362,142,209,11,23,.970,3,3,-1,-1,0,2.70,2.54,3B,castivi02
183,Alberto Castillo,35,TOT,AL,35,32,28,280.0,249,237,10,2,3,.992,2,9,3,12,1,7.94,7.06,C,castial01
184,Frank Castillo,36,FLA,NL,1,1,0,4.1,0,0,0,0,0,,,,0,0,,0.00,0.00,P,castifr01
185,Jose Castillo,24,PIT,NL,100,99,91,840.1,528,237,279,12,93,.977,-2,-3,2,3,3,5.53,5.16,2B,castijo02
186,Luis Castillo,29,FLA,NL,120,116,102,1012.1,604,245,352,7,87,.988,8,9,7,8,2,5.31,4.98,2B,castilu01
187,Bernie Castro,25,BAL,AL,12,12,10,103.0,53,18,31,4,7,.925,-5,-54,-2,-23,0,4.28,4.08,2B-OF,castrbe01
188,Juan Castro,33,MIN,AL,97,82,63,714.2,387,115,263,9,54,.977,-4,-7,5,9,0,4.76,3.78,SS-3B-2B,castrju01
189,Ramon Castro,29,NYM,NL,99,57,55,576.1,427,402,22,3,3,.993,3,6,-1,-2,-2,6.62,4.28,C,castrra01
190,Frank Catalanotto,31,TOR,AL,111,99,32,761.0,167,163,4,0,0,1.000,-6,-10,6,9,2,1.98,1.50,OF,catalfr01
191,Roger Cedeno,30,STL,NL,16,9,4,75.1,11,9,0,2,0,.818,-2,-27,-4,-64,0,1.08,0.56,OF,cedenro01
192,Ronny Cedeno,22,CHC,NL,30,18,12,159.2,71,30,40,1,8,.986,-5,-38,-1,-8,0,3.95,2.33,SS-2B,cedenro02
193,Matthew Cepicky,27,WSN,NL,6,6,2,44.2,18,18,0,0,0,1.000,1,21,2,53,0,3.63,3.00,OF,cepicma01
194,Jaime Cerda,26,KCR,AL,20,0,0,19.0,1,0,1,0,0,1.000,,,0,0,0,0.47,0.05,P,cerdaja01
195,Gustavo Chacin,24,TOR,AL,34,34,0,203.0,38,10,26,2,0,.947,,,2,2,0,1.60,1.06,P,chacigu01
196,Shawn Chacon,27,TOT,ZZ,27,24,0,151.2,30,9,20,1,2,.967,,,3,23,0,1.72,1.07,P,chacosh01
