Rk,Name,Age,Tm,Lg,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,RF/9,RF/G,Pos Summary,Name-additional
219,Francisco Cordero,26,TEX,AL,3,0,0,2.1,0,0,0,0,0,,,,0.00,0.00,P,cordefr01
220,Wil Cordero,29,CLE,AL,70,57,44,525.1,238,225,11,2,17,.992,-3,-7,4.04,3.23,OF-1B,cordewi01
221,Marty Cordova,31,CLE,AL,106,97,63,843.0,210,200,8,2,1,.990,3,5,2.22,1.96,OF,cordoma01
222,Mark Corey,26,NYM,NL,2,0,0,1.2,0,0,0,0,0,,,,0.00,0.00,P,coreyma02
223,Rheal Cormier,34,PHI,NL,60,0,0,51.1,17,6,10,1,2,.941,,,2.81,0.27,P,cormirh01
224,Nate Cornejo,21,DET,AL,10,10,0,42.2,8,3,5,0,1,1.000,,,1.69,0.80,P,cornena01
225,Humberto Cota,22,PIT,NL,3,1,1,10.0,11,11,0,0,0,1.000,0,0,9.90,3.67,C,cotahu01
226,Craig Counsell,30,ARI,NL,131,113,87,1062.0,517,193,316,8,69,.985,10,12,4.31,3.33,SS-2B-3B-1B,counscr01
227,Steve Cox,26,TBD,AL,86,79,74,703.0,630,580,49,1,64,.998,-1,-2,8.05,7.31,1B-OF,coxst01
228,Tim Crabtree,31,TEX,AL,21,0,0,23.1,6,1,5,0,1,1.000,,,2.31,0.29,P,crabtti01
229,Paxton Crawford,23,BOS,AL,8,7,0,36.0,7,3,4,0,0,1.000,,,1.75,0.88,P,crawfpa02
230,Joe Crede,23,CHW,AL,15,13,13,114.0,35,17,18,0,3,1.000,-2,-20,2.76,2.33,3B,credejo01
231,Doug Creek,32,TBD,AL,66,0,0,62.2,10,2,5,3,1,.700,,,1.01,0.11,P,creekdo01
232,Cesar Crespo,22,SDP,NL,53,39,35,378.0,166,93,69,4,12,.976,-9,-28,3.86,2.95,2B-OF-3B-SS,crespce01
233,Felipe Crespo,28,TOT,NL,26,14,8,149.2,145,134,7,4,14,.972,0,3,8.48,5.42,1B-OF-2B,crespfe01
234,Jack Cressend,26,MIN,AL,44,0,0,56.1,12,5,7,0,0,1.000,,,1.92,0.27,P,cressja01
235,D.T. Cromer,30,CIN,NL,8,4,2,42.0,37,32,4,1,3,.973,0,-11,7.71,4.50,1B,cromed.01
236,Deivi Cruz,28,DET,AL,110,109,101,962.2,478,162,299,17,69,.964,-14,-18,4.31,3.97,SS-3B,cruzde01
237,Jacob Cruz,28,TOT,ZZ,46,31,19,288.1,70,66,1,3,0,.957,-4,-15,2.09,1.46,OF,cruzja01
238,José Cruz,27,TOR,AL,143,141,129,1256.2,294,286,5,3,1,.990,-22,-21,2.08,2.03,OF,cruzjo02
239,Juan Cruz,22,CHC,NL,8,8,0,44.2,8,3,5,0,1,1.000,,,1.61,1.00,P,cruzju02
240,Nelson Cruz,28,HOU,NL,66,0,0,82.1,23,8,14,1,0,.957,,,2.40,0.33,P,cruzne01
241,Darwin Cubillan,28,MON,NL,29,0,0,26.1,2,0,1,1,0,.500,,,0.34,0.03,P,cubilda01
242,Michael Cuddyer,22,MIN,AL,7,5,2,43.0,40,37,2,1,4,.975,1,14,8.16,5.57,1B-3B,cuddymi01
243,Midre Cummings,29,ARI,NL,4,0,0,9.0,4,4,0,0,0,1.000,1,93,4.00,1.00,OF,cummimi01
244,Will Cunnane,27,MIL,NL,31,1,0,51.2,14,4,10,0,0,1.000,,,2.44,0.45,P,cunnawi01
245,Chad Curtis,32,TEX,AL,33,31,22,252.2,83,80,2,1,1,.988,-1,-6,2.92,2.48,OF,curtich01
246,Jack Cust,22,ARI,NL,1,0,0,2.0,0,0,0,0,0,,0,-60,0.00,0.00,OF,custja01
247,Jeff D'Amico,25,MIL,NL,10,10,0,47.1,7,1,6,0,0,1.000,,,1.33,0.70,P,d'amije01
248,Omar Daal,29,PHI,NL,32,32,0,185.2,39,7,31,1,4,.974,,,1.84,1.19,P,daalom01
249,Mark Dalesandro,33,CHW,AL,1,0,0,1.0,0,0,0,0,0,,0,0,0.00,0.00,C,dalesma01
250,Johnny Damon,27,OAK,AL,154,152,140,1350.1,352,345,4,3,1,.991,8,7,2.33,2.27,OF,damonjo01
251,Vic Darensbourg,30,FLA,NL,58,0,0,48.2,12,1,10,1,1,.917,,,2.03,0.19,P,darenvi01
252,Mike Darr,25,SDP,NL,93,73,58,672.2,191,183,6,2,2,.990,5,9,2.53,2.03,OF,darrmi02
253,Brian Daubach,29,BOS,AL,119,113,104,1023.1,947,861,75,11,71,.988,2,2,8.23,7.80,1B-OF,daubabr01
254,Jeff DaVanon,27,ANA,AL,29,22,20,203.0,49,45,3,1,1,.980,-4,-21,2.13,1.66,OF,davanje02
255,Joe Davenport,25,COL,NL,7,0,0,10.1,2,0,2,0,0,1.000,,,1.74,0.29,P,davenjo01
256,Tom Davey,27,SDP,NL,39,0,0,38.0,8,2,6,0,0,1.000,,,1.89,0.21,P,daveyto01
257,Ben Davis,24,SDP,NL,137,123,109,1086.2,924,854,61,9,14,.990,2,3,7.58,6.68,C-1B,davisbe01
258,Doug Davis,25,TEX,AL,30,30,1,186.0,32,5,25,2,2,.938,,,1.45,1.00,P,davisdo02
259,Eric Davis,39,SFG,NL,48,34,23,293.1,78,74,1,3,0,.962,-2,-7,2.30,1.56,OF,daviser01
260,Kane Davis,26,COL,NL,57,0,0,68.1,13,1,12,0,1,1.000,,,1.71,0.23,P,daviska01
261,Lance Davis,24,CIN,NL,20,20,1,106.1,30,6,23,1,2,.967,,,2.45,1.45,P,davisla01
262,Russ Davis,31,SFG,NL,46,46,32,374.2,91,20,61,10,9,.890,-6,-20,1.95,1.76,3B,davisru01
263,Valerio De Los Santos,28,MIL,NL,1,0,0,1.0,0,0,0,0,0,,,,0.00,0.00,P,delosva01
264,Mike DeJean,30,MIL,NL,75,0,0,84.1,24,7,17,0,1,1.000,,,2.56,0.32,P,dejeami01
265,Carlos Delgado,29,TOR,AL,161,161,154,1438.2,1630,1518,103,9,166,.994,-10,-8,10.14,10.07,1B,delgaca01
266,Wilson Delgado,28,KCR,AL,11,6,5,56.0,25,4,21,0,2,1.000,1,11,4.02,2.27,SS-3B-2B,delgawi01
267,David Dellucci,27,ARI,NL,58,40,30,384.0,91,90,0,1,0,.989,2,6,2.11,1.55,OF,delluda01
268,Ryan Dempster,24,FLA,NL,34,34,2,211.1,55,16,36,3,7,.945,,,2.21,1.53,P,dempsry01
269,Mark DeRosa,26,ATL,NL,54,42,37,399.2,203,59,137,7,24,.966,3,9,4.41,3.56,SS-2B-OF-3B,derosma01
270,Delino DeShields,32,TOT,MLB,100,85,62,747.0,190,156,28,6,1,.968,-5,-9,2.22,1.80,OF-2B-3B-1B,deshide01
271,Elmer Dessens,30,CIN,NL,34,34,1,205.0,32,6,26,0,3,1.000,,,1.40,0.94,P,desseel01
272,Matt DeWitt,23,TOR,AL,16,0,0,19.0,5,2,3,0,1,1.000,,,2.37,0.31,P,dewitma01
273,Einar Díaz,28,CLE,AL,134,126,114,1116.2,1061,959,94,8,11,.992,9,10,8.49,7.80,C-2B,diazei01
274,R.A. Dickey,26,TEX,AL,4,0,0,12.0,2,1,1,0,0,1.000,,,1.50,0.50,P,dicker.01
275,Mike Difelice,32,TOT,ZZ,60,53,42,446.0,385,346,32,7,5,.982,3,8,7.63,6.30,C,difelmi01
276,Craig Dingman,27,COL,NL,7,0,0,7.1,2,0,2,0,0,1.000,,,2.45,0.29,P,dingmcr01
277,Chris Donnels,35,LAD,NL,22,16,7,131.1,71,46,22,3,6,.958,2,14,4.66,3.09,3B-1B-P,donnech01
278,Octavio Dotel,27,HOU,NL,61,4,0,105.0,25,9,14,2,3,.920,,,1.97,0.38,P,doteloc01
279,Sean Douglass,22,BAL,AL,4,4,0,20.1,1,0,1,0,0,1.000,,,0.44,0.25,P,douglse01
280,Kelly Dransfeldt,26,TEX,AL,4,0,0,8.0,4,0,4,0,0,1.000,0,15,4.50,1.00,SS-3B,dranske01
281,Darren Dreifort,29,LAD,NL,16,16,0,94.2,16,4,11,1,2,.938,,,1.43,0.94,P,dreifda01
282,Ryan Drese,25,CLE,AL,9,4,0,36.2,10,4,5,1,1,.900,,,2.21,1.00,P,dresery01
283,J.D. Drew,25,STL,NL,107,104,85,899.2,222,209,7,6,1,.973,8,11,2.16,2.02,OF,drewj.01
284,Tim Drew,22,CLE,AL,8,6,0,35.0,8,3,4,1,1,.875,,,1.80,0.88,P,drewti01
285,Rob Ducey,36,TOT,NL,17,12,9,101.1,29,28,1,0,0,1.000,1,7,2.58,1.71,OF,duceyro01
286,Justin Duchscherer,23,TEX,AL,5,2,0,14.2,1,1,0,0,0,1.000,,,0.61,0.20,P,duchsju01
287,Brandon Duckworth,25,PHI,NL,11,11,0,69.0,13,4,7,2,0,.846,,,1.43,1.00,P,duckwbr01
288,Courtney Duncan,26,CHC,NL,36,0,0,42.2,7,2,2,3,0,.571,,,0.84,0.11,P,duncaco01
289,Adam Dunn,21,CIN,NL,63,63,50,539.0,141,136,3,2,1,.986,1,1,2.32,2.21,OF,dunnad01
290,Shawon Dunston,38,SFG,NL,61,34,17,312.2,87,80,4,3,2,.966,5,21,2.42,1.38,OF-1B,dunstsh01
291,Todd Dunwoody,26,CHC,NL,26,13,7,134.1,37,35,1,1,0,.973,3,29,2.41,1.38,OF,dunwoto01
292,Erubiel Durazo,27,ARI,NL,40,28,21,277.2,272,252,18,2,22,.993,2,7,8.75,6.75,1B-OF,durazer01
293,Chad Durbin,23,KCR,AL,29,29,2,179.0,41,20,20,1,3,.976,,,2.01,1.38,P,durbich01
294,Ray Durham,29,CHW,AL,150,148,142,1294.1,736,280,446,10,88,.986,6,6,5.05,4.84,2B,durhara01
295,Mike Duvall,26,MIN,AL,8,0,0,4.2,0,0,0,0,0,,,,0.00,0.00,P,duvalmi01
296,Jermaine Dye,27,TOT,AL,154,154,141,1351.0,292,274,12,6,1,.979,-2,-2,1.91,1.86,OF,dyeje01
297,Damion Easley,31,DET,AL,153,153,143,1329.1,789,279,496,14,113,.982,0,0,5.25,5.07,2B,easleda01
298,Adam Eaton,23,SDP,NL,17,17,2,116.2,33,13,18,2,2,.939,,,2.39,1.82,P,eatonad01
299,Angel Echevarria,30,MIL,NL,33,21,13,210.0,78,74,2,2,5,.974,-5,-28,3.26,2.30,OF-1B,echevan01
300,David Eckstein,26,ANA,AL,138,132,122,1167.1,583,199,366,18,75,.969,-3,-3,4.36,4.04,SS-2B,eckstda01
301,Jim Edmonds,31,STL,NL,148,142,119,1228.2,345,325,14,6,3,.983,5,5,2.48,2.28,OF-1B,edmonji01
302,Joey Eischen,31,MON,NL,24,0,0,29.2,7,3,4,0,0,1.000,,,2.12,0.29,P,eischjo01
303,Scott Elarton,25,TOT,NL,24,24,0,132.2,32,9,21,2,2,.938,,,2.04,1.25,P,elartsc01
304,Cal Eldred,33,CHW,AL,2,2,0,6.0,2,0,2,0,0,1.000,,,3.00,1.00,P,eldreca01
305,Robert Ellis,30,ARI,NL,19,17,0,92.0,20,8,12,0,0,1.000,,,1.96,1.05,P,ellisro02
306,Alan Embree,31,TOT,ZZ,61,0,0,54.0,6,2,4,0,1,1.000,,,1.00,0.10,P,embreal01
307,Juan Encarnacion,25,DET,AL,116,114,107,1003.1,258,247,5,6,0,.977,-10,-12,2.26,2.17,OF,encarju01
308,Mario Encarnacion,25,COL,NL,20,16,15,150.1,36,35,1,0,2,1.000,3,22,2.16,1.80,OF,encarma01
309,Todd Erdos,27,BOS,AL,10,0,0,16.1,2,1,1,0,1,1.000,,,1.10,0.20,P,erdosto01
310,Darin Erstad,27,ANA,AL,153,153,135,1340.2,480,462,17,1,11,.998,14,13,3.22,3.03,OF-1B,erstada01
311,Alex Escobar,22,NYM,NL,15,13,12,117.2,31,26,3,2,1,.935,-3,-32,2.22,1.93,OF,escobal01
312,Kelvim Escobar,25,TOR,AL,59,11,1,126.0,15,6,8,1,0,.933,,,1.00,0.24,P,escobke01
313,Bobby Estalella,26,TOT,ZZ,31,29,23,246.2,214,199,15,0,5,1.000,1,5,7.81,6.90,C,estalbo02
314,Shawn Estes,28,SFG,NL,27,27,0,159.0,39,3,33,3,2,.923,,,2.04,1.33,P,estessh01
315,Horacio Estrada,25,COL,NL,4,0,0,4.1,1,0,1,0,0,1.000,,,2.08,0.25,P,estraho01
316,Johnny Estrada,25,PHI,NL,89,80,73,713.1,577,543,30,4,4,.993,0,0,7.23,6.44,C,estrajo01
317,Tony Eusebio,34,HOU,NL,48,40,32,365.1,325,300,22,3,4,.991,-2,-7,7.93,6.71,C,eusebto01
318,Adam Everett,24,HOU,NL,6,0,0,7.0,6,2,2,2,1,.667,0,-69,5.14,0.67,SS,everead01
319,Carl Everett,30,BOS,AL,93,92,86,819.0,194,185,4,5,1,.974,-8,-12,2.08,2.03,OF,evereca01
320,Scott Eyre,29,TOR,AL,17,0,0,15.2,2,0,2,0,0,1.000,,,1.15,0.12,P,eyresc01
321,Jorge Fabregas,31,ANA,AL,53,42,32,372.1,293,267,23,3,3,.990,1,3,7.01,5.47,C,fabrejo01
322,Kyle Farnsworth,25,CHC,NL,76,0,0,82.0,7,3,4,0,0,1.000,,,0.77,0.09,P,farnsky01
323,Sal Fasano,29,TOT,ZZ,37,25,17,237.1,214,192,17,5,5,.977,1,5,7.93,5.65,C,fasansa01
324,Jeff Fassero,38,CHC,NL,82,0,0,73.2,12,3,9,0,2,1.000,,,1.47,0.15,P,fasseje01
325,Carlos Febles,25,KCR,AL,78,73,68,649.1,359,128,224,7,62,.981,2,4,4.88,4.51,2B,febleca01
326,Pedro Feliz,26,SFG,NL,86,51,41,518.0,131,40,79,12,6,.908,-10,-22,2.07,1.38,3B,felizpe01
327,Jared Fernandez,29,CIN,NL,5,2,0,12.1,5,1,4,0,0,1.000,,,3.65,1.00,P,fernaja01
328,Jose Fernandez,26,ANA,AL,3,0,0,4.0,1,0,0,1,0,.000,-1,-210,0.00,0.00,1B-3B,fernajo01
329,Osvaldo Fernandez,34,CIN,NL,20,14,0,79.1,23,2,20,1,2,.957,,,2.50,1.10,P,fernaos01
330,Tony Fernandez,39,MIL,NL,13,13,10,111.1,29,3,25,1,4,.966,-1,-13,2.26,2.15,3B,fernato01
331,Mike Fetters,36,TOT,NL,54,0,0,47.1,10,1,8,1,0,.900,,,1.71,0.17,P,fettemi01
332,Robert Fick,27,DET,AL,103,95,68,815.0,642,596,39,7,13,.989,-3,-4,7.01,5.67,C-1B-OF,fickro01
333,Luis Figueroa,27,PIT,NL,3,0,0,6.0,5,1,4,0,1,1.000,0,60,7.50,1.67,2B,figuelu01
334,Nelson Figueroa,27,PHI,NL,19,13,0,89.0,8,2,6,0,1,1.000,,,0.81,0.42,P,figuene01
335,Jeremy Fikac,26,SDP,NL,23,0,0,26.1,4,0,4,0,0,1.000,,,1.37,0.17,P,fikacje01
336,Bob File,24,TOR,AL,60,0,0,74.1,19,7,11,1,1,.947,,,2.18,0.30,P,filebo01
337,Chuck Finley,38,CLE,AL,22,22,1,113.2,16,2,11,3,0,.813,,,1.03,0.59,P,finlech01
338,Steve Finley,36,ARI,NL,131,124,117,1111.2,308,300,6,2,3,.994,3,4,2.48,2.32,OF-P,finlest01
339,Tony Fiore,29,TOT,AL,7,0,0,9.2,3,2,1,0,0,1.000,,,2.79,0.43,P,fioreto01
340,John Flaherty,33,TBD,AL,78,69,67,617.1,493,458,28,7,4,.986,-9,-17,7.09,6.23,C,flahejo01
341,Darrin Fletcher,34,TOR,AL,129,114,93,1021.0,765,720,41,4,8,.995,5,6,6.71,5.90,C,fletcda01
342,Bryce Florie,31,BOS,AL,7,0,0,8.2,2,1,1,0,0,1.000,,,2.08,0.29,P,floribr01
343,Cliff Floyd,28,FLA,NL,142,140,123,1212.0,285,269,8,8,2,.972,12,12,2.06,1.95,OF,floydcl01
344,Josh Fogg,24,CHW,AL,11,0,0,13.1,2,1,1,0,0,1.000,,,1.35,0.18,P,foggjo01
345,P.J. Forbes,33,PHI,NL,1,1,1,9.0,4,2,2,0,0,1.000,0,27,4.00,4.00,2B,forbep.01
346,Brook Fordyce,31,BAL,AL,95,89,74,768.2,581,541,30,10,7,.983,-6,-9,6.69,6.01,C,fordybr01
347,Casey Fossum,23,BOS,AL,13,7,0,44.1,4,3,1,0,0,1.000,,,0.81,0.31,P,fossuca01
348,Kevin Foster,32,TEX,AL,9,0,0,17.2,0,0,0,0,0,,,,0.00,0.00,P,fosteke01
349,Kris Foster,26,BAL,AL,7,0,0,10.0,4,0,4,0,0,1.000,,,3.60,0.57,P,fostekr01
350,Keith Foulke,28,CHW,AL,72,0,0,81.0,18,7,11,0,0,1.000,,,2.00,0.25,P,foulkke01
351,Andy Fox,30,FLA,NL,25,17,14,157.2,69,25,41,3,10,.957,0,3,3.77,2.64,SS-3B-2B-OF,foxan01
352,Chad Fox,30,MIL,NL,65,0,0,66.2,11,4,6,1,0,.909,,,1.35,0.15,P,foxch02
353,John Franco,40,NYM,NL,58,0,0,53.1,9,1,7,1,0,.889,,,1.35,0.14,P,francjo01
354,Julio Franco,42,ATL,NL,23,22,19,188.0,198,181,16,1,20,.995,4,28,9.43,8.57,1B,francju01
355,Ryan Franklin,28,SEA,AL,38,0,0,78.1,14,8,6,0,0,1.000,,,1.61,0.37,P,frankry01
356,Wayne Franklin,27,HOU,NL,11,0,0,12.0,2,0,2,0,0,1.000,,,1.50,0.18,P,frankwa01
357,John Frascatore,31,TOR,AL,12,0,0,16.1,6,1,5,0,0,1.000,,,3.31,0.50,P,frascjo01
358,Ryan Freel,25,TOR,AL,7,6,3,50.0,32,11,20,1,4,.969,0,2,5.58,3.88,2B-OF,freelry01
359,Jeff Frye,34,TOR,AL,70,47,34,476.2,237,90,146,1,32,.996,-2,-6,4.46,3.06,2B-3B-SS-OF,fryeje01
360,Travis Fryman,32,CLE,AL,96,94,78,793.0,217,66,139,12,15,.945,-12,-18,2.33,2.11,3B-SS,frymatr01
361,Brian Fuentes,25,SEA,AL,10,0,0,11.2,4,1,3,0,0,1.000,,,3.09,0.40,P,fuentbr01
362,Brad Fullmer,26,TOR,AL,1,1,1,8.0,13,12,1,0,1,1.000,0,60,14.63,13.00,1B,fullmbr01
363,Aaron Fultz,27,SFG,NL,66,0,0,71.0,18,4,14,0,1,1.000,,,2.28,0.27,P,fultzaa01
364,Rafael Furcal,23,ATL,NL,79,79,75,694.1,361,126,224,11,49,.970,-2,-3,4.54,4.43,SS,furcara02
365,Mike Fyhrie,31,TOT,ZZ,18,0,0,20.0,6,2,4,0,1,1.000,,,2.70,0.33,P,fyhrimi01
366,Eric Gagne,25,LAD,NL,33,24,0,151.2,22,10,11,1,0,.955,,,1.25,0.64,P,gagneer01
367,Andres Galarraga,40,TOT,ZZ,66,61,52,542.2,518,483,29,6,64,.988,-5,-11,8.49,7.76,1B,galaran01
368,Gus Gandarillas,29,MIL,NL,16,0,0,19.2,5,2,3,0,1,1.000,,,2.29,0.31,P,gandagu01
369,Ron Gant,36,TOT,ZZ,62,56,35,461.0,90,85,2,3,0,.967,-2,-4,1.70,1.40,OF,gantro01
370,Rich Garces,30,BOS,AL,62,0,0,67.0,18,7,11,0,2,1.000,,,2.42,0.29,P,garceri01
371,Freddy Garcia,24,SEA,AL,34,34,4,238.2,69,29,39,1,5,.986,,,2.56,2.00,P,garcifr03
372,Jesse Garcia,27,ATL,NL,6,0,0,12.1,6,3,3,0,1,1.000,0,0,4.38,1.00,2B-SS,garcije01
373,Karim Garcia,25,CLE,AL,20,12,6,120.2,24,18,4,2,1,.917,-4,-39,1.64,1.10,OF-1B,garcika01
374,Nomar Garciaparra,27,BOS,AL,21,21,20,184.0,93,34,56,3,13,.968,-2,-13,4.40,4.29,SS,garcino01
375,Mark Gardner,39,SFG,NL,23,15,0,91.2,12,2,10,0,0,1.000,,,1.18,0.52,P,gardnma01
376,Jon Garland,21,CHW,AL,35,16,0,117.0,26,8,17,1,4,.962,,,1.92,0.71,P,garlajo01
377,Chris George,21,KCR,AL,13,13,1,74.0,13,7,5,1,0,.923,,,1.46,0.92,P,georgch02
378,Jason Giambi,30,OAK,AL,136,136,113,1176.1,1311,1224,76,11,107,.992,4,4,9.95,9.56,1B,giambja01
379,Jeremy Giambi,26,OAK,AL,57,48,39,422.2,131,123,3,5,6,.962,-10,-30,2.68,2.21,OF-1B,giambje01
380,Jay Gibbons,24,BAL,AL,34,30,20,263.0,102,98,4,0,3,1.000,2,9,3.49,2.91,OF-1B,gibboja01
381,Benji Gil,28,ANA,AL,78,65,43,560.0,362,177,171,14,45,.961,0,0,5.59,4.14,SS-2B-1B-OF,gilbe01
382,Geronimo Gil,25,BAL,AL,17,17,13,150.0,133,121,10,2,1,.985,-2,-16,7.86,7.71,C,gilge01
383,Brian Giles,30,PIT,NL,159,159,120,1359.1,324,307,7,10,2,.969,-7,-6,2.08,1.97,OF,gilesbr02
384,Marcus Giles,23,ATL,NL,62,59,52,518.0,276,104,166,6,31,.978,3,6,4.69,4.35,2B,gilesma01
385,Bernard Gilkey,34,ATL,NL,36,18,9,182.1,40,40,0,0,0,1.000,1,5,1.97,1.11,OF,gilkebe01
386,Matt Ginter,23,CHW,AL,20,0,0,39.2,7,3,4,0,0,1.000,,,1.59,0.35,P,gintema01
387,Charles Gipson,28,SEA,AL,77,14,7,237.1,71,51,18,2,1,.972,3,13,2.62,0.85,OF-SS-3B-2B,gipsoch01
388,Joe Girardi,36,CHC,NL,71,61,56,552.0,537,504,33,0,2,1.000,5,11,8.76,7.56,C,girarjo01
389,Doug Glanville,30,PHI,NL,150,147,142,1310.2,425,413,8,4,3,.991,20,18,2.89,2.81,OF,glanvdo01
390,Troy Glaus,24,ANA,AL,159,158,149,1395.2,409,103,287,19,21,.954,-3,-3,2.51,2.42,3B-SS,glaustr01
391,Tom Glavine,35,ATL,NL,35,35,1,219.1,52,12,40,0,2,1.000,,,2.13,1.49,P,glavito02
392,Gary Glover,24,CHW,AL,46,11,0,100.1,25,9,15,1,0,.960,,,2.15,0.52,P,glovega01
393,Ryan Glynn,26,TEX,AL,12,9,0,46.0,12,7,5,0,0,1.000,,,2.35,1.00,P,glynnry01
394,Wayne Gomes,28,TOT,NL,55,0,0,63.0,7,2,5,0,0,1.000,,,1.00,0.13,P,gomeswa01
395,Chris Gomez,30,TOT,MLB,97,86,72,766.0,333,120,200,13,48,.961,-8,-12,3.76,3.14,SS-2B,gomezch02
396,Alex Gonzalez,28,TOR,AL,154,153,148,1374.1,768,249,509,10,120,.987,10,9,4.96,4.92,SS,gonzaal01
397,Alex Gonzalez,24,FLA,NL,142,139,131,1220.1,642,220,396,26,101,.960,-3,-2,4.54,4.34,SS,gonzaal02
398,Dicky Gonzalez,22,NYM,NL,16,7,0,59.0,12,4,8,0,0,1.000,,,1.83,0.75,P,gonzadi01
399,Juan Gonzalez,31,CLE,AL,119,119,92,981.0,227,214,10,3,3,.987,-3,-4,2.06,1.88,OF,gonzaju03
400,Luis Gonzalez,33,ARI,NL,161,161,145,1416.2,288,280,8,0,1,1.000,5,4,1.83,1.79,OF,gonzalu01
401,Raul Gonzalez,27,CIN,NL,2,2,2,17.0,4,4,0,0,0,1.000,0,28,2.12,2.00,OF,gonzara01
402,Wiki Gonzalez,27,SDP,NL,47,37,25,330.1,270,246,21,3,3,.989,-1,-4,7.27,5.68,C,gonzawi01
403,Tom Goodwin,32,LAD,NL,78,69,57,610.1,155,153,1,1,0,.994,-3,-7,2.27,1.97,OF,goodwto01
404,Tom Gordon,33,CHC,NL,47,0,0,45.1,2,1,1,0,0,1.000,,,0.40,0.04,P,gordoto01
405,Mark Grace,37,ARI,NL,135,127,111,1111.0,1062,995,62,5,99,.995,5,6,8.56,7.83,1B,gracema01
406,Tony Graffanino,29,CHW,AL,63,28,25,339.1,162,56,99,7,17,.957,5,18,4.11,2.31,3B-2B-SS-OF-1B,graffto01
407,Danny Graves,27,CIN,NL,66,0,0,80.1,27,6,21,0,0,1.000,,,3.02,0.41,P,graveda01
408,Craig Grebeck,36,BOS,AL,23,12,6,118.2,48,16,32,0,4,1.000,0,-2,3.64,2.09,SS,grebecr01
409,Shawn Green,28,LAD,NL,160,160,149,1414.2,331,317,8,6,1,.982,4,4,2.07,2.03,OF-1B,greensh01
410,Steve Green,23,ANA,AL,1,1,0,6.0,1,0,1,0,1,1.000,,,1.50,1.00,P,greenst01
411,Todd Greene,30,NYY,AL,34,24,19,227.1,201,187,14,0,2,1.000,-5,-26,7.96,5.91,C,greento02
412,Rusty Greer,32,TEX,AL,60,59,54,503.0,131,124,2,5,0,.962,-6,-14,2.25,2.10,OF,greerru01
413,Ben Grieve,25,TBD,AL,120,118,100,1012.1,248,240,4,4,0,.984,-7,-8,2.17,2.03,OF,grievbe01
414,Ken Griffey Jr.,31,CIN,NL,90,90,73,757.0,199,195,1,3,0,.985,-10,-16,2.33,2.18,OF,griffke02
415,Jason Grilli,24,FLA,NL,6,5,0,26.2,4,1,3,0,0,1.000,,,1.35,0.67,P,grillja01
416,Jason Grimsley,33,KCR,AL,73,0,0,80.1,22,6,12,4,2,.818,,,2.02,0.25,P,grimsja01
417,Marquis Grissom,34,LAD,NL,123,101,98,938.0,233,227,6,0,2,1.000,-5,-7,2.24,1.89,OF,grissma02
418,Buddy Groom,35,BAL,AL,70,0,0,66.0,10,4,5,1,1,.900,,,1.23,0.13,P,groombu01
419,Mark Grudzielanek,31,LAD,NL,133,131,121,1159.1,614,245,359,10,75,.984,-2,-2,4.69,4.54,2B,grudzma01
420,Eddie Guardado,30,MIN,AL,67,0,0,66.2,9,3,6,0,0,1.000,,,1.22,0.13,P,guarded01
421,Vladimir Guerrero,26,MON,NL,158,158,142,1368.1,346,320,14,12,5,.965,7,6,2.20,2.11,OF,guerrvl01
422,Wilton Guerrero,26,CIN,NL,36,26,23,242.0,114,50,59,5,14,.956,-4,-20,4.05,2.95,SS-2B-3B-OF,guerrwi01
423,Carlos Guillen,25,SEA,AL,137,123,115,1120.0,510,187,313,10,75,.980,10,11,4.02,3.65,SS,guillca01
424,Jose Guillen,25,TBD,AL,36,35,34,306.2,96,86,7,3,3,.969,5,21,2.73,2.58,OF,guilljo01
425,Mike Gulan,30,FLA,NL,1,1,1,9.0,4,2,2,0,0,1.000,0,13,4.00,4.00,3B,gulanmi01
426,Mark Guthrie,35,OAK,AL,54,0,0,52.1,4,0,4,0,0,1.000,,,0.69,0.07,P,guthrma01
427,Ricky Gutierrez,31,CHC,NL,144,140,129,1224.1,549,173,360,16,67,.971,-4,-4,3.92,3.70,SS,gutieri01
428,Cristian Guzman,23,MIN,AL,118,115,107,1015.0,513,165,327,21,58,.959,8,9,4.36,4.17,SS,guzmacr01
429,Edwards Guzman,24,SFG,NL,43,19,10,214.0,149,127,19,3,4,.980,-2,-11,6.14,3.24,C-3B-1B-OF-2B,guzmaed01
430,Geraldo Guzman,28,ARI,NL,4,0,0,9.1,0,0,0,0,0,,,,0.00,0.00,P,guzmage01
431,Tony Gwynn,41,SDP,NL,17,16,4,103.0,19,17,2,0,0,1.000,-2,-27,1.66,1.12,OF,gwynnto01
432,Luther Hackman,26,STL,NL,35,0,0,35.2,6,1,5,0,0,1.000,,,1.51,0.17,P,hackmlu01
433,Jerry Hairston,25,BAL,AL,156,154,149,1343.1,803,326,458,19,93,.976,-4,-3,5.25,5.03,2B,hairsje02
434,John Halama,29,SEA,AL,31,17,0,110.1,31,9,21,1,0,.968,,,2.45,0.97,P,halamjo01
435,Toby Hall,25,TBD,AL,46,46,45,410.0,353,328,20,5,2,.986,1,3,7.64,7.57,C,hallto02
436,Roy Halladay,24,TOR,AL,17,16,1,105.1,23,7,16,0,0,1.000,,,1.97,1.35,P,hallaro01
