Rk,Name,Age,Tm,Lg,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,RF/9,RF/G,Pos Summary,Name-additional
218,Dennis Cook,37,NYM,NL,68,0,0,59.0,14,4,10,0,2,1.000,,,2.14,0.21,P,cookde01
219,Ron Coomer,33,MIN,AL,127,126,116,1102.2,1110,1023,82,5,104,.995,2,3,9.02,8.57,1B-3B,coomero01
220,Brian Cooper,25,ANA,AL,15,15,1,87.0,17,3,12,2,1,.882,,,1.55,1.00,P,coopebr01
221,Trace Coquillette,26,MON,NL,29,11,5,119.0,33,5,27,1,2,.970,1,5,2.42,1.10,3B-2B-OF,coquitr01
222,Alex Cora,24,LAD,NL,108,101,88,887.1,448,163,273,12,75,.973,-4,-6,4.42,4.00,SS-2B,coraal01
223,Francisco Cordero,25,TEX,AL,56,0,0,77.1,10,4,5,1,0,.900,,,1.05,0.16,P,cordefr01
224,Wil Cordero,28,TOT,ZZ,123,121,103,1062.0,196,189,5,2,0,.990,-17,-20,1.64,1.58,OF,cordewi01
225,Francisco Cordova,28,PIT,NL,18,17,0,95.0,29,6,20,3,1,.897,,,2.46,1.44,P,cordofr01
226,Marty Cordova,30,TOR,AL,41,38,30,347.1,57,55,1,1,1,.982,-9,-32,1.45,1.37,OF,cordoma01
227,Rheal Cormier,33,BOS,AL,64,0,0,68.1,15,1,14,0,0,1.000,,,1.98,0.23,P,cormirh01
228,Reid Cornelius,30,FLA,NL,22,21,0,125.0,34,8,26,0,3,1.000,,,2.45,1.55,P,cornere01
229,Craig Counsell,29,ARI,NL,47,33,27,320.1,139,38,95,6,20,.957,6,21,3.74,2.46,2B-3B-SS,counscr01
230,Steve Cox,25,TBD,AL,79,71,43,584.0,288,267,13,8,12,.972,-4,-8,4.32,3.50,OF-1B,coxst01
231,Tim Crabtree,30,TEX,AL,68,0,0,80.1,16,5,11,0,3,1.000,,,1.79,0.24,P,crabtti01
232,Paxton Crawford,22,BOS,AL,7,4,0,29.0,1,1,0,0,0,1.000,,,0.31,0.14,P,crawfpa02
233,Joe Crede,22,CHW,AL,6,2,2,31.0,15,5,9,1,1,.933,0,0,4.06,2.33,3B,credejo01
234,Doug Creek,31,TBD,AL,45,0,0,60.2,11,2,9,0,1,1.000,,,1.63,0.24,P,creekdo01
235,Felipe Crespo,27,SFG,NL,41,17,6,179.2,62,57,4,1,1,.984,0,-2,3.06,1.39,OF-1B-2B,crespfe01
236,Jack Cressend,25,MIN,AL,11,0,0,13.2,1,1,0,0,0,1.000,,,0.66,0.09,P,cressja01
237,D.T. Cromer,29,CIN,NL,13,5,3,59.2,55,50,3,2,8,.964,-2,-32,7.99,4.08,1B,cromed.01
238,Tripp Cromer,32,HOU,NL,4,0,0,8.1,3,0,2,1,0,.667,-1,-115,2.16,0.50,SS-3B-2B,crometr01
239,Rich Croushore,29,TOT,ZZ,11,0,0,16.0,1,0,1,0,0,1.000,,,0.56,0.09,P,crousri01
240,Deivi Cruz,27,DET,AL,156,154,145,1355.1,717,222,482,13,116,.982,4,3,4.67,4.51,SS,cruzde01
241,Ivan Cruz,32,PIT,NL,1,1,1,9.0,6,6,0,0,0,1.000,0,-40,6.00,6.00,1B,cruziv01
242,Jacob Cruz,27,CLE,AL,9,6,5,65.0,17,16,1,0,1,1.000,0,4,2.35,1.89,OF,cruzja01
243,José Cruz,26,TOR,AL,162,162,157,1423.1,417,405,9,3,1,.993,4,3,2.62,2.56,OF,cruzjo02
244,Nelson Cruz,27,DET,AL,27,0,0,41.0,7,1,6,0,1,1.000,,,1.54,0.26,P,cruzne01
245,Darwin Cubillan,27,TOT,AL,20,0,0,33.1,6,2,4,0,1,1.000,,,1.62,0.30,P,cubilda01
246,Midre Cummings,28,TOT,AL,44,27,21,258.2,69,65,4,0,2,1.000,1,6,2.40,1.57,OF,cummimi01
247,Will Cunnane,26,SDP,NL,27,3,0,38.1,8,4,4,0,0,1.000,,,1.88,0.30,P,cunnawi01
248,Chad Curtis,31,TEX,AL,80,69,48,596.0,144,135,4,5,0,.965,-4,-7,2.10,1.74,OF,curtich01
249,Jeff D'Amico,24,MIL,NL,23,23,1,162.1,22,9,13,0,1,1.000,,,1.22,0.96,P,d'amije01
250,Jeff D'Amico,25,KCR,AL,7,1,0,13.2,2,1,1,0,0,1.000,,,1.32,0.29,P,d'amije02
251,Omar Daal,28,TOT,NL,32,28,0,167.0,43,8,31,4,1,.907,,,2.10,1.22,P,daalom01
252,Johnny Damon,26,KCR,AL,133,132,120,1149.2,345,334,6,5,1,.986,6,6,2.66,2.56,OF,damonjo01
253,Vic Darensbourg,29,FLA,NL,56,0,0,62.0,18,6,12,0,1,1.000,,,2.61,0.32,P,darenvi01
254,Mike Darr,24,SDP,NL,57,52,27,472.1,131,124,7,0,1,1.000,8,19,2.50,2.30,OF,darrmi02
255,Brian Daubach,28,BOS,AL,92,87,56,733.2,717,662,52,3,49,.996,5,9,8.76,7.76,1B-OF-3B,daubabr01
256,Tom Davey,26,SDP,NL,11,0,0,12.2,5,1,4,0,0,1.000,,,3.55,0.45,P,daveyto01
257,Ben Davis,23,SDP,NL,38,34,30,303.2,254,236,17,1,2,.996,-2,-8,7.50,6.66,C,davisbe01
258,Doug Davis,24,TEX,AL,30,13,1,98.2,21,3,17,1,0,.952,,,1.82,0.67,P,davisdo02
259,Eric Davis,38,STL,NL,69,61,35,493.0,125,120,1,4,0,.968,2,4,2.21,1.75,OF,daviser01
260,Kane Davis,25,TOT,ZZ,8,2,0,15.0,4,1,3,0,0,1.000,,,2.40,0.50,P,daviska01
261,Russ Davis,30,SFG,NL,49,37,15,307.0,86,37,43,6,7,.930,-7,-27,2.35,1.63,3B-1B,davisru01
262,Travis Dawkins,21,CIN,NL,14,12,8,103.0,57,21,34,2,13,.965,1,8,4.81,3.93,SS,dawkitr01
263,Tomas de la Rosa,22,MON,NL,29,17,12,171.1,100,40,58,2,7,.980,-1,-9,5.15,3.38,SS,delarto01
264,Valerio De Los Santos,27,MIL,NL,66,2,0,73.2,12,4,8,0,1,1.000,,,1.47,0.18,P,delosva01
265,Kory DeHaan,23,SDP,NL,60,14,10,216.0,53,50,3,0,1,1.000,6,33,2.21,0.88,OF,dehaako01
266,Mike DeJean,29,COL,NL,54,0,0,53.1,10,2,8,0,1,1.000,,,1.69,0.19,P,dejeami01
267,Miguel Del Toro,28,SFG,NL,9,1,0,17.1,3,0,3,0,0,1.000,,,1.56,0.33,P,deltomi01
268,Carlos Delgado,28,TOR,AL,162,162,158,1429.1,1511,1416,82,13,157,.991,-9,-8,9.43,9.25,1B,delgaca01
269,Wilson Delgado,27,TOT,AL,61,33,23,328.1,199,61,134,4,28,.980,6,23,5.35,3.05,2B-SS-3B,delgawi01
270,David Dellucci,26,ARI,NL,12,8,2,61.2,15,15,0,0,0,1.000,0,0,2.19,1.25,OF,delluda01
271,Ryan Dempster,23,FLA,NL,33,33,2,226.1,44,11,29,4,2,.909,,,1.59,1.21,P,dempsry01
272,Sean DePaula,26,CLE,AL,13,0,0,16.2,6,4,2,0,0,1.000,,,3.24,0.46,P,depause01
273,Mark DeRosa,25,ATL,NL,10,4,2,36.1,13,6,7,0,2,1.000,-1,-40,3.22,1.30,SS,derosma01
274,Delino DeShields,31,BAL,AL,137,133,118,1152.0,517,247,257,13,47,.975,-7,-7,3.94,3.68,2B-OF,deshide01
275,Elmer Dessens,29,CIN,NL,40,16,1,147.1,36,10,26,0,3,1.000,,,2.20,0.90,P,desseel01
276,Matt DeWitt,22,TOR,AL,8,0,0,13.2,3,2,1,0,0,1.000,,,1.98,0.38,P,dewitma01
277,Einar Díaz,27,CLE,AL,75,69,67,628.2,631,579,48,4,4,.994,2,4,8.98,8.36,C-3B,diazei01
278,Jason Dickson,27,ANA,AL,6,6,0,28.0,5,3,2,0,0,1.000,,,1.61,0.83,P,dicksja01
279,Mike Difelice,31,TBD,AL,59,57,53,496.2,394,351,35,8,6,.980,-1,-2,6.99,6.54,C,difelmi01
280,Craig Dingman,26,NYY,AL,10,0,0,11.0,0,0,0,0,0,,,,0.00,0.00,P,dingmcr01
281,Jerry Dipoto,32,COL,NL,17,0,0,13.2,2,0,2,0,0,1.000,,,1.32,0.12,P,dipotje01
282,Gary Disarcina,32,ANA,AL,12,12,7,99.0,76,24,47,5,12,.934,2,23,6.45,5.92,SS,disarga01
283,Chris Donnels,34,LAD,NL,11,6,2,58.0,31,29,1,1,2,.968,0,-6,4.66,2.31,OF-1B-3B-2B,donnech01
284,Octavio Dotel,26,HOU,NL,50,16,0,125.0,19,4,14,1,1,.947,,,1.30,0.36,P,doteloc01
285,Scott Downs,24,TOT,NL,19,19,0,97.0,14,3,11,0,1,1.000,,,1.30,0.74,P,downssc01
286,Kelly Dransfeldt,25,TEX,AL,15,6,4,67.1,42,13,29,0,8,1.000,3,48,5.61,2.63,SS-2B,dranske01
287,Darren Dreifort,28,LAD,NL,32,32,1,192.2,56,19,36,1,2,.982,,,2.57,1.72,P,dreifda01
288,J.D. Drew,24,STL,NL,127,108,79,988.1,263,248,6,9,2,.966,10,13,2.31,2.00,OF,drewj.01
289,Tim Drew,21,CLE,AL,3,3,0,9.0,5,1,3,1,0,.800,,,4.00,1.33,P,drewti01
290,Rob Ducey,35,TOT,ZZ,36,23,14,214.1,56,51,1,4,0,.929,0,-2,2.18,1.44,OF,duceyro01
291,Shawon Dunston,37,STL,NL,71,42,21,383.2,122,110,10,2,6,.984,4,12,2.81,1.56,OF-SS-1B-3B,dunstsh01
292,Todd Dunwoody,25,KCR,AL,40,31,29,300.0,83,81,0,2,0,.976,-2,-8,2.43,2.03,OF,dunwoto01
293,Erubiel Durazo,26,ARI,NL,60,56,37,471.2,450,422,23,5,36,.989,-2,-6,8.49,7.42,1B,durazer01
294,Chad Durbin,22,KCR,AL,16,16,0,72.1,16,8,7,1,2,.938,,,1.87,0.94,P,durbich01
295,Ray Durham,28,CHW,AL,151,149,139,1303.1,733,299,419,15,126,.980,-2,-2,4.96,4.75,2B,durhara01
296,Trent Durrington,24,ANA,AL,1,1,1,9.0,3,1,2,0,0,1.000,-1,-93,3.00,3.00,2B,durritr01
297,Mike Duvall,25,TBD,AL,2,0,0,2.1,1,0,1,0,0,1.000,,,3.86,0.50,P,duvalmi01
298,Jermaine Dye,26,KCR,AL,146,145,137,1260.1,295,277,11,7,3,.976,0,0,2.06,1.97,OF,dyeje01
299,Damion Easley,30,DET,AL,125,124,105,1070.0,615,198,411,6,98,.990,20,23,5.12,4.87,2B,easleda01
300,Adam Eaton,22,SDP,NL,22,22,0,135.0,26,7,18,1,2,.962,,,1.67,1.14,P,eatonad01
301,Angel Echevarria,29,TOT,NL,17,4,2,64.1,36,32,4,0,5,1.000,0,7,5.04,2.12,1B-OF,echevan01
302,Jim Edmonds,30,STL,NL,149,144,125,1252.2,410,392,14,4,8,.990,2,2,2.92,2.67,OF-1B,edmonji01
303,Dave Eiland,33,TBD,AL,17,10,0,54.2,21,6,15,0,0,1.000,,,3.46,1.24,P,eilanda01
304,Darrell Einertson,27,NYY,AL,11,0,0,12.2,2,0,2,0,0,1.000,,,1.42,0.18,P,einerda01
305,Scott Elarton,24,HOU,NL,30,30,2,192.2,35,14,21,0,4,1.000,,,1.63,1.17,P,elartsc01
306,Cal Eldred,32,CHW,AL,20,20,2,112.0,21,8,13,0,2,1.000,,,1.69,1.05,P,eldreca01
307,Kevin Elster,35,LAD,NL,64,59,50,521.2,229,66,149,14,25,.939,-7,-15,3.71,3.36,SS-3B-1B,elsteke01
308,Alan Embree,30,SFG,NL,63,0,0,60.0,9,0,9,0,3,1.000,,,1.35,0.14,P,embreal01
309,Juan Encarnacion,24,DET,AL,141,138,130,1212.2,371,363,3,5,2,.987,-8,-8,2.72,2.60,OF,encarju01
310,Trevor Enders,25,TBD,AL,9,0,0,9.1,4,2,2,0,0,1.000,,,3.86,0.44,P,endertr01
311,Morgan Ensberg,24,HOU,NL,1,1,1,9.0,3,1,1,1,0,.667,-1,-80,2.00,2.00,3B,ensbemo01
312,Todd Erdos,26,TOT,ZZ,36,0,0,54.2,7,2,5,0,0,1.000,,,1.15,0.19,P,erdosto01
313,Scott Erickson,32,BAL,AL,16,16,1,92.2,15,7,5,3,0,.800,,,1.17,0.75,P,ericksc01
314,Darin Erstad,26,ANA,AL,136,136,117,1190.2,367,355,9,3,2,.992,29,29,2.75,2.62,OF-1B,erstada01
315,Kelvim Escobar,24,TOR,AL,43,24,3,180.0,27,11,15,1,1,.963,,,1.30,0.60,P,escobke01
316,Bobby Estalella,25,SFG,NL,106,89,78,791.1,708,654,49,5,14,.993,-1,-2,8.00,6.63,C,estalbo02
317,Shawn Estes,27,SFG,NL,30,30,4,190.1,56,11,43,2,7,.964,,,2.55,1.80,P,estessh01
318,Horacio Estrada,24,MIL,NL,7,4,0,24.1,8,1,6,1,0,.875,,,2.59,1.00,P,estraho01
319,Leo Estrella,25,TOR,AL,2,0,0,4.2,1,0,1,0,0,1.000,,,1.93,0.50,P,estrele01
320,Seth Etherton,23,ANA,AL,11,11,0,60.1,12,1,11,0,1,1.000,,,1.79,1.09,P,etherse01
321,Tony Eusebio,33,HOU,NL,68,61,49,536.2,433,411,17,5,2,.988,-4,-9,7.18,6.29,C,eusebto01
322,Tom Evans,25,TEX,AL,22,17,14,156.1,58,13,40,5,5,.914,0,-2,3.05,2.41,3B-1B,evansto01
323,Carl Everett,29,BOS,AL,126,122,112,1063.2,293,276,11,6,4,.980,2,2,2.43,2.28,OF,evereca01
324,Scott Eyre,28,CHW,AL,13,1,0,19.0,3,0,3,0,0,1.000,,,1.42,0.23,P,eyresc01
325,Jorge Fabregas,30,KCR,AL,39,36,32,328.1,242,219,21,2,2,.992,1,4,6.58,6.15,C,fabrejo01
326,Kyle Farnsworth,24,CHC,NL,46,5,0,77.0,12,4,6,2,1,.833,,,1.17,0.22,P,farnsky01
327,Sal Fasano,28,OAK,AL,52,41,17,353.2,258,231,22,5,2,.981,1,3,6.44,4.87,C,fasansa01
328,Jeff Fassero,37,BOS,AL,38,23,0,130.0,30,11,18,1,3,.967,,,2.01,0.76,P,fasseje01
329,Carlos Febles,24,KCR,AL,99,93,83,821.2,460,165,285,10,76,.978,6,9,4.93,4.55,2B,febleca01
330,Pedro Feliz,25,SFG,NL,4,0,0,8.0,0,0,0,0,0,,0,-30,0.00,0.00,3B,felizpe01
331,Alex Fernandez,30,FLA,NL,8,8,0,52.1,14,6,8,0,1,1.000,,,2.41,1.75,P,fernaal01
332,Osvaldo Fernandez,33,CIN,NL,15,14,1,79.2,18,6,10,2,3,.889,,,1.81,1.07,P,fernaos01
333,Mike Fetters,35,LAD,NL,51,0,0,50.0,14,7,7,0,2,1.000,,,2.52,0.27,P,fettemi01
334,Robert Fick,26,DET,AL,49,30,25,292.2,298,272,21,5,20,.983,0,2,9.01,5.86,1B-C,fickro01
335,Nelson Figueroa,26,ARI,NL,3,3,0,15.2,3,1,2,0,0,1.000,,,1.72,1.00,P,figuene01
336,Chuck Finley,37,CLE,AL,34,34,3,218.0,35,11,20,4,1,.886,,,1.28,0.91,P,finlech01
337,Steve Finley,35,ARI,NL,148,145,136,1283.2,355,342,10,3,2,.992,-3,-3,2.47,2.38,OF,finlest01
338,Tony Fiore,28,TBD,AL,11,0,0,15.0,2,1,1,0,0,1.000,,,1.20,0.18,P,fioreto01
339,John Flaherty,32,TBD,AL,108,101,98,908.2,667,611,51,5,9,.993,-2,-3,6.56,6.13,C,flahejo01
340,Darrin Fletcher,33,TOR,AL,117,103,94,909.2,664,621,39,4,7,.994,-2,-3,6.53,5.64,C,fletcda01
341,Bryce Florie,30,BOS,AL,29,0,0,49.1,19,7,12,0,1,1.000,,,3.47,0.66,P,floribr01
342,Cliff Floyd,27,FLA,NL,108,107,76,889.2,184,168,7,9,0,.951,-7,-9,1.77,1.62,OF,floydcl01
343,Ben Ford,24,NYY,AL,4,2,0,11.0,1,0,1,0,0,1.000,,,0.82,0.25,P,fordbe01
344,Brook Fordyce,30,TOT,AL,92,80,75,731.1,601,564,33,4,4,.993,-3,-5,7.35,6.49,C,fordybr01
345,Scott Forster,28,MON,NL,42,0,0,32.0,8,3,5,0,0,1.000,,,2.25,0.19,P,forstsc01
346,Keith Foulke,27,CHW,AL,72,0,0,88.0,10,7,3,0,1,1.000,,,1.02,0.14,P,foulkke01
347,Andy Fox,29,TOT,NL,79,59,47,549.2,229,72,144,13,23,.943,-2,-3,3.54,2.45,SS-3B-OF-2B-1B,foxan01
348,John Franco,39,NYM,NL,62,0,0,55.2,10,1,8,1,0,.900,,,1.46,0.15,P,francjo01
349,Matt Franco,30,NYM,NL,52,16,12,207.2,130,100,26,4,10,.969,0,-1,5.46,2.33,1B-3B-OF-2B,francma01
350,Wayne Franklin,26,HOU,NL,25,0,0,21.1,2,1,1,0,0,1.000,,,0.84,0.08,P,frankwa01
351,John Frascatore,30,TOR,AL,60,0,0,73.0,13,7,5,1,2,.923,,,1.48,0.20,P,frascjo01
352,Hanley Frias,26,ARI,NL,39,19,16,208.0,93,29,59,5,16,.946,0,-1,3.81,2.05,SS-2B-3B,friasha01
353,Jeff Frye,33,TOT,MLB,91,72,61,680.0,338,153,182,3,36,.991,2,3,4.43,3.42,2B-OF-3B,fryeje01
354,Travis Fryman,31,CLE,AL,154,153,145,1349.1,367,83,276,8,21,.978,0,0,2.39,2.32,3B-1B,frymatr01
355,Brad Fullmer,25,TOR,AL,1,0,0,2.0,3,2,1,0,0,1.000,0,180,13.50,3.00,1B,fullmbr01
356,Aaron Fultz,26,SFG,NL,58,0,0,69.1,22,5,17,0,2,1.000,,,2.86,0.38,P,fultzaa01
357,Rafael Furcal,22,ATL,NL,129,118,101,1062.1,578,192,362,24,72,.958,6,7,4.69,3.93,SS-2B,furcara02
358,Chris Fussell,24,KCR,AL,20,9,0,70.0,14,9,4,1,0,.929,,,1.67,0.65,P,fussech01
359,Mike Fyhrie,30,ANA,AL,32,0,0,52.2,7,1,6,0,0,1.000,,,1.20,0.22,P,fyhrimi01
360,Eric Gagne,24,LAD,NL,20,19,0,101.1,14,6,8,0,1,1.000,,,1.24,0.70,P,gagneer01
361,Andres Galarraga,39,ATL,NL,132,122,106,1078.0,1180,1105,61,14,98,.988,-9,-10,9.73,8.83,1B,galaran01
362,Ron Gant,35,TOT,ZZ,105,98,82,858.2,229,217,5,7,1,.969,11,15,2.33,2.11,OF,gantro01
363,Rich Garces,29,BOS,AL,64,0,0,74.2,11,5,6,0,0,1.000,,,1.33,0.17,P,garceri01
364,Freddy Garcia,23,SEA,AL,21,20,0,124.1,27,5,19,3,1,.889,,,1.74,1.14,P,garcifr03
365,Jesse Garcia,26,BAL,AL,11,4,3,50.0,31,9,22,0,5,1.000,2,58,5.58,2.82,2B-SS,garcije01
366,Karim Garcia,24,TOT,AL,9,5,3,51.0,10,10,0,0,0,1.000,-1,-14,1.76,1.11,OF,garcika01
367,Mike Garcia,32,PIT,NL,13,0,0,11.1,1,0,1,0,0,1.000,,,0.79,0.08,P,garcimi03
368,Nomar Garciaparra,26,BOS,AL,136,135,121,1185.0,621,201,402,18,65,.971,9,9,4.58,4.43,SS,garcino01
369,Mark Gardner,38,SFG,NL,30,20,0,149.0,16,5,10,1,1,.938,,,0.91,0.50,P,gardnma01
370,Daniel Garibay,27,CHC,NL,30,8,0,74.2,27,8,19,0,0,1.000,,,3.25,0.90,P,garibda01
371,Jon Garland,20,CHW,AL,15,13,0,69.2,14,2,10,2,0,.857,,,1.55,0.80,P,garlajo01
372,Jason Giambi,29,OAK,AL,124,124,106,1064.1,1226,1161,59,6,114,.995,-4,-5,10.32,9.84,1B,giambja01
373,Jeremy Giambi,25,OAK,AL,66,50,35,441.2,147,136,8,3,5,.980,-4,-11,2.93,2.06,OF-1B,giambje01
374,Benji Gil,27,ANA,AL,102,90,71,791.1,461,164,279,18,69,.961,5,8,5.04,4.26,SS-2B-1B,gilbe01
375,Shawn Gilbert,35,LAD,NL,14,5,3,49.0,17,15,1,1,1,.941,0,-5,2.94,1.14,OF,gilbesh01
376,Brian Giles,29,PIT,NL,155,154,137,1351.2,336,316,14,6,1,.982,-3,-2,2.20,2.13,OF,gilesbr02
377,Bernard Gilkey,33,TOT,ZZ,39,29,16,263.2,67,65,2,0,0,1.000,3,12,2.29,1.72,OF,gilkebe01
378,Keith Ginter,24,HOU,NL,2,2,2,18.0,9,4,5,0,2,1.000,-1,-33,4.50,4.50,2B,ginteke01
379,Matt Ginter,22,CHW,AL,7,0,0,9.1,1,0,1,0,0,1.000,,,0.96,0.14,P,gintema01
380,Charles Gipson,27,SEA,AL,55,5,3,133.2,35,23,12,0,1,1.000,1,6,2.36,0.60,OF-3B-SS,gipsoch01
381,Joe Girardi,35,CHC,NL,103,97,88,873.0,754,706,43,5,5,.993,6,8,7.72,7.27,C,girarjo01
382,Doug Glanville,29,PHI,NL,150,145,138,1275.1,393,380,9,4,4,.990,2,2,2.75,2.59,OF,glanvdo01
383,Keith Glauber,28,CIN,NL,4,0,0,7.1,1,1,0,0,1,1.000,,,1.23,0.25,P,glaubke01
384,Troy Glaus,23,ANA,AL,156,155,147,1382.0,498,112,353,33,34,.934,17,14,3.03,2.87,3B-SS,glaustr01
385,Tom Glavine,34,ATL,NL,35,35,4,241.0,52,11,41,0,5,1.000,,,1.94,1.49,P,glavito02
386,Ross Gload,24,CHC,NL,10,7,2,53.2,15,15,0,0,2,1.000,-2,-42,2.52,1.50,OF-1B,gloadro01
387,Ryan Glynn,25,TEX,AL,16,16,0,88.2,21,9,12,0,1,1.000,,,2.13,1.31,P,glynnry01
388,Wayne Gomes,27,PHI,NL,65,0,0,73.2,9,2,6,1,0,.889,,,0.98,0.12,P,gomeswa01
389,Chris Gomez,29,SDP,NL,20,13,9,125.2,75,27,43,5,12,.933,-2,-14,5.01,3.50,SS-2B,gomezch02
390,Alex Gonzalez,27,TOR,AL,141,140,134,1225.1,636,213,407,16,100,.975,-12,-12,4.55,4.40,SS,gonzaal01
391,Alex Gonzalez,23,FLA,NL,104,98,87,855.2,446,139,288,19,63,.957,-4,-6,4.49,4.11,SS,gonzaal02
392,Juan Gonzalez,30,DET,AL,66,66,54,544.0,121,118,2,1,1,.992,1,2,1.99,1.82,OF,gonzaju03
393,Luis Gonzalez,32,ARI,NL,162,162,153,1430.2,300,293,4,3,1,.990,5,4,1.87,1.83,OF,gonzalu01
394,Raul Gonzalez,26,CHC,NL,2,0,0,3.0,0,0,0,0,0,,0,-120,0.00,0.00,OF,gonzara01
395,Wiki Gonzalez,26,SDP,NL,87,72,64,680.2,572,525,42,5,13,.991,3,5,7.50,6.52,C,gonzawi01
396,Dwight Gooden,35,TOT,ZZ,27,14,0,105.0,22,4,17,1,3,.955,,,1.80,0.78,P,goodedw01
397,Tom Goodwin,31,TOT,NL,143,126,120,1138.0,354,346,5,3,3,.992,13,14,2.78,2.45,OF,goodwto01
398,Mark Grace,36,CHC,NL,140,136,127,1216.1,1205,1098,103,4,99,.997,12,12,8.89,8.58,1B,gracema01
399,Tony Graffanino,28,TOT,AL,59,39,30,385.2,222,75,141,6,34,.973,6,18,5.04,3.48,2B-SS-3B,graffto01
400,Danny Graves,26,CIN,NL,66,0,0,91.1,30,5,24,1,4,.967,,,2.86,0.44,P,graveda01
401,Craig Grebeck,35,TOR,AL,63,60,53,527.0,312,110,193,9,38,.971,-4,-8,5.17,4.73,2B-SS,grebecr01
402,Jason Green,25,HOU,NL,14,0,0,17.2,4,0,2,2,0,.500,,,1.02,0.14,P,greenja01
403,Scarborough Green,26,TEX,AL,65,30,25,317.0,110,102,8,0,1,1.000,0,-2,3.12,1.69,OF,greensc01
404,Shawn Green,27,LAD,NL,161,161,154,1426.0,295,280,9,6,3,.980,-1,-1,1.82,1.80,OF,greensh01
405,Charlie Greene,29,TOR,AL,3,2,1,19.0,13,13,0,0,0,1.000,0,0,6.16,4.33,C,greench02
406,Todd Greene,29,TOR,AL,3,0,0,5.0,2,2,0,0,0,1.000,0,0,3.60,0.67,C-OF,greento02
407,Willie Greene,28,CHC,NL,90,77,54,686.0,211,46,158,7,18,.967,8,14,2.68,2.27,3B,greenwi01
408,Rusty Greer,31,TEX,AL,97,96,89,836.0,200,194,3,3,0,.985,-6,-9,2.12,2.03,OF,greerru01
409,Ben Grieve,24,OAK,AL,144,144,70,1161.1,246,237,6,3,0,.988,-7,-7,1.88,1.69,OF,grievbe01
410,Ken Griffey Jr.,30,CIN,NL,141,141,126,1227.1,389,375,9,5,3,.987,11,11,2.82,2.72,OF,griffke02
411,Jason Grilli,23,FLA,NL,1,1,0,6.2,1,0,1,0,0,1.000,,,1.35,1.00,P,grillja01
412,Jason Grimsley,32,NYY,AL,63,4,0,96.1,24,11,11,2,4,.917,,,2.06,0.35,P,grimsja01
413,Marquis Grissom,33,MIL,NL,142,141,133,1258.2,358,352,3,3,1,.992,-6,-5,2.54,2.50,OF,grissma02
414,Buddy Groom,34,BAL,AL,70,0,0,59.1,14,2,10,2,1,.857,,,1.82,0.17,P,groombu01
415,Kip Gross,35,HOU,NL,2,1,0,4.1,1,0,0,1,0,.000,,,0.00,0.00,P,grosski01
416,Mark Grudzielanek,30,LAD,NL,148,146,138,1292.2,721,288,416,17,98,.976,-3,-3,4.90,4.72,2B-SS,grudzma01
417,Eddie Guardado,29,MIN,AL,70,0,0,61.2,3,0,3,0,0,1.000,,,0.44,0.04,P,guarded01
418,Vladimir Guerrero,25,MON,NL,151,151,119,1268.0,321,299,12,10,3,.969,4,3,2.21,2.06,OF,guerrvl01
419,Wilton Guerrero,25,MON,NL,76,53,26,447.2,123,115,4,4,1,.967,-1,-1,2.39,1.57,OF-2B,guerrwi01
420,Carlos Guillen,24,SEA,AL,86,78,66,699.1,266,85,160,21,21,.921,-2,-3,3.15,2.69,3B-SS,guillca01
421,Jose Guillen,24,TBD,AL,99,79,78,743.2,180,169,7,4,3,.978,1,1,2.13,1.78,OF,guilljo01
422,Ozzie Guillen,36,TBD,AL,57,27,17,274.2,135,40,90,5,14,.963,7,31,4.26,2.17,SS-3B-1B-2B,guilloz01
423,Eric Gunderson,34,TOR,AL,6,0,0,6.1,3,0,2,1,0,.667,,,2.84,0.33,P,gundeer01
424,Mark Guthrie,34,TOT,ZZ,76,0,0,71.1,10,1,9,0,0,1.000,,,1.26,0.13,P,guthrma01
425,Ricky Gutierrez,30,CHC,NL,121,118,103,1018.1,487,190,290,7,60,.986,-12,-15,4.24,3.97,SS,gutieri01
426,Cristian Guzman,22,MIN,AL,151,148,144,1307.0,663,228,413,22,96,.967,-4,-4,4.41,4.25,SS,guzmacr01
427,Domingo Guzman,25,SDP,NL,1,0,0,1.0,0,0,0,0,0,,,,0.00,0.00,P,guzmado01
428,Geraldo Guzman,27,ARI,NL,13,10,0,60.1,3,0,3,0,0,1.000,,,0.45,0.23,P,guzmage01
429,Juan Guzman,33,TBD,AL,1,1,0,1.2,0,0,0,0,0,,,,0.00,0.00,P,guzmaju01
430,Tony Gwynn,40,SDP,NL,26,26,13,201.2,32,31,1,0,0,1.000,-2,-9,1.43,1.23,OF,gwynnto01
431,Luther Hackman,25,STL,NL,1,0,0,2.2,1,0,1,0,0,1.000,,,3.38,1.00,P,hackmlu01
432,Jerry Hairston,24,BAL,AL,49,49,47,433.0,262,101,156,5,45,.981,5,14,5.34,5.24,2B,hairsje02
433,John Halama,28,SEA,AL,30,30,1,166.2,34,4,27,3,3,.912,,,1.67,1.03,P,halamjo01
434,Toby Hall,24,TBD,AL,4,3,0,26.0,21,19,2,0,0,1.000,0,0,7.27,5.25,C,hallto02
435,Roy Halladay,23,TOR,AL,19,13,0,67.2,11,4,7,0,0,1.000,,,1.46,0.58,P,hallaro01
