Rk,Name,Age,Tm,Lg,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,Rdrs,Rdrs/yr,Rgood,RF/9,RF/G,Pos Summary,Name-additional
195,Raul Chavez,33,BAL,AL,15,8,7,75.0,66,60,5,1,1,.985,1,16,2,37,1,7.80,4.33,C,chavera01
196,Bruce Chen,29,BAL,AL,40,12,0,98.2,18,6,12,0,0,1.000,,,1,2,0,1.64,0.45,P,chenbr01
197,Travis Chick,22,SEA,AL,3,0,0,5.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P,chicktr01
198,Jason Childers,31,TBD,AL,5,0,0,7.2,3,1,1,1,0,.667,,,0,0,0,2.35,0.40,P,childja01
199,Randy Choate,30,ARI,NL,30,0,0,16.0,5,0,5,0,1,1.000,,,1,13,0,2.81,0.17,P,choatra01
200,Shin-Soo Choo,23,TOT,AL,43,42,41,370.1,103,97,3,3,1,.971,10,32,12,38,2,2.43,2.33,OF,choosh01
201,Vinnie Chulk,27,TOT,ZZ,48,0,0,46.1,8,3,5,0,0,1.000,,,-2,-52,0,1.55,0.17,P,chulkvi01
202,Ryan Church,27,WSN,NL,62,52,40,470.2,148,144,2,2,1,.986,0,0,-4,-10,0,2.79,2.35,OF,churcry01
203,Alex Cintron,27,CHW,AL,73,64,54,585.2,282,101,173,8,29,.972,1,2,-14,-28,-1,4.21,3.51,SS-2B-3B,cintral01
204,Jeff Cirillo,36,MIL,NL,65,52,44,483.0,266,161,103,2,23,.992,8,21,2,5,1,4.92,3.77,3B-1B-2B-SS,cirilje01
205,Brady Clark,33,MIL,NL,119,106,94,936.0,263,257,2,4,0,.985,2,2,4,5,-2,2.49,2.18,OF,clarkbr02
206,Doug Clark,30,OAK,AL,1,0,0,0.1,0,0,0,0,0,,0,0,0,0,,0.00,0.00,OF,clarkdo01
207,Howie Clark,32,BAL,AL,1,0,0,2.0,0,0,0,0,0,,0,0,0,0,,0.00,0.00,3B,clarkho02
208,Tony Clark,34,ARI,NL,53,23,23,256.1,297,274,21,2,27,.993,-2,-7,-4,-18,0,10.36,5.57,1B,clarkto02
209,Brandon Claussen,27,CIN,NL,14,14,0,77.0,21,7,14,0,2,1.000,,,-1,-3,0,2.45,1.50,P,clausbr01
210,Royce Clayton,36,TOT,NL,129,121,106,1055.0,528,170,340,18,54,.966,-8,-9,-10,-11,1,4.35,3.95,SS,claytro01
211,Roger Clemens,43,HOU,NL,19,19,0,113.1,20,4,15,1,3,.950,,,-1,-2,0,1.51,1.00,P,clemero02
212,Matt Clement,31,BOS,AL,12,12,0,65.1,10,6,4,0,0,1.000,,,-2,-6,0,1.38,0.83,P,clemema01
213,Brent Clevlen,22,DET,AL,29,9,3,110.0,32,29,3,0,1,1.000,1,5,0,0,0,2.62,1.10,OF,clevlbr01
214,JD Closser,26,COL,NL,29,27,26,239.2,188,173,13,2,3,.989,2,10,2,12,1,6.98,6.41,C,clossjd01
215,Buck Coats,24,CHC,NL,4,1,1,12.1,3,3,0,0,0,1.000,0,-19,2,200,0,2.19,0.75,OF,coatsbu01
216,Todd Coffey,25,CIN,NL,81,0,0,78.0,9,2,7,0,0,1.000,,,0,0,0,1.04,0.11,P,coffeto01
217,Alvin Colina,24,COL,NL,1,1,1,9.0,8,8,0,0,0,1.000,0,0,0,0,0,8.00,8.00,C,colinal01
218,Jesus Colome,28,TBD,AL,1,0,0,0.1,0,0,0,0,0,,,,0,0,,0.00,0.00,P,colomje01
219,Bartolo Colon,33,LAA,AL,10,10,1,56.1,12,4,7,1,0,.917,,,1,4,0,1.76,1.10,P,colonba01
220,Roman Colon,26,DET,AL,20,1,0,38.2,6,2,4,0,0,1.000,,,2,10,0,1.40,0.30,P,colonro01
221,Clay Condrey,30,PHI,NL,21,0,0,28.2,6,2,4,0,0,1.000,,,1,7,0,1.88,0.29,P,condrcl01
222,Jeff Conine,40,TOT,MLB,136,121,83,1078.1,582,543,35,4,48,.993,-1,-1,-6,-6,0,4.82,3.68,OF-1B-3B,coninje01
223,José Contreras,34,CHW,AL,30,30,1,196.0,31,8,21,2,1,.935,,,-2,-2,0,1.33,0.97,P,contrjo01
224,Aaron Cook,27,COL,NL,32,32,0,212.2,69,22,45,2,4,.971,,,3,3,0,2.84,2.09,P,cookaa01
225,Alex Cora,30,BOS,AL,91,61,56,580.0,292,87,198,7,55,.976,-6,-12,2,5,0,4.42,3.10,SS-2B-3B,coraal01
226,Roy Corcoran,26,WSN,NL,6,0,0,5.2,1,0,1,0,0,1.000,,,0,0,0,1.59,0.17,P,corcoro01
227,Tim Corcoran,28,TBD,AL,21,16,0,90.1,17,7,10,0,1,1.000,,,0,0,0,1.69,0.81,P,corcoti02
228,Chad Cordero,24,WSN,NL,68,0,0,73.1,14,2,11,1,0,.929,,,1,3,0,1.60,0.19,P,cordech01
229,Francisco Cordero,31,TOT,ZZ,77,0,0,75.1,11,5,6,0,1,1.000,,,1,16,0,1.31,0.14,P,cordefr01
230,Bryan Corey,32,TOT,AL,32,0,0,39.0,7,1,5,1,0,.857,,,1,30,0,1.38,0.19,P,coreybr01
231,Lance Cormier,25,ATL,NL,29,9,0,73.2,11,3,8,0,0,1.000,,,-1,-3,0,1.34,0.38,P,cormila01
232,Rheal Cormier,39,TOT,NL,64,0,0,48.0,20,7,13,0,2,1.000,,,2,50,0,3.75,0.31,P,cormirh01
233,Manny Corpas,23,COL,NL,35,0,0,32.1,4,1,3,0,0,1.000,,,0,0,0,1.11,0.11,P,corpama01
234,Kevin Correia,25,SFG,NL,48,0,0,69.2,6,3,3,0,0,1.000,,,0,0,0,0.78,0.13,P,correke01
235,David Cortes,32,COL,NL,30,0,0,29.1,6,1,5,0,0,1.000,,,0,0,0,1.84,0.20,P,corteda01
236,Shane Costa,24,KCR,AL,65,57,50,508.0,148,142,0,6,0,.959,-1,-2,-2,-4,-2,2.52,2.18,OF,costash01
237,Chris Coste,33,PHI,NL,56,46,43,438.2,347,331,12,4,1,.988,-2,-5,-5,-13,-1,7.04,6.13,C-1B,costech01
238,Humberto Cota,27,PIT,NL,33,29,23,242.1,195,179,16,0,1,1.000,0,0,-1,-3,1,7.24,5.91,C,cotahu01
239,Neal Cotts,26,CHW,AL,70,0,0,54.0,13,4,9,0,1,1.000,,,1,4,-1,2.17,0.19,P,cottsne01
240,Craig Counsell,35,ARI,NL,94,87,77,775.2,452,134,309,9,75,.980,16,24,23,36,1,5.14,4.57,SS-3B-2B,counscr01
241,Jesse Crain,24,MIN,AL,68,0,0,76.2,17,8,8,1,0,.941,,,0,0,0,1.88,0.24,P,crainje01
242,Carl Crawford,24,TBD,AL,148,145,138,1261.1,317,304,10,3,0,.991,4,4,8,7,0,2.24,2.12,OF,crawfca02
243,Joe Crede,28,CHW,AL,149,146,128,1260.0,463,114,339,10,34,.978,14,13,23,22,0,3.24,3.04,3B,credejo01
244,Coco Crisp,26,BOS,AL,103,100,97,900.2,250,246,3,1,3,.996,0,0,-12,-15,0,2.49,2.42,OF,crispco01
245,Bobby Crosby,26,OAK,AL,95,95,88,828.0,425,145,268,12,59,.972,-4,-6,-5,-7,1,4.49,4.35,SS,crosbbo01
246,Bubba Crosby,29,NYY,AL,62,19,14,253.1,65,64,1,0,0,1.000,3,13,-2,-9,0,2.31,1.05,OF,crosbbu01
247,Francisco Cruceta,24,SEA,AL,4,1,0,6.2,2,1,1,0,0,1.000,,,0,0,0,2.70,0.50,P,crucefr01
248,José Cruz,32,LAD,NL,71,54,41,516.2,129,129,0,0,0,1.000,5,12,2,4,0,2.25,1.82,OF,cruzjo02
249,Juan Cruz,27,ARI,NL,31,15,0,94.2,20,8,10,2,1,.900,,,0,0,0,1.71,0.58,P,cruzju02
250,Nelson Cruz,25,TEX,AL,39,35,31,313.1,73,69,4,0,1,1.000,-2,-7,8,30,0,2.10,1.87,OF,cruzne02
251,Michael Cuddyer,27,MIN,AL,147,143,138,1281.1,311,292,14,5,6,.984,-8,-7,-21,-19,4,2.15,2.05,OF-1B,cuddymi01
252,Jack Cust,27,SDP,NL,1,0,0,2.0,0,0,0,0,0,,0,0,0,0,,0.00,0.00,OF,custja01
253,Casey Daigle,25,ARI,NL,10,0,0,12.1,1,0,1,0,0,1.000,,,-2,-32,0,0.73,0.10,P,daiglca01
254,Johnny Damon,32,NYY,AL,131,129,107,1088.2,315,309,3,3,1,.990,2,2,-12,-13,2,2.58,2.36,OF-1B,damonjo01
255,Jeff DaVanon,32,ARI,NL,58,44,37,407.2,94,92,0,2,0,.979,0,0,-2,-5,0,2.03,1.59,OF,davanje02
256,Kyle Davies,22,ATL,NL,14,14,1,63.1,8,3,5,0,0,1.000,,,0,0,0,1.14,0.57,P,davieky01
257,Doug Davis,30,MIL,NL,34,34,1,203.1,33,6,26,1,1,.970,,,-6,-6,-2,1.42,0.94,P,davisdo02
258,Jason Davis,26,CLE,AL,39,0,0,55.1,11,4,6,1,0,.909,,,-3,-11,0,1.63,0.26,P,davisja02
259,Rajai Davis,25,PIT,NL,1,0,0,3.0,0,0,0,0,0,,0,0,0,0,0,0.00,0.00,OF,davisra01
260,Zach Day,28,TOT,NL,8,8,0,40.0,5,1,4,0,1,1.000,,,-2,-60,0,1.13,0.63,P,dayza01
261,Jorge De La Rosa,25,TOT,ZZ,28,13,0,79.0,10,3,6,1,0,.900,,,-2,-30,0,1.03,0.32,P,rosajo01
262,Tomas de la Rosa,28,SFG,NL,12,2,1,40.0,17,7,9,1,1,.941,-1,-18,-1,-30,0,3.60,1.33,SS-2B-3B,delarto01
263,Mike DeJean,35,COL,NL,2,0,0,1.2,0,0,0,0,0,,,,-1,-120,,0.00,0.00,P,dejeami01
264,David DeJesus,26,KCR,AL,119,118,96,1024.1,302,287,12,3,1,.990,15,17,10,11,4,2.63,2.51,OF,dejesda01
265,Francisco Del Rosario,25,TOR,AL,17,1,0,23.0,3,0,3,0,0,1.000,,,0,0,0,1.17,0.18,P,rosarfr01
266,Manny Delcarmen,24,BOS,AL,50,0,0,53.1,9,4,5,0,0,1.000,,,-2,-8,0,1.52,0.18,P,delcama01
267,Carlos Delgado,34,NYM,NL,141,141,131,1246.1,1277,1199,70,8,95,.994,6,6,-3,-3,0,9.16,9.00,1B,delgaca01
268,David Dellucci,32,PHI,NL,67,57,21,467.2,97,95,1,1,0,.990,0,1,-14,-35,-6,1.85,1.43,OF,delluda01
269,Chris Demaria,25,MIL,NL,10,0,0,13.2,3,1,1,1,0,.667,,,0,0,0,1.32,0.20,P,demarch01
270,Ryan Dempster,29,CHC,NL,74,0,0,75.0,12,3,8,1,0,.917,,,-2,-5,0,1.32,0.15,P,dempsry01
271,Chris Denorfia,25,CIN,NL,37,25,22,230.2,60,58,2,0,1,1.000,10,50,8,41,0,2.34,1.62,OF,denorch01
272,Mark DeRosa,31,TEX,AL,133,133,124,1165.1,412,214,193,5,29,.988,2,2,14,14,1,3.14,2.95,OF-3B-2B-SS-1B,derosma01
273,Elmer Dessens,35,TOT,ZZ,62,0,0,77.0,16,3,13,0,0,1.000,,,2,31,0,1.87,0.26,P,desseel01
274,Joey Devine,22,ATL,NL,10,0,0,6.1,0,0,0,0,0,,,,0,0,,0.00,0.00,P,devinjo01
275,Einar Díaz,33,LAD,NL,1,0,0,1.0,0,0,0,0,0,,0,0,0,0,,0.00,0.00,C,diazei01
276,Jose Diaz,26,KCR,AL,4,0,0,6.2,1,1,0,0,1,1.000,,,-1,-30,0,1.35,0.25,P,diazjo01
277,Matt Diaz,28,ATL,NL,99,62,44,600.1,175,166,5,4,1,.977,12,24,16,32,2,2.56,1.73,OF,diazma02
278,Victor Diaz,24,NYM,NL,4,2,1,20.0,5,4,0,1,0,.800,-2,-108,0,0,0,1.80,1.00,OF,diazvi01
279,R.A. Dickey,31,TEX,AL,1,1,0,3.1,0,0,0,0,0,,,,0,0,,0.00,0.00,P,dicker.01
280,Mike Difelice,37,NYM,NL,15,9,6,84.0,76,71,3,2,0,.974,0,0,-1,-10,0,7.93,4.93,C,difelmi01
281,Lenny DiNardo,26,BOS,AL,13,6,0,39.0,8,0,6,2,1,.750,,,-2,-10,0,1.38,0.46,P,dinarle01
282,Greg Dobbs,27,SEA,AL,8,0,0,14.1,12,12,0,0,3,1.000,-1,-67,0,0,0,7.53,1.50,1B-OF-3B,dobbsgr01
283,Scott Dohmann,28,TOT,ZZ,48,0,0,48.1,3,1,2,0,0,1.000,,,-2,-50,0,0.56,0.06,P,dohmasc01
284,Brendan Donnelly,34,LAA,AL,62,0,0,64.0,7,3,3,1,0,.857,,,-2,-6,-1,0.84,0.10,P,donnebr01
285,Melvin Dorta,24,WSN,NL,5,2,1,33.0,14,1,12,1,0,.929,1,25,0,11,0,3.55,2.17,3B-SS,dortame01
286,Octavio Dotel,32,NYY,AL,14,0,0,10.0,2,0,2,0,0,1.000,,,0,0,0,1.80,0.14,P,doteloc01
287,Ryan Doumit,25,PIT,NL,39,37,20,300.0,307,279,24,4,22,.987,-2,-8,-4,-14,1,9.09,7.77,1B-C,doumiry01
288,Scott Downs,30,TOR,AL,59,5,0,77.0,21,6,15,0,1,1.000,,,2,5,0,2.45,0.36,P,downssc01
289,Ryan Drese,30,WSN,NL,2,2,0,8.2,1,0,1,0,0,1.000,,,0,0,0,1.04,0.50,P,dresery01
290,J.D. Drew,30,LAD,NL,135,131,108,1118.0,292,284,3,5,0,.983,-2,-2,8,8,-2,2.31,2.13,OF,drewj.01
291,Stephen Drew,23,ARI,NL,56,52,50,480.1,228,74,149,5,35,.978,3,6,2,5,0,4.18,3.98,SS,drewst01
292,Eric DuBose,30,BAL,AL,2,0,0,4.2,1,0,1,0,1,1.000,,,0,0,0,1.93,0.50,P,duboser01
293,Justin Duchscherer,28,OAK,AL,53,0,0,55.2,16,4,12,0,0,1.000,,,2,7,0,2.59,0.30,P,duchsju01
294,Brandon Duckworth,30,KCR,AL,10,8,0,45.2,8,5,3,0,0,1.000,,,0,0,0,1.58,0.80,P,duckwbr01
295,Chris Duffy,26,PIT,NL,77,75,74,671.2,173,166,4,3,2,.983,1,1,-6,-10,0,2.28,2.21,OF,duffych01
296,Zach Duke,23,PIT,NL,34,34,2,215.1,61,8,52,1,3,.984,,,9,8,0,2.51,1.76,P,dukeza01
297,Chris Duncan,25,STL,NL,78,66,29,540.0,172,161,5,6,6,.965,2,5,-7,-15,0,2.77,2.05,OF-1B,duncach01
298,Adam Dunn,26,CIN,NL,158,158,122,1338.0,315,294,8,13,3,.959,-11,-10,-35,-31,-8,2.03,1.91,OF-1B,dunnad01
299,Scott Dunn,28,TBD,AL,7,0,0,7.2,0,0,0,0,0,,,,0,0,0,0.00,0.00,P,dunnsc01
300,Chad Durbin,28,DET,AL,3,0,0,6.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P,durbich01
301,Ray Durham,34,SFG,NL,133,132,118,1138.2,624,272,341,11,82,.982,-1,-1,-6,-6,0,4.85,4.61,2B,durhara01
302,Jermaine Dye,32,CHW,AL,146,145,125,1245.0,316,305,5,6,2,.981,-2,-2,-16,-15,6,2.24,2.12,OF,dyeje01
303,Damion Easley,36,ARI,NL,54,44,28,386.1,153,55,93,5,18,.967,-6,-17,-3,-9,0,3.45,2.47,SS-3B-2B-OF-1B,easleda01
304,Adam Eaton,28,TEX,AL,13,13,0,65.0,9,4,5,0,1,1.000,,,1,3,0,1.25,0.69,P,eatonad01
305,David Eckstein,31,STL,NL,120,119,106,1029.0,547,178,363,6,87,.989,8,10,4,5,2,4.73,4.51,SS,eckstda01
306,Jim Edmonds,36,STL,NL,104,96,79,833.0,275,266,6,3,5,.989,-2,-3,-5,-7,-2,2.94,2.59,OF-1B,edmonji01
307,Mike Edwards,29,PIT,NL,3,2,1,19.0,5,2,3,0,0,1.000,1,44,1,82,0,2.37,1.67,3B,edwarmi02
308,Joey Eischen,36,WSN,NL,22,0,0,14.2,2,1,1,0,0,1.000,,,0,0,0,1.23,0.09,P,eischjo01
309,Scott Elarton,30,KCR,AL,20,20,0,114.2,16,3,13,0,1,1.000,,,3,5,0,1.26,0.80,P,elartsc01
310,Mark Ellis,29,OAK,AL,123,121,117,1073.0,633,274,357,2,91,.997,1,1,15,17,1,5.29,5.09,2B-1B,ellisma01
311,Jason Ellison,28,SFG,NL,64,13,12,199.2,50,46,2,2,0,.960,-2,-11,4,24,2,2.16,0.75,OF,ellisja01
312,Alan Embree,36,SDP,NL,73,0,0,52.1,9,4,4,1,0,.889,,,-3,-11,0,1.38,0.11,P,embreal01
313,Edwin Encarnación,23,CIN,NL,112,110,85,940.1,305,83,197,25,18,.918,-11,-14,-13,-16,0,2.68,2.48,3B-1B,encared01
314,Juan Encarnacion,30,STL,NL,148,139,113,1220.0,275,265,4,6,0,.978,-2,-2,6,5,-2,1.98,1.82,OF,encarju01
315,Morgan Ensberg,30,HOU,NL,117,106,100,975.0,322,80,230,12,25,.963,10,12,8,10,0,2.86,2.65,3B,ensbemo01
316,Scott Erickson,38,NYY,AL,9,0,0,11.1,2,0,2,0,1,1.000,,,0,0,0,1.59,0.22,P,ericksc01
317,Darin Erstad,32,LAA,AL,40,25,24,247.2,104,102,2,0,1,1.000,-3,-13,3,14,2,3.78,2.60,OF-1B,erstada01
318,Alex Escobar,27,WSN,NL,23,19,14,176.2,64,62,1,1,0,.984,-5,-37,-10,-67,0,3.21,2.74,OF,escobal01
319,Kelvim Escobar,30,LAA,AL,30,30,1,189.1,25,7,18,0,2,1.000,,,0,0,0,1.19,0.83,P,escobke01
320,Shawn Estes,33,SDP,NL,1,1,0,6.0,0,0,0,0,0,,,,-1,-33,0,0.00,0.00,P,estessh01
321,Johnny Estrada,30,ARI,NL,108,103,97,924.2,736,683,50,3,11,.996,3,4,-2,-2,-1,7.13,6.79,C,estrajo01
322,Seth Etherton,29,KCR,AL,2,2,0,7.2,0,0,0,0,0,,,,0,0,,0.00,0.00,P,etherse01
323,Andre Ethier,24,LAD,NL,109,99,88,895.2,186,172,8,6,1,.968,7,9,16,21,4,1.81,1.65,OF,ethiean01
324,Dana Eveland,22,MIL,NL,9,5,0,27.2,2,0,2,0,0,1.000,,,-1,-7,0,0.65,0.22,P,evelada01
325,Adam Everett,29,HOU,NL,149,146,133,1292.1,688,202,479,7,105,.990,40,38,34,32,0,4.74,4.57,SS,everead01
326,Carl Everett,35,SEA,AL,2,2,2,18.0,3,3,0,0,0,1.000,0,13,2,133,0,1.50,1.50,OF,evereca01
327,Scott Eyre,34,CHC,NL,74,0,0,61.1,9,1,8,0,0,1.000,,,-1,-3,-1,1.32,0.12,P,eyresc01
328,Willie Eyre,27,MIN,AL,42,0,0,59.1,8,3,5,0,0,1.000,,,2,7,0,1.21,0.19,P,eyrewi01
329,Brandon Fahey,25,BAL,AL,83,66,51,586.0,219,142,69,8,23,.963,5,11,4,8,-1,3.24,2.48,OF-2B-SS-3B,faheybr01
330,Brian Falkenborg,28,STL,NL,5,0,0,6.1,1,0,1,0,0,1.000,,,-1,-32,0,1.42,0.20,P,falkebr01
331,Kyle Farnsworth,30,NYY,AL,72,0,0,66.0,10,3,7,0,0,1.000,,,-1,-3,0,1.36,0.14,P,farnsky01
332,Sal Fasano,34,TOT,ZZ,77,58,43,518.1,408,369,35,4,2,.990,-2,-5,1,2,0,7.01,5.25,C,fasansa01
333,Jeff Fassero,43,SFG,NL,10,1,0,15.0,5,2,3,0,0,1.000,,,-1,-13,0,3.00,0.50,P,fasseje01
334,Ryan Feierabend,20,SEA,AL,4,2,0,17.0,5,3,2,0,0,1.000,,,0,0,0,2.65,1.25,P,feierry01
335,Scott Feldman,23,TEX,AL,36,0,0,41.1,15,1,11,3,1,.800,,,0,0,0,2.61,0.33,P,feldmsc01
336,Pedro Feliciano,29,NYM,NL,64,0,0,60.1,13,3,8,2,0,.846,,,-1,-3,0,1.64,0.17,P,felicpe01
337,Pedro Feliz,31,SFG,NL,160,155,150,1385.1,474,121,332,21,31,.956,15,13,20,17,1,2.94,2.76,3B-SS-OF,felizpe01
338,Jared Fernandez,34,MIL,NL,4,0,0,6.1,2,0,2,0,0,1.000,,,0,0,0,2.84,0.50,P,fernaja01
339,Robert Fick,32,WSN,NL,43,27,19,255.0,177,163,13,1,6,.994,-2,-11,-6,-28,0,6.21,3.91,C-1B-OF,fickro01
340,Nate Field,30,COL,NL,14,0,0,9.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P,fieldna01
341,Prince Fielder,22,MIL,NL,152,151,148,1319.1,1358,1259,88,11,113,.992,-12,-11,-22,-20,-6,9.19,8.86,1B,fieldpr01
342,Josh Fields,23,CHW,AL,7,4,4,37.0,17,5,12,0,0,1.000,2,68,3,97,0,4.14,2.43,3B-OF,fieldjo02
343,Chone Figgins,28,LAA,AL,149,145,130,1302.2,391,296,79,16,14,.959,-11,-10,-11,-10,1,2.59,2.39,OF-3B-2B-SS,figgich01
344,Luis Figueroa,32,TOR,AL,7,2,2,27.0,14,6,7,1,2,.929,-3,-116,-2,-93,0,4.33,1.86,2B-SS,figuelu01
345,Steve Finley,41,SFG,NL,130,103,100,973.1,293,287,5,1,1,.997,-4,-5,4,4,4,2.70,2.25,OF,finlest01
346,Jeff Fiorentino,23,BAL,AL,17,11,9,107.0,31,28,3,0,1,1.000,1,16,0,0,0,2.61,1.82,OF,fioreje01
347,Randy Flores,30,STL,NL,65,0,0,41.2,9,1,8,0,1,1.000,,,2,10,0,1.94,0.14,P,florera01
348,Ron Flores,26,OAK,AL,25,0,0,29.2,3,1,2,0,0,1.000,,,1,7,0,0.91,0.12,P,florero01
349,Cliff Floyd,33,NYM,NL,92,91,68,768.1,153,148,3,2,0,.987,3,5,-12,-18,0,1.77,1.64,OF,floydcl01
350,Gavin Floyd,23,PHI,NL,11,11,1,54.1,11,4,6,1,0,.909,,,-2,-7,0,1.66,0.91,P,floydga01
351,Josh Fogg,29,COL,NL,31,31,1,172.0,43,11,29,3,1,.930,,,3,3,1,2.09,1.29,P,foggjo01
352,Lew Ford,29,MIN,AL,92,52,43,531.1,138,132,4,2,2,.986,-1,-1,18,40,2,2.30,1.48,OF,fordle01
353,Bartolome Fortunato,31,NYM,NL,2,0,0,3.0,1,1,0,0,0,1.000,,,-1,-67,0,3.00,0.50,P,fortuba01
354,Casey Fossum,28,TBD,AL,25,25,0,130.0,28,6,21,1,0,.964,,,4,6,0,1.87,1.08,P,fossuca01
355,Keith Foulke,33,BOS,AL,44,0,0,49.2,7,1,5,1,0,.857,,,2,8,0,1.09,0.14,P,foulkke01
356,Jeff Francis,25,COL,NL,32,32,1,199.0,42,4,38,0,2,1.000,,,3,3,0,1.90,1.31,P,francje01
357,Frank Francisco,26,TEX,AL,8,0,0,7.1,2,2,0,0,0,1.000,,,0,0,0,2.45,0.25,P,francfr01
358,Julio Franco,47,NYM,NL,30,22,21,214.0,209,197,11,1,22,.995,-1,-7,3,19,1,8.75,6.93,1B-3B,francju01
359,Jeff Francoeur,22,ATL,NL,162,162,153,1424.2,339,317,13,9,4,.973,19,16,10,8,0,2.08,2.04,OF,francje02
360,Kevin Frandsen,24,SFG,NL,31,21,18,194.0,97,38,56,3,9,.969,-1,-6,0,-1,0,4.36,3.03,2B-SS,frandke01
361,Ryan Franklin,33,TOT,NL,66,0,0,77.1,15,4,10,1,0,.933,,,-2,-31,0,1.63,0.21,P,frankry01
362,Wayne Franklin,32,ATL,NL,11,0,0,7.2,1,1,0,0,0,1.000,,,-1,-26,0,1.17,0.09,P,frankwa01
363,Jason Frasor,28,TOR,AL,51,0,0,50.0,13,4,8,1,0,.923,,,-1,-4,0,2.16,0.24,P,frasoja01
364,Ryan Freel,30,CIN,NL,121,108,91,979.2,336,268,62,6,5,.982,13,16,27,33,3,3.03,2.52,OF-2B-3B,freelry01
365,Choo Freeman,26,COL,NL,51,36,30,341.0,108,107,0,1,0,.991,0,0,-14,-49,-2,2.82,2.10,OF,freemch01
366,Emiliano Fruto,22,SEA,AL,23,0,0,36.0,7,2,5,0,1,1.000,,,0,0,0,1.75,0.30,P,frutoem01
367,Brian Fuentes,30,COL,NL,66,0,0,65.1,8,1,6,1,0,.875,,,0,0,0,0.96,0.11,P,fuentbr01
368,Jeff Fulchino,26,FLA,NL,1,0,0,0.1,1,1,0,0,0,1.000,,,0,0,0,27.00,1.00,P,fulchje01
369,Aaron Fultz,32,PHI,NL,66,1,0,71.1,18,2,14,2,1,.889,,,-2,-6,0,2.02,0.24,P,fultzaa01
370,Rafael Furcal,28,LAD,NL,156,156,140,1371.0,788,269,492,27,117,.966,-6,-5,4,4,2,5.00,4.88,SS,furcara02
371,Kason Gabbard,24,BOS,AL,7,4,0,25.2,4,3,1,0,0,1.000,,,0,0,0,1.40,0.57,P,gabbaka01
372,Eric Gagne,30,LAD,NL,2,0,0,2.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P,gagneer01
373,John Gall,28,STL,NL,2,1,0,9.1,2,2,0,0,0,1.000,0,13,0,0,0,1.93,0.67,OF-1B,galljo01
374,Mike Gallo,29,HOU,NL,23,0,0,16.1,2,0,2,0,0,1.000,,,-1,-12,0,1.10,0.09,P,gallomi01
375,Freddy Garcia,29,CHW,AL,33,33,1,216.1,32,12,18,2,2,.938,,,-6,-6,0,1.25,0.91,P,garcifr03
376,Jose Garcia,21,FLA,NL,5,0,0,11.0,1,0,1,0,0,1.000,,,0,0,0,0.82,0.20,P,garcijo01
377,Nomar Garciaparra,32,LAD,NL,118,117,99,1017.0,1124,1059,61,4,113,.996,5,6,5,6,0,9.91,9.49,1B,garcino01
378,Ryan Garko,25,CLE,AL,45,45,43,396.0,434,398,30,6,50,.986,-2,-6,0,0,0,9.73,9.51,1B,garkory01
379,Jon Garland,26,CHW,AL,33,32,1,211.1,49,12,34,3,10,.939,,,2,2,0,1.96,1.39,P,garlajo01
380,Matt Garza,22,MIN,AL,10,9,0,50.0,6,5,1,0,0,1.000,,,-2,-8,0,1.08,0.60,P,garzama01
381,Joey Gathright,25,TOT,AL,130,112,104,1016.2,349,341,5,3,4,.991,0,0,-2,-2,-4,3.06,2.66,OF,gathrjo01
382,Chad Gaudin,23,OAK,AL,55,0,0,64.0,8,4,3,1,1,.875,,,-2,-6,0,0.98,0.13,P,gaudich01
383,Geoff Geary,29,PHI,NL,81,0,0,91.1,22,7,14,1,4,.955,,,-2,-4,0,2.07,0.26,P,gearyge01
384,Esteban German,28,KCR,AL,71,54,43,505.2,183,89,86,8,20,.956,-8,-19,-19,-45,-3,3.11,2.27,3B-2B-OF-1B-SS,germaes01
385,Franklyn German,26,FLA,NL,12,0,0,12.0,3,1,2,0,0,1.000,,,0,0,0,2.25,0.25,P,germafr01
386,Justin Germano,23,CIN,NL,2,1,0,6.2,1,1,0,0,0,1.000,,,-1,-30,0,1.35,0.50,P,germaju01
387,Jason Giambi,35,NYY,AL,68,64,19,480.0,477,459,11,7,43,.985,-6,-16,-13,-32,0,8.81,6.91,1B,giambja01
388,Jay Gibbons,29,BAL,AL,44,44,22,348.2,100,97,1,2,0,.980,-2,-6,-8,-27,-4,2.53,2.23,OF,gibboja01
389,Brian Giles,35,SDP,NL,158,158,146,1398.2,313,299,7,7,2,.978,-6,-5,18,15,0,1.97,1.94,OF,gilesbr02
390,Marcus Giles,28,ATL,NL,134,132,119,1149.2,637,258,368,11,81,.983,-6,-6,-9,-9,1,4.90,4.67,2B,gilesma01
391,Troy Glaus,29,TOR,AL,148,143,127,1230.1,403,100,289,14,39,.965,12,11,6,6,-1,2.85,2.54,3B-SS,glaustr01
392,Tom Glavine,40,NYM,NL,32,32,0,198.0,58,11,43,4,3,.931,,,8,8,0,2.45,1.69,P,glavito02
393,Ross Gload,30,CHW,AL,68,28,25,332.1,299,282,13,4,24,.987,-7,-26,-13,-46,1,7.99,4.34,1B-OF,gloadro01
