Rk,Name,Age,Tm,Lg,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,RF/9,RF/G,Pos Summary,Name-additional
218,Bryan Corey,28,LAD,NL,1,0,0,1.0,0,0,0,0,0,,,,0.00,0.00,P,coreybr01
219,Mark Corey,27,TOT,NL,26,0,0,22.0,1,0,1,0,0,1.000,,,0.41,0.04,P,coreyma02
220,Rheal Cormier,35,PHI,NL,54,0,0,60.0,17,3,14,0,3,1.000,,,2.55,0.31,P,cormirh01
221,Nate Cornejo,22,DET,AL,9,9,1,50.0,9,1,8,0,0,1.000,,,1.62,1.00,P,cornena01
222,Humberto Cota,23,PIT,NL,7,4,3,40.1,34,33,1,0,1,1.000,1,30,7.59,4.86,C,cotahu01
223,Craig Counsell,31,ARI,NL,112,109,87,973.2,375,113,254,8,26,.979,13,16,3.39,2.84,3B-SS-2B,counscr01
224,Steve Cox,27,TBD,AL,110,110,107,967.2,944,852,85,7,101,.993,-2,-2,8.71,8.52,1B,coxst01
225,Carl Crawford,20,TBD,AL,63,63,63,561.1,166,160,5,1,1,.994,9,19,2.65,2.62,OF,crawfca02
226,Joe Crede,24,CHW,AL,53,53,52,461.2,128,33,87,8,12,.938,0,1,2.34,2.26,3B,credejo01
227,Doug Creek,33,TOT,AL,52,0,0,55.2,8,3,5,0,0,1.000,,,1.29,0.15,P,creekdo01
228,Cesar Crespo,23,SDP,NL,15,2,2,54.0,13,4,8,1,1,.923,-1,-13,2.00,0.75,3B-OF-2B-SS,crespce01
229,Jack Cressend,27,MIN,AL,23,0,0,32.0,5,2,3,0,0,1.000,,,1.41,0.22,P,cressja01
230,Coco Crisp,22,CLE,AL,32,31,28,278.1,84,82,1,1,1,.988,2,10,2.68,2.59,OF,crispco01
231,Mike Crudale,25,STL,NL,49,1,0,52.2,11,8,2,1,0,.909,,,1.71,0.20,P,crudami01
232,Deivi Cruz,29,SDP,NL,148,133,117,1163.2,560,173,372,15,83,.973,-12,-12,4.22,3.68,SS-1B,cruzde01
233,Ivan Cruz,34,STL,NL,7,0,0,14.0,13,12,1,0,0,1.000,0,-17,8.36,1.86,1B,cruziv01
234,Jacob Cruz,29,DET,AL,16,12,10,110.1,42,39,2,1,1,.976,-2,-20,3.34,2.56,OF-1B,cruzja01
235,José Cruz,28,TOR,AL,119,118,108,1035.1,266,255,9,2,2,.992,1,1,2.29,2.22,OF,cruzjo02
236,Juan Cruz,23,CHC,NL,45,9,0,97.1,18,3,12,3,0,.833,,,1.39,0.33,P,cruzju02
237,Nelson Cruz,29,HOU,NL,43,5,0,78.1,17,5,12,0,0,1.000,,,1.95,0.40,P,cruzne01
238,Michael Cuddyer,23,MIN,AL,37,29,15,259.1,97,80,16,1,2,.990,5,22,3.33,2.34,OF-3B-1B,cuddymi01
239,Will Cunnane,28,CHC,NL,16,0,0,26.1,3,1,2,0,1,1.000,,,1.03,0.19,P,cunnawi01
240,Jack Cust,23,COL,NL,18,15,6,121.1,25,24,0,1,0,.960,2,16,1.78,1.33,OF,custja01
241,Eric Cyr,23,SDP,NL,5,0,0,6.0,0,0,0,0,0,,,,0.00,0.00,P,cyrer01
242,Jeff D'Amico,26,NYM,NL,29,22,1,145.2,23,5,18,0,0,1.000,,,1.42,0.79,P,d'amije01
243,Omar Daal,30,LAD,NL,39,23,0,161.1,43,10,33,0,5,1.000,,,2.40,1.10,P,daalom01
244,Johnny Damon,28,BOS,AL,151,150,143,1319.0,360,352,7,1,2,.997,3,3,2.45,2.38,OF,damonjo01
245,Vic Darensbourg,31,FLA,NL,42,0,0,48.1,7,2,4,1,0,.857,,,1.12,0.14,P,darenvi01
246,Brian Daubach,30,BOS,AL,101,93,62,802.2,545,507,33,5,37,.991,3,4,6.05,5.00,1B-OF,daubabr01
247,Jeff DaVanon,28,ANA,AL,10,4,4,50.0,13,13,0,0,0,1.000,-1,-14,2.34,1.30,OF,davanje02
248,Tom Davey,28,SDP,NL,19,0,0,21.0,1,0,1,0,0,1.000,,,0.43,0.05,P,daveyto01
249,Ben Davis,25,SEA,AL,79,55,49,544.2,448,424,23,1,5,.998,4,9,7.39,5.66,C-1B,davisbe01
250,Doug Davis,26,TEX,AL,10,10,1,59.2,10,3,6,1,0,.900,,,1.36,0.90,P,davisdo02
251,J.J. Davis,23,PIT,NL,4,2,0,18.2,3,3,0,0,0,1.000,1,51,1.45,0.75,OF,davisjj01
252,Jason Davis,22,CLE,AL,3,2,0,14.2,6,2,4,0,0,1.000,,,3.68,2.00,P,davisja02
253,Kane Davis,27,NYM,NL,16,0,0,14.0,2,1,1,0,0,1.000,,,1.29,0.13,P,daviska01
254,Travis Dawkins,23,CIN,NL,24,9,7,128.2,55,18,33,4,6,.927,-1,-10,3.57,2.13,SS-2B,dawkitr01
255,Joey Dawley,30,ATL,NL,1,0,0,0.1,0,0,0,0,0,,,,0.00,0.00,P,dawlejo01
256,Zach Day,24,MON,NL,19,2,0,37.1,12,6,6,0,1,1.000,,,2.89,0.63,P,dayza01
257,Luis de los Santos,24,TBD,AL,3,3,0,14.0,5,2,2,1,0,.800,,,2.57,1.33,P,deloslu02
258,Valerio De Los Santos,29,MIL,NL,51,0,0,57.2,6,3,3,0,1,1.000,,,0.94,0.12,P,delosva01
259,Kory DeHaan,25,SDP,NL,9,2,0,25.2,6,6,0,0,0,1.000,1,23,2.10,0.67,OF,dehaako01
260,Mike DeJean,31,MIL,NL,68,0,0,75.0,17,9,8,0,0,1.000,,,2.04,0.25,P,dejeami01
261,Carlos Delgado,30,TOR,AL,140,140,130,1229.0,1339,1232,95,12,121,.991,4,4,9.72,9.48,1B,delgaca01
262,Wilson Delgado,29,STL,NL,8,4,4,44.0,17,8,9,0,1,1.000,-2,-41,3.48,2.13,SS,delgawi01
263,David Dellucci,28,ARI,NL,64,53,37,476.0,90,85,2,3,2,.967,-8,-20,1.64,1.36,OF,delluda01
264,Ryan Dempster,25,TOT,NL,33,33,4,209.0,45,19,26,0,4,1.000,,,1.94,1.36,P,dempsry01
265,Sean DePaula,28,CLE,AL,5,0,0,6.1,2,2,0,0,0,1.000,,,2.84,0.40,P,depause01
266,Mark DeRosa,27,ATL,NL,59,46,40,446.1,245,94,145,6,40,.976,2,6,4.82,3.85,2B-SS-OF-3B,derosma01
267,Delino DeShields,33,CHC,NL,42,34,27,300.1,170,67,98,5,15,.971,3,13,4.94,3.93,2B-OF,deshide01
268,Elmer Dessens,31,CIN,NL,30,30,0,178.0,40,12,27,1,3,.975,,,1.97,1.30,P,desseel01
269,Matt DeWitt,24,SDP,NL,5,0,0,7.1,2,1,1,0,0,1.000,,,2.45,0.40,P,dewitma01
270,Einar Díaz,29,CLE,AL,100,97,90,833.1,723,640,75,8,4,.989,-2,-3,7.72,7.15,C,diazei01
271,Juan Diaz,28,BOS,AL,1,1,0,6.0,8,8,0,0,0,1.000,0,-80,12.00,8.00,1B,diazju01
272,Mike Difelice,33,STL,NL,61,51,32,435.1,348,313,32,3,5,.991,-2,-6,7.13,5.66,C,difelmi01
273,Ben Diggins,23,MIL,NL,5,5,0,24.0,2,0,2,0,0,1.000,,,0.75,0.40,P,diggibe01
274,Brendan Donnelly,30,ANA,AL,46,0,0,49.2,6,3,3,0,0,1.000,,,1.09,0.13,P,donnebr01
275,Chris Donnels,36,ARI,NL,27,11,4,105.2,27,11,16,0,0,1.000,-1,-14,2.30,1.00,3B-1B,donnech01
276,Octavio Dotel,28,HOU,NL,83,0,0,97.1,8,0,8,0,0,1.000,,,0.74,0.10,P,doteloc01
277,Sean Douglass,23,BAL,AL,15,8,0,53.1,11,3,8,0,2,1.000,,,1.86,0.73,P,douglse01
278,Ryan Drese,26,CLE,AL,26,26,1,137.1,38,11,25,2,2,.947,,,2.36,1.38,P,dresery01
279,J.D. Drew,26,STL,NL,120,108,85,946.2,230,223,4,3,1,.987,9,11,2.16,1.89,OF,drewj.01
280,Tim Drew,23,MON,NL,7,1,0,16.0,4,1,3,0,0,1.000,,,2.25,0.57,P,drewti01
281,Travis Driskill,30,BAL,AL,29,19,0,132.2,20,7,13,0,1,1.000,,,1.36,0.69,P,drisktr01
282,Eric DuBose,26,BAL,AL,4,0,0,6.0,1,0,1,0,0,1.000,,,1.50,0.25,P,duboser01
283,Brandon Duckworth,26,PHI,NL,30,29,0,163.0,19,4,15,0,1,1.000,,,1.05,0.63,P,duckwbr01
284,Matt Duff,27,STL,NL,7,0,0,5.2,1,0,1,0,0,1.000,,,1.59,0.14,P,duffma01
285,Courtney Duncan,27,CHC,NL,2,0,0,2.1,0,0,0,0,0,,,,0.00,0.00,P,duncaco01
286,Adam Dunn,22,CIN,NL,154,151,116,1339.1,608,561,32,15,32,.975,-5,-5,3.98,3.66,OF-1B,dunnad01
287,Shawon Dunston,39,SFG,NL,50,26,18,261.0,53,53,0,0,0,1.000,-6,-29,1.83,1.04,OF-1B-SS,dunstsh01
288,Todd Dunwoody,27,CLE,AL,2,2,1,13.2,1,1,0,0,0,1.000,-2,-132,0.66,0.50,OF,dunwoto01
289,Erubiel Durazo,28,ARI,NL,58,55,43,483.2,445,412,26,7,29,.984,-3,-8,8.15,7.55,1B-OF,durazer01
290,Chad Durbin,24,KCR,AL,2,2,0,8.1,3,1,1,1,0,.667,,,2.16,1.00,P,durbich01
291,Ray Durham,30,TOT,AL,103,103,97,884.2,524,209,298,17,73,.968,-1,-1,5.16,4.92,2B,durhara01
292,Jayson Durocher,27,MIL,NL,39,0,0,48.0,6,1,5,0,0,1.000,,,1.13,0.15,P,durocja01
293,Jermaine Dye,28,OAK,AL,111,109,92,956.1,178,171,2,5,1,.972,-8,-10,1.63,1.56,OF,dyeje01
294,Damion Easley,32,DET,AL,84,84,79,732.1,443,181,253,9,54,.980,-3,-4,5.33,5.17,2B,easleda01
295,Adam Eaton,24,SDP,NL,6,6,0,33.1,5,1,4,0,0,1.000,,,1.35,0.83,P,eatonad01
296,Angel Echevarria,31,CHC,NL,32,19,17,196.2,101,94,5,2,13,.980,3,16,4.53,3.09,OF-1B,echevan01
297,Eric Eckenstahler,25,DET,AL,7,0,0,8.0,1,1,0,0,0,1.000,,,1.13,0.14,P,eckener01
298,David Eckstein,27,ANA,AL,147,146,132,1276.1,616,205,397,14,91,.977,10,9,4.24,4.10,SS,eckstda01
299,Jim Edmonds,32,STL,NL,139,132,112,1160.0,363,347,11,5,4,.986,9,9,2.78,2.58,OF,edmonji01
300,Joey Eischen,32,MON,NL,59,0,0,53.2,12,3,8,1,0,.917,,,1.84,0.19,P,eischjo01
301,Dave Elder,26,CLE,AL,15,0,0,23.0,4,3,1,0,0,1.000,,,1.57,0.27,P,elderda01
302,Mark Ellis,25,OAK,AL,95,91,82,814.2,454,180,263,11,52,.976,5,7,4.89,4.43,2B-3B-SS,ellisma01
303,Robert Ellis,31,LAD,NL,3,0,0,2.2,0,0,0,0,0,,,,0.00,0.00,P,ellisro02
304,Alan Embree,32,TOT,ZZ,68,0,0,62.0,12,4,7,1,0,.917,,,1.60,0.16,P,embreal01
305,Juan Encarnacion,26,TOT,NL,149,147,125,1295.2,361,346,9,6,6,.983,6,6,2.47,2.38,OF,encarju01
306,Mario Encarnacion,26,CHC,NL,2,2,1,13.0,5,5,0,0,0,1.000,1,102,3.46,2.50,OF,encarma01
307,John Ennis,22,ATL,NL,1,1,0,4.0,3,1,2,0,1,1.000,,,6.75,3.00,P,ennisjo01
308,Morgan Ensberg,26,HOU,NL,43,37,32,328.1,112,28,76,8,5,.929,-2,-5,2.85,2.42,3B,ensbemo01
309,Scott Erickson,34,BAL,AL,29,28,3,160.2,39,14,22,3,2,.923,,,2.02,1.24,P,ericksc01
310,Darin Erstad,28,ANA,AL,143,142,123,1237.1,473,461,11,1,5,.998,39,38,3.43,3.19,OF-1B,erstada01
311,Felix Escalona,23,TBD,AL,55,40,35,392.1,213,75,127,11,29,.948,-3,-9,4.63,3.67,2B-SS-3B,escalfe01
312,Kelvim Escobar,26,TOR,AL,76,0,0,78.0,10,1,9,0,0,1.000,,,1.15,0.13,P,escobke01
313,Bobby Estalella,27,COL,NL,38,32,29,289.1,213,203,9,1,2,.995,-3,-12,6.59,5.58,C,estalbo02
314,Shawn Estes,29,TOT,NL,29,29,1,160.2,30,3,24,3,2,.900,,,1.51,0.93,P,estessh01
315,Johnny Estrada,26,PHI,NL,10,3,3,40.2,36,34,2,0,0,1.000,-1,-30,7.97,3.60,C,estrajo01
316,Adam Everett,25,HOU,NL,34,29,20,252.2,132,34,93,5,22,.962,-2,-11,4.52,3.74,SS,everead01
317,Carl Everett,31,TEX,AL,83,80,62,694.0,162,157,0,5,0,.969,-11,-18,2.04,1.89,OF,evereca01
318,Scott Eyre,30,TOT,ZZ,70,3,0,74.2,12,3,9,0,0,1.000,,,1.45,0.17,P,eyresc01
319,Jorge Fabregas,32,TOT,ZZ,52,40,31,363.0,293,274,17,2,1,.993,0,0,7.21,5.60,C,fabrejo01
320,Jeff Farnsworth,26,DET,AL,44,0,0,70.0,16,6,8,2,0,.875,,,1.80,0.32,P,farnsje01
321,Kyle Farnsworth,26,CHC,NL,45,0,0,46.2,5,0,5,0,0,1.000,,,0.96,0.11,P,farnsky01
322,Sal Fasano,30,ANA,AL,2,0,0,7.0,12,10,2,0,0,1.000,1,171,15.43,6.00,C,fasansa01
323,Jeff Fassero,39,TOT,NL,73,0,0,69.0,14,4,10,0,0,1.000,,,1.83,0.19,P,fasseje01
324,Carlos Febles,26,KCR,AL,117,103,94,919.0,520,193,312,15,76,.971,3,4,4.95,4.32,2B-SS,febleca01
325,Pedro Feliciano,25,NYM,NL,6,0,0,6.0,0,0,0,0,0,,,,0.00,0.00,P,felicpe01
326,Pedro Feliz,27,SFG,NL,46,32,22,282.1,89,29,57,3,9,.966,0,-1,2.74,1.87,3B-SS-OF,felizpe01
327,Jared Fernandez,30,CIN,NL,14,8,0,50.2,15,3,12,0,0,1.000,,,2.66,1.07,P,fernaja01
328,Mike Fetters,37,TOT,NL,65,0,0,55.0,14,4,8,2,0,.857,,,1.96,0.18,P,fettemi01
329,Robert Fick,28,DET,AL,140,139,131,1202.2,321,288,21,12,5,.963,-2,-2,2.31,2.21,OF,fickro01
330,Nate Field,26,KCR,AL,5,0,0,5.0,1,1,0,0,0,1.000,,,1.80,0.20,P,fieldna01
331,Chone Figgins,24,ANA,AL,8,1,1,29.0,17,7,9,1,2,.941,-1,-29,4.97,2.00,2B,figgich01
332,Nelson Figueroa,28,MIL,NL,30,11,0,93.0,18,4,12,2,0,.889,,,1.55,0.53,P,figuene01
333,Jeremy Fikac,27,SDP,NL,65,0,0,69.0,10,4,6,0,0,1.000,,,1.30,0.15,P,fikacje01
334,Bob File,25,TOR,AL,5,0,0,3.1,0,0,0,0,0,,,,0.00,0.00,P,filebo01
335,Chuck Finley,39,TOT,ZZ,32,32,2,190.2,30,4,23,3,2,.900,,,1.27,0.84,P,finlech01
336,Steve Finley,37,ARI,NL,144,131,121,1171.1,325,319,4,2,2,.994,2,2,2.48,2.24,OF,finlest01
337,Tony Fiore,30,MIN,AL,48,2,0,91.0,18,4,14,0,1,1.000,,,1.78,0.38,P,fioreto01
338,Brian Fitzgerald,27,SEA,AL,6,0,0,6.1,2,0,1,1,0,.500,,,1.42,0.17,P,fitzgbr01
339,John Flaherty,34,TBD,AL,75,74,74,669.0,487,450,33,4,8,.992,2,4,6.50,6.44,C,flahejo01
340,Darrin Fletcher,35,TOR,AL,36,29,21,253.2,194,181,12,1,1,.995,-1,-5,6.85,5.36,C,fletcda01
341,Jose Flores,29,OAK,AL,3,1,0,9.0,2,1,1,0,0,1.000,-1,-67,2.00,0.67,2B-SS,florejo01
342,Randy Flores,26,TOT,ZZ,28,2,0,29.0,8,2,6,0,2,1.000,,,2.48,0.29,P,florera01
343,Cliff Floyd,29,TOT,ZZ,119,118,104,1035.1,241,228,8,5,2,.979,-1,-1,2.05,1.98,OF,floydcl01
344,Josh Fogg,25,PIT,NL,33,33,0,194.1,39,9,29,1,2,.974,,,1.76,1.15,P,foggjo01
345,Brook Fordyce,32,BAL,AL,55,39,35,369.0,279,267,8,4,1,.986,-4,-13,6.71,5.00,C,fordybr01
346,Casey Fossum,24,BOS,AL,43,12,0,106.2,13,8,5,0,2,1.000,,,1.10,0.30,P,fossuca01
347,John Foster,24,ATL,NL,5,0,0,5.0,0,0,0,0,0,,,,0.00,0.00,P,fostejo01
348,Keith Foulke,29,CHW,AL,65,0,0,77.2,12,6,6,0,1,1.000,,,1.39,0.18,P,foulkke01
349,Andy Fox,31,FLA,NL,120,110,98,1010.1,528,207,303,18,80,.966,-15,-17,4.54,4.11,SS-2B-3B-OF,foxan01
350,Chad Fox,31,MIL,NL,3,0,0,4.2,0,0,0,0,0,,,,0.00,0.00,P,foxch02
351,Julio Franco,43,ATL,NL,95,70,65,694.0,784,717,59,8,79,.990,4,6,10.06,8.17,1B,francju01
352,Matt Franco,32,ATL,NL,53,50,25,406.2,390,356,30,4,31,.990,-2,-6,8.54,7.02,1B-OF,francma01
353,Ryan Franklin,29,SEA,AL,41,12,0,118.2,23,9,13,1,0,.957,,,1.67,0.54,P,frankry01
354,Wayne Franklin,28,MIL,NL,4,4,0,24.0,5,1,4,0,0,1.000,,,1.88,1.25,P,frankwa01
355,Kevin Frederick,25,MIN,AL,8,0,0,11.2,3,3,0,0,0,1.000,,,2.31,0.38,P,fredeke01
356,Travis Fryman,33,CLE,AL,113,107,102,928.1,248,53,185,10,27,.960,-7,-9,2.31,2.11,3B,frymatr01
357,Brian Fuentes,26,COL,NL,31,0,0,26.2,5,2,2,1,0,.800,,,1.35,0.13,P,fuentbr01
358,Brad Fullmer,27,ANA,AL,29,27,11,211.1,185,176,8,1,22,.995,-1,-5,7.84,6.34,1B,fullmbr01
359,Aaron Fultz,28,SFG,NL,43,0,0,41.1,8,2,6,0,0,1.000,,,1.74,0.19,P,fultzaa01
360,Rafael Furcal,24,ATL,NL,153,151,140,1344.1,757,252,478,27,116,.964,12,11,4.89,4.74,SS-2B,furcara02
361,Mike Fyhrie,32,OAK,AL,16,4,0,48.2,10,4,6,0,1,1.000,,,1.85,0.63,P,fyhrimi01
362,Eric Gagne,26,LAD,NL,77,0,0,82.1,14,4,10,0,1,1.000,,,1.53,0.18,P,gagneer01
363,Andres Galarraga,41,MON,NL,89,72,66,664.2,701,629,59,13,55,.981,-4,-8,9.32,7.73,1B,galaran01
364,Ron Gant,37,SDP,NL,80,73,55,626.1,151,142,6,3,0,.980,4,7,2.13,1.85,OF,gantro01
365,Rich Garces,31,BOS,AL,26,0,0,21.1,5,0,5,0,0,1.000,,,2.11,0.19,P,garceri01
366,Freddy Garcia,25,SEA,AL,34,34,1,223.2,45,12,30,3,2,.933,,,1.69,1.24,P,garcifr03
367,Jesse Garcia,28,ATL,NL,29,11,5,143.2,88,38,49,1,14,.989,5,42,5.45,2.90,2B-SS-OF,garcije01
368,Karim Garcia,26,TOT,AL,53,50,48,453.0,102,99,2,1,0,.990,0,0,2.01,1.91,OF,garcika01
369,Luis Garcia,26,BAL,AL,2,0,0,3.0,1,1,0,0,0,1.000,0,40,3.00,0.50,OF,garcilu02
370,Reynaldo Garcia,28,TEX,AL,3,0,0,2.0,0,0,0,0,0,,,,0.00,0.00,P,garcire01
371,Nomar Garciaparra,28,BOS,AL,154,153,142,1341.0,712,220,467,25,92,.965,16,14,4.61,4.46,SS,garcino01
372,Lee Gardner,27,TBD,AL,12,0,0,13.1,4,0,3,1,0,.750,,,2.03,0.25,P,gardnle01
373,Jon Garland,22,CHW,AL,33,33,1,192.2,31,10,21,0,3,1.000,,,1.45,0.94,P,garlajo01
374,Chris George,22,KCR,AL,6,6,0,27.1,10,2,8,0,0,1.000,,,3.29,1.67,P,georgch02
375,Esteban German,24,OAK,AL,8,8,7,77.0,46,22,23,1,6,.978,-2,-36,5.26,5.63,2B,germaes01
376,Franklyn German,22,DET,AL,7,0,0,6.2,2,1,1,0,0,1.000,,,2.70,0.29,P,germafr01
377,Jason Giambi,31,NYY,AL,92,92,67,781.2,800,761,35,4,53,.995,1,2,9.17,8.65,1B,giambja01
378,Jeremy Giambi,27,TOT,MLB,81,80,39,612.1,271,258,8,5,16,.982,-8,-16,3.91,3.28,OF-1B,giambje01
379,Jay Gibbons,25,BAL,AL,119,119,97,1030.2,407,382,23,2,28,.995,-3,-3,3.54,3.32,OF-1B,gibboja01
380,Benji Gil,29,ANA,AL,49,34,21,294.1,187,90,93,4,22,.979,6,24,5.60,3.66,2B-SS-1B,gilbe01
381,Geronimo Gil,26,BAL,AL,125,122,103,1068.2,804,740,60,4,14,.995,3,3,6.74,6.40,C,gilge01
382,Brian Giles,31,PIT,NL,151,150,134,1290.2,264,244,13,7,5,.973,-14,-13,1.79,1.70,OF,gilesbr02
383,Marcus Giles,24,ATL,NL,60,53,42,487.0,284,124,152,8,37,.972,1,1,5.10,4.60,2B-3B,gilesma01
384,Keith Ginter,26,TOT,NL,25,22,22,201.1,62,23,36,3,4,.952,1,3,2.64,2.27,3B-SS,ginteke01
385,Matt Ginter,24,CHW,AL,33,0,0,54.1,6,4,2,0,1,1.000,,,0.99,0.18,P,gintema01
386,Charles Gipson,29,SEA,AL,74,18,14,254.1,71,66,3,2,1,.972,1,4,2.44,0.90,OF-3B,gipsoch01
387,Joe Girardi,37,CHC,NL,88,67,53,615.2,603,554,43,6,6,.990,0,0,8.73,6.78,C,girarjo01
388,Doug Glanville,31,PHI,NL,117,95,88,891.1,227,220,7,0,4,1.000,2,2,2.29,1.94,OF,glanvdo01
389,Troy Glaus,25,ANA,AL,156,153,138,1337.1,404,102,282,20,31,.950,7,6,2.58,2.43,3B-SS,glaustr01
390,Tom Glavine,36,ATL,NL,36,36,2,224.2,71,22,49,0,3,1.000,,,2.84,1.97,P,glavito02
391,Ross Gload,26,COL,NL,6,2,2,24.2,24,20,4,0,1,1.000,-1,-24,8.76,4.00,1B-OF,gloadro01
392,Gary Glover,25,CHW,AL,41,22,0,138.1,29,10,19,0,0,1.000,,,1.89,0.71,P,glovega01
393,Wayne Gomes,29,BOS,AL,20,0,0,21.1,1,0,0,1,0,.000,,,0.00,0.00,P,gomeswa01
394,Alexis Gomez,23,KCR,AL,2,2,1,15.0,5,4,1,0,1,1.000,0,0,3.00,2.50,OF,gomezal01
395,Chris Gomez,31,TBD,AL,130,128,118,1114.1,597,229,356,12,94,.980,-2,-2,4.72,4.50,SS,gomezch02
396,Alex Gonzalez,29,CHC,NL,142,139,137,1236.0,601,220,360,21,84,.965,-14,-13,4.22,4.08,SS,gonzaal01
397,Alex Gonzalez,25,FLA,NL,42,41,36,348.1,188,72,113,3,32,.984,2,7,4.78,4.40,SS,gonzaal02
398,Juan Gonzalez,32,TEX,AL,62,61,48,515.2,127,117,9,1,1,.992,-3,-8,2.20,2.03,OF,gonzaju03
399,Luis Gonzalez,34,ARI,NL,146,143,130,1246.1,260,252,4,4,1,.985,-4,-4,1.85,1.75,OF,gonzalu01
400,Raul Gonzalez,28,TOT,NL,30,22,16,203.1,56,54,2,0,0,1.000,-2,-11,2.48,1.87,OF,gonzara01
401,Wiki Gonzalez,28,SDP,NL,54,52,43,442.2,400,367,27,6,4,.985,-1,-3,8.01,7.30,C,gonzawi01
402,Tom Goodwin,33,SFG,NL,53,31,25,309.1,99,98,0,1,0,.990,6,23,2.85,1.85,OF,goodwto01
403,Tom Gordon,34,TOT,NL,34,0,0,42.2,8,1,6,1,1,.875,,,1.48,0.21,P,gordoto01
404,Jason Grabowski,26,OAK,AL,4,3,2,27.0,6,6,0,0,0,1.000,0,4,2.00,1.50,OF,graboja01
405,Mark Grace,38,ARI,NL,99,70,66,683.0,690,649,34,7,58,.990,4,6,9.00,6.90,1B-P,gracema01
406,Tony Graffanino,30,CHW,AL,64,55,46,501.2,213,65,138,10,23,.953,-1,-3,3.64,2.99,3B-2B-SS,graffto01
407,Danny Graves,28,CIN,NL,68,4,0,98.2,33,13,20,0,0,1.000,,,3.01,0.49,P,graveda01
408,Shawn Green,29,LAD,NL,156,156,150,1388.2,342,333,7,2,3,.994,13,11,2.20,2.18,OF,greensh01
409,Todd Greene,31,TEX,AL,31,22,13,198.0,202,179,20,3,13,.985,-2,-12,9.05,6.42,C-1B-OF,greento02
410,Rusty Greer,33,TEX,AL,27,25,19,227.0,46,44,0,2,0,.957,-3,-15,1.74,1.63,OF-1B,greerru01
411,Seth Greisinger,26,DET,AL,8,8,0,37.2,8,2,6,0,0,1.000,,,1.91,1.00,P,greisse01
412,Ben Grieve,26,TBD,AL,118,117,111,1039.1,258,249,6,3,2,.988,-8,-9,2.21,2.16,OF,grievbe01
413,Ken Griffey Jr.,32,CIN,NL,55,51,42,435.2,103,96,4,3,1,.971,-10,-28,2.07,1.82,OF,griffke02
414,Jason Grimsley,34,KCR,AL,70,0,0,71.1,17,6,10,1,1,.941,,,2.02,0.23,P,grimsja01
415,Marquis Grissom,35,LAD,NL,102,75,63,740.1,178,169,5,4,0,.978,-1,-2,2.12,1.71,OF,grissma02
416,Buddy Groom,36,BAL,AL,70,0,0,62.0,7,3,4,0,0,1.000,,,1.02,0.10,P,groombu01
417,Mark Grudzielanek,32,LAD,NL,147,145,110,1226.1,626,253,366,7,76,.989,8,8,4.54,4.21,2B,grudzma01
418,Kevin Gryboski,28,ATL,NL,57,0,0,51.2,6,2,4,0,0,1.000,,,1.05,0.11,P,gryboke01
419,Eddie Guardado,31,MIN,AL,68,0,0,67.2,10,2,8,0,0,1.000,,,1.33,0.15,P,guarded01
420,Vladimir Guerrero,27,MON,NL,161,160,147,1408.2,322,298,14,10,4,.969,4,3,1.99,1.94,OF,guerrvl01
421,Wilton Guerrero,27,TOT,NL,40,19,13,206.1,90,40,47,3,10,.967,-3,-15,3.79,2.12,2B-OF-3B-SS,guerrwi01
422,Aaron Guiel,29,KCR,AL,61,53,49,492.0,125,114,5,6,1,.952,-6,-13,2.18,1.95,OF,guielaa01
423,Carlos Guillen,26,SEA,AL,130,127,117,1113.0,522,200,304,18,68,.966,-5,-5,4.08,3.88,SS,guillca01
424,Jose Guillen,26,TOT,NL,64,55,39,494.0,105,99,5,1,0,.990,-1,-2,1.89,1.63,OF,guilljo01
425,Mark Guthrie,36,NYM,NL,68,0,0,48.0,7,1,6,0,0,1.000,,,1.31,0.10,P,guthrma01
426,Ricky Gutierrez,32,CLE,AL,93,92,84,797.1,455,167,277,11,66,.976,-9,-13,5.01,4.77,2B,gutieri01
427,Cristian Guzman,24,MIN,AL,147,143,133,1262.2,619,247,360,12,84,.981,-2,-2,4.33,4.13,SS,guzmacr01
428,Luther Hackman,27,STL,NL,43,6,0,81.0,13,1,11,1,1,.923,,,1.33,0.28,P,hackmlu01
429,Travis Hafner,25,TEX,AL,3,3,2,22.0,11,7,3,1,0,.909,0,-5,4.09,3.33,1B,hafnetr01
430,Jerry Hairston,26,BAL,AL,119,118,111,1043.2,608,232,365,11,75,.982,3,3,5.15,5.02,2B,hairsje02
431,John Halama,30,SEA,AL,31,10,0,101.0,30,8,20,2,1,.933,,,2.50,0.90,P,halamjo01
432,Bill Hall,22,MIL,NL,15,9,8,91.0,41,17,22,2,5,.951,-1,-18,3.86,2.60,SS-3B,hallbi03
433,Toby Hall,26,TBD,AL,83,83,82,737.1,546,506,34,6,5,.989,2,3,6.59,6.51,C,hallto02
434,Roy Halladay,25,TOR,AL,34,34,2,239.1,65,22,41,2,1,.969,,,2.37,1.85,P,hallaro01
435,Shane Halter,32,DET,AL,120,110,103,978.1,502,172,309,21,49,.958,2,2,4.42,3.88,SS-3B-OF-2B-1B,haltesh01
436,Joey Hamilton,31,CIN,NL,39,17,0,124.2,24,7,14,3,0,.875,,,1.52,0.54,P,hamiljo02
