Rk,Name,Age,Tm,Lg,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,RF/9,RF/G,Pos Summary,Name-additional
17,Armando Almanza,26,FLA,NL,14,0,0,15.2,2,0,2,0,1,1.000,,,1.15,0.14,P,almanar01
18,Carlos Almanzar,25,SDP,NL,28,0,0,37.1,7,2,3,2,1,.714,,,1.21,0.18,P,almanca01
19,Hector Almonte,23,FLA,NL,15,0,0,15.0,4,1,3,0,1,1.000,,,2.40,0.27,P,almonhe01
20,Roberto Alomar,31,CLE,AL,156,154,126,1306.1,742,270,466,6,102,.992,8,7,5.07,4.72,2B,alomaro01
21,Sandy Alomar,33,CLE,AL,35,35,31,296.0,274,257,10,7,2,.974,-4,-16,8.12,7.63,C,alomasa02
22,Gabe Alvarez,25,DET,AL,7,3,2,31.0,4,3,1,0,0,1.000,0,15,1.16,0.57,OF-3B,alvarga01
23,Juan Alvarez,25,ANA,AL,8,0,0,3.0,2,0,2,0,0,1.000,,,6.00,0.25,P,alvarju01
24,Wilson Alvarez,29,TBD,AL,28,28,1,160.0,29,2,24,3,1,.897,,,1.46,0.93,P,alvarwi01
25,Rich Amaral,37,BAL,AL,55,21,18,237.0,72,70,2,0,1,1.000,6,32,2.73,1.31,OF-1B-2B-3B,amarari01
26,Brady Anderson,35,BAL,AL,136,134,126,1178.0,312,308,3,1,1,.997,-1,-1,2.38,2.29,OF,anderbr01
27,Brian Anderson,27,ARI,NL,31,19,2,130.0,48,10,36,2,1,.958,,,3.18,1.48,P,anderbr02
28,Garret Anderson,27,ANA,AL,153,152,150,1342.1,416,406,7,3,1,.993,4,4,2.77,2.70,OF,anderga01
29,Jimmy Anderson,23,PIT,NL,13,4,0,29.1,6,1,5,0,2,1.000,,,1.84,0.46,P,anderji02
30,Marlon Anderson,25,PHI,NL,121,121,57,925.2,529,234,284,11,59,.979,2,3,5.04,4.28,2B,anderma02
31,Matt Anderson,22,DET,AL,37,0,0,38.0,1,0,1,0,0,1.000,,,0.24,0.03,P,anderma01
32,Shane Andrews,27,TOT,NL,110,92,77,854.2,351,167,168,16,27,.954,0,-1,3.53,2.79,3B-1B,andresh01
33,Rick Ankiel,19,STL,NL,9,5,0,33.0,2,2,0,0,0,1.000,,,0.55,0.22,P,ankieri01
34,Kevin Appier,31,TOT,AL,34,34,1,209.0,35,13,21,1,2,.971,,,1.46,1.00,P,appieke01
35,Alex Arias,31,PHI,NL,95,88,76,771.0,332,120,208,4,43,.988,-9,-14,3.83,3.35,SS-2B-3B,ariasal01
36,George Arias,27,SDP,NL,50,45,31,379.1,136,35,93,8,4,.941,-1,-2,3.04,2.56,3B,ariasge01
37,Tony Armas,21,MON,NL,1,1,0,6.0,1,1,0,0,0,1.000,,,1.50,1.00,P,armasto02
38,Jamie Arnold,25,LAD,NL,36,3,0,69.0,24,4,18,2,5,.917,,,2.87,0.61,P,arnolja01
39,Rolando Arrojo,33,TBD,AL,24,24,2,140.2,32,13,19,0,3,1.000,,,2.05,1.33,P,arrojro01
40,Andy Ashby,31,SDP,NL,31,31,4,206.0,51,14,35,2,4,.961,,,2.14,1.58,P,ashbyan01
41,Paul Assenmacher,38,CLE,AL,55,0,0,33.0,5,1,4,0,1,1.000,,,1.36,0.09,P,assenpa01
42,Pedro Astacio,30,COL,NL,34,34,7,232.0,45,16,25,4,3,.911,,,1.59,1.21,P,astacpe01
43,Rich Aurilia,27,SFG,NL,150,146,130,1281.0,657,218,411,28,97,.957,-4,-4,4.42,4.19,SS,aurilri01
44,Brad Ausmus,30,DET,AL,127,121,119,1080.2,812,754,56,2,5,.998,9,10,6.75,6.38,C,ausmubr01
45,Bruce Aven,27,FLA,NL,102,84,63,735.0,188,181,4,3,1,.984,1,2,2.27,1.81,OF,avenbr01
46,Steve Avery,29,CIN,NL,19,19,0,96.0,21,4,16,1,0,.952,,,1.88,1.05,P,averyst01
47,Bobby Ayala,29,TOT,NL,66,0,0,82.0,24,8,12,4,1,.833,,,2.20,0.30,P,ayalabo01
48,Manny Aybar,27,STL,NL,65,1,0,97.0,16,5,11,0,0,1.000,,,1.48,0.25,P,aybarma01
49,Carlos Baerga,30,TOT,MLB,45,29,21,282.1,95,34,58,3,13,.968,-7,-30,2.93,1.88,3B-2B-1B,baergca01
50,Jeff Bagwell,31,HOU,NL,161,158,146,1401.2,1451,1336,107,8,141,.994,3,2,9.27,8.96,1B,bagweje01
51,Paul Bako,27,HOU,NL,71,63,46,551.0,502,461,35,6,10,.988,4,9,8.10,6.99,C,bakopa01
52,James Baldwin,27,CHW,AL,35,33,1,199.1,35,12,21,2,0,.943,,,1.49,0.94,P,baldwja01
53,John Bale,25,TOR,AL,1,0,0,2.0,0,0,0,0,0,,,,0.00,0.00,P,balejo01
54,Brian Banks,28,MIL,NL,85,43,31,458.2,409,370,34,5,21,.988,-6,-16,7.93,4.54,1B-C-OF,banksbr01
55,Rod Barajas,23,ARI,NL,5,5,5,45.0,31,30,1,0,0,1.000,0,0,6.20,6.20,C,barajro01
56,Brian Barber,26,KCR,AL,8,3,0,18.2,4,1,3,0,0,1.000,,,1.93,0.50,P,barbebr02
57,Glen Barker,28,HOU,NL,57,10,6,200.2,53,50,2,1,1,.981,5,30,2.33,0.91,OF,barkegl01
58,Kevin Barker,23,MIL,NL,31,29,19,245.1,273,254,18,1,19,.996,-2,-10,9.98,8.77,1B,barkeke01
59,Richie Barker,26,CHC,NL,5,0,0,5.0,1,1,0,0,0,1.000,,,1.80,0.20,P,barkeri01
60,Michael Barrett,22,MON,NL,121,114,70,951.1,518,374,130,14,6,.973,-15,-19,4.77,3.97,3B-C-SS,barremi01
61,Jeff Barry,29,COL,NL,56,37,29,359.2,94,90,4,0,0,1.000,-7,-22,2.35,1.68,OF,barryje01
62,Kimera Bartee,26,DET,AL,38,20,15,204.0,68,67,0,1,0,.985,8,49,2.96,1.76,OF,barteki01
63,Miguel Batista,28,MON,NL,39,17,2,134.2,27,5,20,2,1,.926,,,1.67,0.64,P,batismi01
64,Tony Batista,25,TOT,ZZ,141,136,130,1207.2,679,225,438,16,99,.976,9,9,4.94,4.70,SS,batisto01
65,Howard Battle,27,ATL,NL,6,0,0,23.0,6,2,4,0,0,1.000,1,42,2.35,1.00,3B,battlho01
66,Danny Bautista,27,FLA,NL,60,47,34,414.0,146,140,3,3,0,.979,4,10,3.11,2.38,OF,bautida01
67,Rod Beck,30,TOT,ZZ,43,0,0,44.0,11,5,6,0,0,1.000,,,2.25,0.26,P,beckro01
68,Rich Becker,27,TOT,ZZ,89,56,30,537.0,138,128,7,3,2,.978,0,-1,2.26,1.52,OF,beckeri01
69,Tim Belcher,37,ANA,AL,24,24,0,132.1,28,11,15,2,1,.929,,,1.77,1.08,P,belchti01
70,Stan Belinda,32,CIN,NL,29,0,0,42.2,5,0,5,0,0,1.000,,,1.05,0.17,P,belinst01
71,David Bell,26,SEA,AL,156,152,141,1328.0,773,329,427,17,120,.978,-6,-5,5.12,4.75,2B-1B-SS,bellda01
72,Derek Bell,30,HOU,NL,126,123,117,1105.0,199,192,4,3,1,.985,-2,-2,1.60,1.56,OF,bellde01
73,Jay Bell,33,ARI,NL,148,145,134,1297.1,682,320,340,22,86,.968,0,0,4.58,4.43,2B-SS,bellja01
74,Albert Belle,32,BAL,AL,154,154,136,1340.0,273,252,17,4,2,.985,-18,-16,1.81,1.75,OF,belleal01
75,Ronnie Belliard,24,MIL,NL,121,114,109,1020.2,596,250,333,13,75,.978,3,3,5.14,4.82,2B-SS-3B,belliro01
76,Clay Bellinger,30,NYY,AL,27,10,7,111.0,41,23,18,0,2,1.000,2,26,3.32,1.46,3B-OF-1B-2B-SS,bellicl01
77,Carlos Beltrán,22,KCR,AL,154,154,150,1352.2,423,395,16,12,2,.972,20,18,2.73,2.67,OF,beltrca01
78,Rigo Beltran,29,TOT,NL,33,0,0,42.0,10,3,7,0,1,1.000,,,2.14,0.30,P,beltrri01
79,Adrián Beltré,20,LAD,NL,152,149,139,1320.2,424,121,274,29,24,.932,13,12,2.69,2.60,3B,beltrad01
80,Marvin Benard,28,SFG,NL,142,127,110,1155.0,332,323,5,4,1,.988,-17,-18,2.56,2.31,OF,benarma01
81,Alan Benes,27,STL,NL,2,0,0,2.0,1,1,0,0,0,1.000,,,4.50,0.50,P,benesal01
82,Andy Benes,31,ARI,NL,33,32,0,198.1,30,13,15,2,1,.933,,,1.27,0.85,P,benesan01
83,Armando Benitez,26,NYM,NL,77,0,0,78.0,8,2,6,0,0,1.000,,,0.92,0.10,P,benitar01
84,Mike Benjamin,33,PIT,NL,108,93,84,849.0,504,162,334,8,82,.984,15,21,5.26,4.47,SS-2B-3B,benjami01
85,Gary Bennett,27,PHI,NL,32,19,14,184.2,139,129,6,4,0,.971,-3,-19,6.58,4.22,C,bennega01
86,Joel Bennett,29,PHI,NL,5,3,0,17.0,5,2,3,0,0,1.000,,,2.65,1.00,P,bennejo02
87,Shayne Bennett,27,MON,NL,5,1,0,11.1,0,0,0,0,0,,,,0.00,0.00,P,bennesh01
88,Kris Benson,24,PIT,NL,31,31,2,196.2,44,15,27,2,6,.955,,,1.92,1.35,P,bensokr01
89,Jason Bere,28,TOT,NL,17,14,0,66.2,10,1,8,1,1,.900,,,1.22,0.53,P,bereja01
90,Dave Berg,28,FLA,NL,83,65,56,603.1,306,103,195,8,31,.974,8,16,4.45,3.39,SS-2B-3B-OF,bergda01
91,Peter Bergeron,21,MON,NL,13,12,4,98.1,30,27,2,1,1,.967,4,54,2.65,2.23,OF,bergepe01
92,Sean Bergman,29,TOT,NL,25,16,2,105.1,14,4,10,0,1,1.000,,,1.20,0.56,P,bergmse01
93,Lance Berkman,23,HOU,NL,27,21,13,204.2,45,43,0,2,1,.956,2,12,1.89,1.54,OF-1B,berkmla01
94,Geronimo Berroa,34,TOR,AL,2,2,1,16.0,4,4,0,0,0,1.000,1,75,2.25,2.00,OF,berroge01
95,Sean Berry,33,MIL,NL,64,57,36,472.0,470,438,27,5,50,.989,-9,-22,8.87,7.27,1B,berryse01
96,Dante Bichette,35,COL,NL,144,144,111,1233.0,268,238,17,13,3,.951,-34,-33,1.86,1.77,OF,bicheda01
97,Craig Biggio,33,HOU,NL,157,156,140,1376.2,808,365,431,12,117,.985,7,6,5.20,4.94,2B-OF,biggicr01
98,Brent Billingsley,24,FLA,NL,8,0,0,7.2,1,1,0,0,1,1.000,,,1.17,0.13,P,billibr01
99,Willie Blair,33,DET,AL,39,16,0,134.0,21,6,15,0,0,1.000,,,1.41,0.54,P,blairwi01
100,Casey Blake,25,TOR,AL,14,8,7,90.2,35,12,23,0,4,1.000,-1,-9,3.47,2.50,3B,blakeca01
101,Henry Blanco,27,COL,NL,87,78,67,694.1,625,562,58,5,12,.992,9,16,8.04,7.13,C-OF,blanche01
102,Jeff Blauser,33,CHC,NL,60,40,29,367.2,171,70,94,7,16,.959,-1,-4,4.01,2.48,2B-SS-3B-OF,blausje01
103,Mike Blowers,34,SEA,AL,18,11,8,100.2,86,74,11,1,15,.988,0,2,7.60,4.72,1B-3B,blowemi01
104,Geoff Blum,26,MON,NL,44,40,30,327.0,141,47,84,10,11,.929,-8,-28,3.61,2.98,SS-2B,blumge01
105,Doug Bochtler,28,LAD,NL,12,0,0,13.0,4,1,3,0,0,1.000,,,2.77,0.33,P,bochtdo01
106,Brian Boehringer,30,SDP,NL,33,11,0,94.1,18,8,9,1,0,.944,,,1.62,0.52,P,boehrbr01
107,Tim Bogar,32,HOU,NL,100,83,73,761.0,416,130,277,9,66,.978,4,7,4.81,3.95,SS-3B-2B,bogarti01
108,Wade Boggs,41,TBD,AL,78,75,46,603.0,186,77,100,9,17,.952,-13,-26,2.64,2.24,3B-1B-P,boggswa01
109,Brian Bohanon,30,COL,NL,33,33,3,197.1,37,7,29,1,2,.973,,,1.64,1.09,P,bohanbr01
110,Barry Bonds,34,SFG,NL,96,95,69,795.1,184,177,4,3,2,.984,-4,-6,2.05,1.89,OF,bondsba01
111,Ricky Bones,30,BAL,AL,30,2,0,43.2,4,2,2,0,0,1.000,,,0.82,0.13,P,bonesri01
112,Bobby Bonilla,36,NYM,NL,29,25,11,184.0,65,59,4,2,2,.969,-7,-45,3.08,2.17,OF-1B,bonilbo01
113,Aaron Boone,26,CIN,NL,136,129,107,1124.0,360,87,258,15,19,.958,12,13,2.76,2.43,3B-SS,booneaa01
114,Bret Boone,30,ATL,NL,151,144,136,1296.2,707,270,424,13,78,.982,-9,-8,4.82,4.60,2B,boonebr01
115,Pedro Borbon,31,LAD,NL,70,0,0,50.2,8,2,6,0,0,1.000,,,1.42,0.11,P,borbope02
116,Pat Borders,36,TOT,AL,9,6,4,57.0,44,39,3,2,0,.955,-2,-42,6.63,4.67,C-3B,bordepa01
117,Mike Bordick,33,BAL,AL,159,155,145,1355.0,797,277,511,9,132,.989,20,18,5.23,4.96,SS,bordimi01
118,Dave Borkowski,22,DET,AL,17,12,0,76.2,21,7,10,4,1,.810,,,2.00,1.00,P,borkoda01
119,Ricky Bottalico,29,STL,NL,68,0,0,73.1,13,4,9,0,2,1.000,,,1.60,0.19,P,bottari01
120,Kent Bottenfield,30,STL,NL,31,31,0,190.1,40,10,30,0,3,1.000,,,1.89,1.29,P,botteke01
121,Rafael Bournigal,33,SEA,AL,52,27,17,265.2,146,59,84,3,23,.979,0,0,4.84,2.65,SS-2B-3B-OF,bournra01
122,Micah Bowie,24,TOT,NL,14,11,0,51.0,7,0,6,1,0,.857,,,1.06,0.43,P,bowiemi01
123,Jason Boyd,26,PIT,NL,4,0,0,5.1,1,1,0,0,0,1.000,,,1.69,0.25,P,boydja02
124,Chad Bradford,24,CHW,AL,3,0,0,3.2,4,1,3,0,0,1.000,,,9.82,1.33,P,bradfch01
125,Darren Bragg,29,STL,NL,88,69,49,633.1,165,155,7,3,1,.982,2,5,2.30,1.84,OF,braggda01
126,Jeff Brantley,35,PHI,NL,10,0,0,8.2,1,0,1,0,0,1.000,,,1.04,0.10,P,brantje01
127,Russell Branyan,23,CLE,AL,8,7,3,56.0,25,6,18,1,0,.960,0,9,3.86,3.00,3B,branyru01
128,Billy Brewer,31,PHI,NL,25,0,0,25.2,1,0,1,0,0,1.000,,,0.35,0.04,P,brewebi01
129,Doug Brocail,32,DET,AL,70,0,0,82.0,17,11,6,0,1,1.000,,,1.87,0.24,P,brocado01
130,Chris Brock,29,SFG,NL,19,19,0,106.2,21,11,9,1,2,.952,,,1.69,1.05,P,brockch01
131,Rico Brogna,29,PHI,NL,157,155,144,1352.1,1370,1240,123,7,119,.995,4,4,9.07,8.68,1B,brognri01
132,Scott Brosius,32,NYY,AL,132,130,127,1150.2,339,87,239,13,20,.962,7,8,2.55,2.47,3B,brosisc01
133,Jim Brower,26,CLE,AL,9,2,0,25.2,3,1,2,0,0,1.000,,,1.05,0.33,P,broweji01
134,Adrian Brown,25,PIT,NL,96,47,40,513.1,118,111,3,4,2,.966,-7,-16,2.00,1.19,OF,brownad01
135,Brant Brown,28,PIT,NL,87,81,33,624.2,197,187,7,3,2,.985,-11,-20,2.80,2.18,OF-1B,brownbr01
136,Dee Brown,21,KCR,AL,3,3,3,26.0,14,12,1,1,0,.929,1,28,4.50,4.33,OF,brownde02
137,Emil Brown,24,PIT,NL,6,3,3,32.0,8,8,0,0,0,1.000,1,38,2.25,1.33,OF,brownem01
138,Kevin Brown,34,LAD,NL,35,35,5,252.1,93,41,46,6,2,.935,,,3.10,2.49,P,brownke01
139,Kevin Brown,26,TOR,AL,2,2,2,18.0,11,10,1,0,0,1.000,0,0,5.50,5.50,C,brownke04
140,Roosevelt Brown,23,CHC,NL,18,14,4,117.0,22,20,1,1,0,.955,-3,-26,1.62,1.17,OF,brownro02
141,Mark Brownson,24,COL,NL,7,7,0,29.2,7,1,5,1,0,.857,,,1.82,0.86,P,brownma04
142,Jacob Brumfield,34,TOT,ZZ,64,46,45,462.0,145,137,5,3,0,.979,5,13,2.77,2.22,OF,brumfja01
143,Will Brunson,29,DET,AL,17,0,0,12.0,3,0,3,0,1,1.000,,,2.25,0.18,P,brunswi01
144,Mike Buddie,28,NYY,AL,2,0,0,2.0,1,1,0,0,0,1.000,,,4.50,0.50,P,buddimi01
145,Damon Buford,29,BOS,AL,84,76,70,683.0,198,189,6,3,2,.985,8,14,2.57,2.32,OF,buforda01
146,Jay Buhner,34,SEA,AL,86,84,65,703.0,144,136,7,1,3,.993,-6,-11,1.83,1.66,OF-1B,buhneja01
147,Kirk Bullinger,29,BOS,AL,4,0,0,2.0,3,1,2,0,1,1.000,,,13.50,0.75,P,bulliki01
148,Melvin Bunch,27,SEA,AL,5,1,0,10.0,2,0,2,0,0,1.000,,,1.80,0.40,P,bunchme01
149,Dave Burba,32,CLE,AL,34,34,1,220.0,50,20,29,1,4,.980,,,2.00,1.44,P,burbada01
150,John Burkett,34,TEX,AL,30,25,0,147.1,25,7,18,0,2,1.000,,,1.53,0.83,P,burkejo03
151,Ellis Burks,34,SFG,NL,107,106,63,864.2,215,210,3,2,2,.991,-7,-10,2.22,1.99,OF,burksel01
152,A.J. Burnett,22,FLA,NL,7,7,0,41.1,8,2,5,1,0,.875,,,1.52,1.00,P,burnea.01
153,Jeromy Burnitz,30,MIL,NL,127,127,113,1109.1,275,262,8,5,2,.982,-5,-5,2.19,2.13,OF,burnije01
154,Mike Busby,26,STL,NL,15,0,0,17.2,3,1,2,0,1,1.000,,,1.53,0.20,P,busbymi01
155,Homer Bush,26,TOR,AL,127,125,123,1110.2,666,246,404,16,86,.976,8,9,5.27,5.12,2B-SS,bushho01
156,Rich Butler,26,TBD,AL,6,5,5,45.0,8,8,0,0,0,1.000,1,21,1.60,1.33,OF,butleri01
157,Rob Butler,29,TOR,AL,2,1,1,9.0,1,1,0,0,0,1.000,-1,-67,1.00,0.50,OF,butlero01
158,Paul Byrd,28,PHI,NL,32,32,1,199.2,41,10,25,6,3,.854,,,1.58,1.09,P,byrdpa01
159,Tim Byrdak,25,KCR,AL,33,0,0,24.2,8,2,6,0,1,1.000,,,2.92,0.24,P,byrdati01
160,Jolbert Cabrera,26,CLE,AL,22,6,4,83.1,31,26,4,1,1,.968,1,12,3.24,1.36,OF-2B,cabrejo02
161,Jose Cabrera,27,HOU,NL,26,0,0,29.1,2,0,2,0,0,1.000,,,0.61,0.08,P,cabrejo01
162,Orlando Cabrera,24,MON,NL,102,100,93,870.0,485,186,289,10,61,.979,3,5,4.91,4.66,SS,cabreor01
163,Miguel Cairo,25,TBD,AL,117,114,106,994.0,637,251,377,9,102,.986,-2,-2,5.69,5.37,2B,cairomi01
164,Mickey Callaway,24,TBD,AL,5,4,0,19.1,4,0,4,0,0,1.000,,,1.86,0.80,P,callami01
165,Mike Cameron,26,CIN,NL,146,142,130,1260.2,387,372,7,8,3,.979,24,23,2.71,2.60,OF,camermi01
166,Ken Caminiti,36,HOU,NL,75,73,59,629.0,205,52,139,14,17,.932,-4,-7,2.73,2.55,3B,caminke01
167,Robinson Cancel,23,MIL,NL,15,12,6,105.1,98,84,12,2,2,.980,-1,-11,8.20,6.40,C,cancero01
168,Tom Candiotti,42,TOT,AL,18,13,0,71.1,14,1,12,1,1,.929,,,1.64,0.72,P,candito01
169,John Cangelosi,36,COL,NL,1,0,0,2.0,1,1,0,0,0,1.000,0,-180,4.50,1.00,OF,cangejo01
170,Jay Canizaro,25,SFG,NL,4,2,1,18.0,7,2,5,0,1,1.000,0,-27,3.50,1.75,2B,canizja01
171,Jose Canseco,34,TBD,AL,6,6,3,41.1,8,7,1,0,0,1.000,-1,-20,1.74,1.33,OF,cansejo01
172,Dan Carlson,29,ARI,NL,2,0,0,4.0,0,0,0,0,0,,,,0.00,0.00,P,carlsda01
173,Buddy Carlyle,21,SDP,NL,7,7,0,37.2,3,0,3,0,1,1.000,,,0.72,0.43,P,carlybu01
174,Rafael Carmona,27,SEA,AL,9,0,0,11.1,2,1,0,1,0,.500,,,0.79,0.11,P,carmora01
175,Chris Carpenter,24,TOR,AL,24,24,4,150.0,26,10,15,1,3,.962,,,1.50,1.04,P,carpech01
176,Hector Carrasco,29,MIN,AL,39,0,0,49.0,6,5,0,1,0,.833,,,0.92,0.13,P,carrahe01
177,Lance Carter,24,KCR,AL,6,0,0,5.1,1,0,1,0,0,1.000,,,1.69,0.17,P,cartela02
178,Mike Caruso,22,CHW,AL,132,125,117,1114.2,555,183,348,24,86,.957,-10,-11,4.29,4.02,SS,carusmi01
179,Sean Casey,24,CIN,NL,148,147,131,1297.0,1250,1189,55,6,109,.995,2,2,8.63,8.41,1B,caseyse01
180,Vinny Castilla,31,COL,NL,157,155,146,1351.1,413,96,298,19,32,.954,3,2,2.62,2.51,3B,castivi02
181,Alberto Castillo,29,STL,NL,91,74,52,660.1,557,514,38,5,10,.991,8,15,7.52,6.07,C,castial01
182,Carlos Castillo,24,CHW,AL,18,2,0,41.0,6,1,5,0,0,1.000,,,1.32,0.33,P,castica02
183,Luis Castillo,23,FLA,NL,126,122,114,1068.1,615,257,343,15,75,.976,-4,-4,5.05,4.76,2B,castilu01
184,Juan Castro,27,LAD,NL,2,0,0,4.1,5,1,4,0,1,1.000,0,55,10.38,2.50,2B-SS,castrju01
185,Ramon Castro,23,FLA,NL,24,22,18,179.2,123,105,17,1,1,.992,3,20,6.11,5.08,C,castrra01
186,Frank Catalanotto,25,DET,AL,82,61,52,560.1,355,252,98,5,40,.986,-2,-4,5.62,4.12,1B-2B-3B,catalfr01
187,Mike Cather,28,ATL,NL,4,0,0,2.2,1,0,1,0,0,1.000,,,3.38,0.25,P,cathemi01
188,Domingo Cedeno,30,TOT,MLB,41,25,17,249.2,129,38,86,5,17,.961,1,4,4.47,2.95,SS-2B-3B,cedendo01
189,Roger Cedeno,24,NYM,NL,149,115,88,1059.2,268,256,9,3,2,.989,-11,-13,2.25,1.77,OF-2B,cedenro01
190,Norm Charlton,36,TBD,AL,42,0,0,50.2,9,2,6,1,0,.889,,,1.42,0.19,P,charlno01
191,Eric Chavez,21,OAK,AL,105,98,80,849.1,233,69,155,9,13,.961,1,2,2.37,2.09,3B-SS,chaveer01
192,Robinson Checo,27,LAD,NL,9,2,0,15.2,0,0,0,0,0,,,,0.00,0.00,P,checoro01
193,Bruce Chen,22,ATL,NL,16,7,0,51.0,4,0,3,1,0,.750,,,0.53,0.19,P,chenbr01
194,Jin Ho Cho,23,BOS,AL,9,7,0,39.1,6,1,5,0,1,1.000,,,1.37,0.67,P,choji01
195,Bobby Chouinard,27,ARI,NL,32,0,0,40.1,9,2,6,1,1,.889,,,1.79,0.25,P,chouibo01
196,McKay Christensen,23,CHW,AL,27,15,15,146.1,53,50,0,3,0,.943,-2,-16,3.08,1.85,OF,chrismc01
197,Ryan Christenson,25,OAK,AL,104,73,60,692.0,223,213,3,7,1,.969,-2,-3,2.81,2.08,OF,chrisry01
198,Jason Christiansen,29,PIT,NL,39,0,0,37.2,7,0,7,0,1,1.000,,,1.67,0.18,P,chrisja01
199,Jeff Cirillo,29,MIL,NL,155,154,138,1338.1,451,124,312,15,35,.967,7,6,2.93,2.81,3B,cirilje01
200,Chris Clapinski,27,FLA,NL,19,11,10,111.2,43,17,23,3,5,.930,-1,-6,3.22,2.00,3B-SS-OF-2B,clapich01
201,Mark Clark,31,TEX,AL,15,15,0,74.1,8,3,4,1,1,.875,,,0.85,0.47,P,clarkma01
202,Tony Clark,27,DET,AL,132,130,125,1147.2,1221,1126,85,10,111,.992,5,5,9.50,9.17,1B,clarkto02
203,Will Clark,35,BAL,AL,63,62,55,532.1,620,575,42,3,54,.995,-2,-4,10.43,9.79,1B,clarkwi02
204,Royce Clayton,29,TEX,AL,133,133,125,1149.1,635,204,406,25,91,.961,6,6,4.78,4.59,SS,claytro01
205,Roger Clemens,36,NYY,AL,30,30,1,187.2,47,16,30,1,2,.979,,,2.21,1.53,P,clemero02
206,Matt Clement,24,SDP,NL,31,31,0,180.2,26,12,12,2,0,.923,,,1.20,0.77,P,clemema01
207,Edgard Clemente,23,COL,NL,49,39,31,348.2,106,101,2,3,1,.972,-3,-10,2.66,2.10,OF,clemeed02
208,Brad Clontz,28,PIT,NL,56,0,0,49.1,8,1,7,0,0,1.000,,,1.46,0.14,P,clontbr01
209,Ken Cloude,24,SEA,AL,31,6,0,72.1,12,3,9,0,0,1.000,,,1.49,0.39,P,cloudke01
210,Danny Clyburn,25,TBD,AL,24,18,16,164.2,42,39,3,0,1,1.000,2,14,2.30,1.75,OF,clybuda01
211,Mike Colangelo,22,ANA,AL,1,1,0,6.1,2,1,1,0,1,1.000,0,19,2.84,2.00,OF,colanmi01
212,Greg Colbrunn,29,ARI,NL,41,31,14,244.2,223,203,19,1,21,.996,-3,-13,8.17,5.41,1B-3B,colbrgr01
213,Michael Coleman,23,BOS,AL,2,1,0,14.0,0,0,0,0,0,,-1,-51,0.00,0.00,OF,colemmi01
214,Lou Collier,25,MIL,NL,48,25,11,248.0,103,42,56,5,7,.951,0,0,3.56,1.88,SS-OF-3B-2B,collilo01
215,Bartolo Colon,26,CLE,AL,32,32,1,205.0,53,20,31,2,4,.962,,,2.24,1.59,P,colonba01
216,David Cone,36,NYY,AL,31,31,1,193.1,20,7,12,1,1,.950,,,0.88,0.61,P,coneda01
217,Jeff Conine,33,BAL,AL,111,100,88,897.2,908,848,53,7,108,.992,3,5,9.03,7.77,1B-OF-3B,coninje01
218,Dennis Cook,36,NYM,NL,71,0,0,63.0,10,2,8,0,0,1.000,,,1.43,0.14,P,cookde01
