Rk,Name,Age,Tm,Lg,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,Rdrs,Rdrs/yr,Rgood,RF/9,RF/G,Pos Summary,Name-additional
197,Endy Chavez,26,MON,NL,127,122,117,1081.2,315,301,9,5,5,.984,15,16,24,26,2,2.58,2.44,OF,chaveen01
198,Eric Chavez,26,OAK,AL,125,125,118,1133.1,404,115,276,13,31,.968,15,16,11,11,1,3.11,3.10,3B-OF,chaveer01
199,Raul Chavez,31,HOU,NL,61,48,33,423.2,428,395,29,4,2,.991,1,3,3,8,2,9.01,6.95,C,chavera01
200,Bruce Chen,27,BAL,AL,8,7,1,47.2,11,4,7,0,1,1.000,,,1,4,0,2.08,1.38,P,chenbr01
201,Chin-Feng Chen,26,LAD,NL,3,1,0,16.0,8,8,0,0,0,1.000,1,105,2,150,0,4.50,2.67,OF,chench01
202,Randy Choate,28,ARI,NL,74,0,0,50.2,13,3,10,0,1,1.000,,,3,12,0,2.31,0.18,P,choatra01
203,Hee-Seop Choi,25,TOT,NL,112,98,85,867.2,941,881,51,9,78,.990,-6,-8,-5,-6,2,9.67,8.32,1B,choihe01
204,Jason Christiansen,34,SFG,NL,60,0,0,36.0,9,2,5,2,0,.778,,,0,0,0,1.75,0.12,P,chrisja01
205,Vinnie Chulk,25,TOR,AL,47,0,0,56.0,9,3,6,0,0,1.000,,,0,0,0,1.45,0.19,P,chulkvi01
206,Ryan Church,25,MON,NL,18,14,11,126.0,38,35,3,0,0,1.000,7,70,8,76,2,2.71,2.11,OF,churcry01
207,Alex Cintron,25,ARI,NL,148,142,126,1247.0,620,175,428,17,67,.973,7,7,1,1,3,4.35,3.94,SS-2B-3B,cintral01
208,Jeff Cirillo,34,SDP,NL,26,14,13,156.0,95,73,20,2,6,.979,-2,-15,-2,-15,0,5.37,3.58,3B-1B-2B-OF,cirilje01
209,Brady Clark,31,MIL,NL,133,86,79,868.2,257,248,5,4,3,.984,1,2,14,19,2,2.62,1.90,OF,clarkbr02
210,Howie Clark,30,TOR,AL,31,29,17,233.1,148,139,8,1,8,.993,-2,-10,9,46,2,5.67,4.59,OF-1B-2B-3B,clarkho02
211,Jermaine Clark,27,CIN,NL,9,6,4,55.0,18,14,4,0,1,1.000,0,7,-1,-21,0,2.95,1.80,OF-2B,clarkje02
212,Tony Clark,32,NYY,AL,99,64,62,623.2,656,603,49,4,64,.994,1,2,-2,-4,1,9.41,6.59,1B,clarkto02
213,Brandon Claussen,25,CIN,NL,14,14,0,66.0,6,1,5,0,0,1.000,,,-3,-9,0,0.82,0.43,P,clausbr01
214,Royce Clayton,34,COL,NL,144,140,132,1241.0,639,213,417,9,88,.986,-7,-7,-1,-1,1,4.57,4.38,SS,claytro01
215,Roger Clemens,41,HOU,NL,33,33,0,214.1,36,12,24,0,2,1.000,,,-4,-4,0,1.51,1.09,P,clemero02
216,Matt Clement,29,CHC,NL,30,30,0,181.0,40,16,21,3,3,.925,,,-5,-6,-1,1.84,1.23,P,clemema01
217,JD Closser,24,COL,NL,32,29,26,259.0,215,195,17,3,4,.986,-3,-14,-2,-9,-2,7.37,6.63,C,clossjd01
218,Greg Colbrunn,34,ARI,NL,2,1,1,9.0,8,7,1,0,0,1.000,0,27,0,0,0,8.00,4.00,1B,colbrgr01
219,Lou Collier,30,PHI,NL,9,4,2,39.0,4,3,1,0,1,1.000,0,3,-5,-153,0,0.92,0.44,OF-3B,collilo01
220,Jesus Colome,26,TBD,AL,33,0,0,41.1,9,2,7,0,0,1.000,,,2,10,0,1.96,0.27,P,colomje01
221,Bartolo Colon,31,ANA,AL,34,34,0,208.1,41,8,30,3,4,.927,,,2,2,0,1.64,1.12,P,colonba01
222,Roman Colon,24,ATL,NL,18,0,0,19.0,2,0,1,1,0,.500,,,0,0,0,0.47,0.06,P,colonro01
223,Steve Colyer,25,DET,AL,41,0,0,32.0,6,1,5,0,2,1.000,,,-1,-6,0,1.69,0.15,P,colyest01
224,Jeff Conine,38,FLA,NL,138,138,125,1199.0,707,647,55,5,49,.993,14,14,9,9,3,5.27,5.01,OF-1B,coninje01
225,Jason Conti,29,TEX,AL,21,14,12,132.2,45,45,0,0,0,1.000,-2,-19,-2,-18,0,3.05,2.14,OF,contija01
226,José Contreras,32,TOT,AL,31,31,0,170.1,21,7,12,2,0,.905,,,-3,-21,0,1.00,0.61,P,contrjo01
227,Aaron Cook,25,COL,NL,16,16,1,96.2,32,11,21,0,4,1.000,,,2,4,0,2.98,2.00,P,cookaa01
228,Brian Cooper,29,SFG,NL,5,2,0,13.1,2,1,1,0,0,1.000,,,0,0,0,1.35,0.40,P,coopebr01
229,Alex Cora,28,LAD,NL,138,122,110,1091.1,612,261,343,8,91,.987,5,5,-2,-2,2,4.98,4.38,2B,coraal01
230,Roy Corcoran,24,MON,NL,5,0,0,5.1,0,0,0,0,0,,,,0,0,,0.00,0.00,P,corcoro01
231,Chad Cordero,22,MON,NL,69,0,0,82.2,8,3,5,0,1,1.000,,,1,2,0,0.87,0.12,P,cordech01
232,Francisco Cordero,29,TEX,AL,67,0,0,71.2,14,6,8,0,2,1.000,,,0,0,0,1.76,0.21,P,cordefr01
233,Wil Cordero,32,FLA,NL,16,14,7,116.0,115,110,4,1,10,.991,0,-1,2,20,0,8.84,7.13,1B-OF,cordewi01
234,Mark Corey,29,PIT,NL,31,0,0,35.2,6,2,4,0,1,1.000,,,0,0,0,1.51,0.19,P,coreyma02
235,Lance Cormier,23,ARI,NL,17,5,0,45.1,5,1,4,0,0,1.000,,,0,0,0,0.99,0.29,P,cormila01
236,Rheal Cormier,37,PHI,NL,84,0,0,81.0,27,13,14,0,3,1.000,,,3,7,0,3.00,0.32,P,cormirh01
237,Nate Cornejo,24,DET,AL,5,5,0,25.2,9,2,7,0,2,1.000,,,1,8,0,3.16,1.80,P,cornena01
238,Kevin Correia,23,SFG,NL,12,1,0,19.0,3,2,1,0,0,1.000,,,-2,-21,0,1.42,0.25,P,correke01
239,Humberto Cota,25,PIT,NL,24,13,12,133.0,106,101,4,1,1,.991,-1,-9,-1,-9,-1,7.11,4.38,C,cotahu01
240,Neal Cotts,24,CHW,AL,56,1,0,65.1,10,1,8,1,1,.900,,,2,6,0,1.24,0.16,P,cottsne01
241,Craig Counsell,33,MIL,NL,130,128,123,1131.0,531,165,357,9,70,.983,5,6,4,4,0,4.15,4.02,SS-3B,counscr01
242,Jesse Crain,22,MIN,AL,22,0,0,27.0,6,2,3,1,1,.833,,,-1,-7,0,1.67,0.23,P,crainje01
243,Carl Crawford,22,TBD,AL,145,140,130,1235.0,357,350,5,2,1,.994,16,16,30,29,-4,2.59,2.45,OF,crawfca02
244,Joe Crede,26,CHW,AL,144,142,131,1235.0,346,91,243,12,23,.965,-9,-9,-8,-8,0,2.43,2.32,3B,credejo01
245,Cesar Crespo,25,BOS,AL,52,16,11,209.1,97,45,49,3,11,.969,1,3,5,28,-2,4.04,1.65,SS-2B-OF,crespce01
246,Jack Cressend,29,CLE,AL,11,0,0,15.2,5,3,2,0,0,1.000,,,0,0,0,2.87,0.45,P,cressja01
247,Coco Crisp,24,CLE,AL,128,121,113,1100.2,295,286,5,4,1,.986,4,5,14,15,2,2.38,2.27,OF,crispco01
248,Bobby Crosby,24,OAK,AL,151,151,145,1356.0,765,241,505,19,107,.975,-8,-7,6,5,2,4.95,4.94,SS,crosbbo01
249,Bubba Crosby,27,NYY,AL,45,8,7,146.1,37,36,0,1,0,.973,-3,-25,-2,-16,0,2.21,0.80,OF,crosbbu01
250,Jim Crowell,30,PHI,NL,4,0,0,3.0,0,0,0,0,0,,,,0,0,0,0.00,0.00,P,croweji01
251,Eric Crozier,25,TOR,AL,5,4,4,34.2,36,33,2,1,2,.972,0,14,2,62,1,9.09,7.00,1B,crozier01
252,Francisco Cruceta,22,CLE,AL,2,2,0,7.2,0,0,0,0,0,,,,-1,-26,,0.00,0.00,P,crucefr01
253,Deivi Cruz,31,SFG,NL,107,95,53,804.2,401,127,266,8,59,.980,8,11,-6,-9,1,4.40,3.67,SS-2B-3B,cruzde01
254,Jacob Cruz,31,CIN,NL,35,20,7,189.0,48,46,2,0,2,1.000,-3,-16,4,25,0,2.29,1.37,OF-1B,cruzja01
255,José Cruz,30,TBD,AL,152,148,147,1310.2,335,315,10,10,0,.970,18,17,-4,-3,0,2.23,2.14,OF,cruzjo02
256,Juan Cruz,25,ATL,NL,50,0,0,72.0,10,4,6,0,1,1.000,,,0,0,0,1.25,0.20,P,cruzju02
257,Darwin Cubillan,31,BAL,AL,7,0,0,10.0,3,1,1,1,0,.667,,,-1,-20,0,1.80,0.29,P,cubilda01
258,Michael Cuddyer,25,MIN,AL,106,86,60,784.1,313,137,166,10,26,.968,-9,-13,-16,-24,-1,3.48,2.61,3B-2B-OF-1B,cuddymi01
259,Midre Cummings,32,TBD,AL,2,2,1,17.0,3,3,0,0,0,1.000,-1,-99,-4,-282,0,1.59,1.50,OF,cummimi01
260,Will Cunnane,30,ATL,NL,9,0,0,12.1,2,1,1,0,0,1.000,,,0,0,0,1.46,0.22,P,cunnawi01
261,Jeff D'Amico,28,CLE,AL,7,7,0,30.2,6,2,4,0,1,1.000,,,0,0,0,1.76,0.86,P,d'amije01
262,Casey Daigle,23,ARI,NL,10,10,0,49.0,11,5,6,0,0,1.000,,,1,4,0,2.02,1.10,P,daiglca01
263,Brian Dallimore,30,SFG,NL,14,7,4,78.2,40,12,26,2,3,.950,2,35,0,6,-1,4.35,2.53,2B-3B,dallibr01
264,Johnny Damon,30,BOS,AL,148,145,128,1256.1,358,349,4,5,2,.986,-3,-3,-22,-21,-2,2.53,2.39,OF,damonjo01
265,Vic Darensbourg,33,TOT,ZZ,7,0,0,7.0,4,1,3,0,0,1.000,,,0,0,0,5.14,0.57,P,darenvi01
266,Brian Daubach,32,BOS,AL,21,19,10,152.0,121,108,11,2,9,.983,-3,-21,-3,-23,-1,7.05,5.67,1B-OF,daubabr01
267,Jeff DaVanon,30,ANA,AL,81,53,40,531.1,145,142,2,1,2,.993,0,-1,8,18,-2,2.44,1.78,OF,davanje02
268,Ben Davis,27,TOT,AL,67,55,47,494.0,425,400,22,3,4,.993,-2,-5,-2,-4,-2,7.69,6.30,C,davisbe01
269,Doug Davis,28,MIL,NL,34,34,0,207.1,42,15,26,1,2,.976,,,2,2,0,1.78,1.21,P,davisdo02
270,J.J. Davis,25,PIT,NL,17,9,3,81.0,19,16,1,2,0,.895,-3,-49,0,0,0,1.89,1.00,OF,davisjj01
271,Jason Davis,24,CLE,AL,26,19,0,114.1,34,10,21,3,0,.912,,,0,0,0,2.44,1.19,P,davisja02
272,Joey Dawley,32,CLE,AL,2,2,0,8.1,4,2,2,0,1,1.000,,,-1,-24,0,4.32,2.00,P,dawlejo01
273,Zach Day,26,MON,NL,19,19,1,116.2,26,10,16,0,1,1.000,,,2,3,-1,2.01,1.37,P,dayza01
274,Jorge De La Rosa,23,MIL,NL,5,5,0,22.2,5,2,2,1,0,.800,,,1,9,0,1.59,0.80,P,rosajo01
275,Valerio De Los Santos,31,TOR,AL,17,0,0,11.2,2,0,2,0,0,1.000,,,0,0,0,1.54,0.12,P,delosva01
276,Jorge De Paula,25,NYY,AL,3,1,0,9.0,3,1,2,0,0,1.000,,,1,22,0,3.00,1.00,P,depaujo01
277,Mike DeJean,33,TOT,ZZ,54,0,0,61.0,9,3,6,0,1,1.000,,,-1,-19,0,1.33,0.17,P,dejeami01
278,David DeJesus,24,KCR,AL,94,92,86,796.1,253,246,3,4,0,.984,-4,-6,6,9,-2,2.81,2.65,OF,dejesda01
279,Carlos Delgado,32,TOR,AL,120,120,109,1038.2,1134,1041,88,5,98,.996,5,6,6,7,-1,9.78,9.41,1B,delgaca01
280,Wilson Delgado,31,NYM,NL,39,37,37,340.0,185,49,128,8,28,.957,2,8,2,8,-1,4.69,4.54,SS,delgawi01
281,David Dellucci,30,TEX,AL,94,86,69,737.2,179,177,0,2,0,.989,4,6,-22,-35,-2,2.16,1.88,OF,delluda01
282,Ryan Dempster,27,CHC,NL,23,0,0,20.2,6,4,2,0,0,1.000,,,1,10,0,2.61,0.26,P,dempsry01
283,Kyle Denney,26,CLE,AL,4,4,0,16.0,2,0,2,0,0,1.000,,,1,13,0,1.13,0.50,P,denneky01
284,Mark DeRosa,29,ATL,NL,87,71,61,655.1,207,40,155,12,18,.942,-8,-14,-1,-1,0,2.68,2.14,3B-SS-2B-OF,derosma01
285,Elmer Dessens,33,TOT,NL,50,10,0,105.0,19,5,13,1,0,.947,,,0,0,0,1.54,0.36,P,desseel01
286,Doug DeVore,26,ARI,NL,31,22,16,209.1,55,53,2,0,1,1.000,1,3,12,68,0,2.36,1.77,OF,devordo01
287,Einar Díaz,31,MON,NL,45,37,29,334.0,286,264,19,3,6,.990,-4,-14,-5,-17,1,7.63,6.29,C-3B,diazei01
288,Felix Diaz,23,CHW,AL,18,7,0,49.1,6,2,4,0,0,1.000,,,0,0,0,1.09,0.33,P,diazfe01
289,Matt Diaz,26,TBD,AL,4,4,2,29.0,11,11,0,0,0,1.000,-1,-21,-6,-248,0,3.41,2.75,OF,diazma02
290,Victor Diaz,22,NYM,NL,14,12,9,108.0,31,29,0,2,0,.935,3,28,-4,-44,0,2.42,2.07,OF,diazvi01
291,R.A. Dickey,29,TEX,AL,25,15,0,104.1,31,7,22,2,0,.935,,,1,2,0,2.50,1.16,P,dicker.01
292,Mike Difelice,35,TOT,ZZ,16,5,4,65.1,52,46,6,0,1,1.000,0,0,-1,-18,-1,7.16,3.25,C,difelmi01
293,Lenny DiNardo,24,BOS,AL,22,0,0,27.2,9,4,3,2,0,.778,,,0,0,0,2.28,0.32,P,dinarle01
294,Craig Dingman,30,DET,AL,24,0,0,29.1,3,2,1,0,0,1.000,,,-2,-14,0,0.92,0.13,P,dingmcr01
295,Greg Dobbs,25,SEA,AL,14,12,11,108.2,28,5,21,2,3,.929,0,-3,0,0,0,2.15,1.86,3B,dobbsgr01
296,Scott Dohmann,26,COL,NL,41,0,0,46.0,8,4,4,0,0,1.000,,,0,0,0,1.57,0.20,P,dohmasc01
297,Juan Dominguez,24,TEX,AL,4,4,0,23.0,3,0,3,0,0,1.000,,,0,0,0,1.17,0.75,P,dominju01
298,Andy Dominique,28,BOS,AL,6,1,1,21.0,28,26,1,1,2,.964,0,0,-1,-69,0,11.57,4.50,1B-C,dominan01
299,Brendan Donnelly,32,ANA,AL,40,0,0,42.0,4,2,2,0,0,1.000,,,0,0,0,0.86,0.10,P,donnebr01
300,Octavio Dotel,30,TOT,ZZ,77,0,0,85.1,11,6,5,0,1,1.000,,,0,0,0,1.16,0.14,P,doteloc01
301,Sean Douglass,25,TOR,AL,14,3,0,38.2,5,3,2,0,0,1.000,,,-1,-5,0,1.16,0.36,P,douglse01
302,Scott Downs,28,MON,NL,12,12,1,63.0,14,3,11,0,1,1.000,,,0,0,0,2.00,1.17,P,downssc01
303,Kelly Dransfeldt,29,CHW,AL,10,5,4,53.0,21,6,14,1,1,.952,-1,-11,-1,-18,0,3.40,1.82,SS-3B,dranske01
304,Darren Dreifort,32,LAD,NL,60,0,0,50.2,13,1,12,0,0,1.000,,,1,4,0,2.31,0.22,P,dreifda01
305,Ryan Drese,28,TEX,AL,34,33,2,207.2,48,15,31,2,5,.958,,,-1,-1,0,1.99,1.35,P,dresery01
306,J.D. Drew,28,ATL,NL,142,142,126,1242.0,311,296,12,3,0,.990,10,9,30,28,0,2.23,2.17,OF,drewj.01
307,Tim Drew,25,ATL,NL,11,0,0,16.0,5,2,3,0,1,1.000,,,0,0,0,2.81,0.45,P,drewti01
308,Travis Driskill,32,COL,NL,5,0,0,8.1,1,0,1,0,0,1.000,,,0,0,0,1.08,0.20,P,drisktr01
309,Jason Dubois,25,CHC,NL,6,2,1,23.1,7,7,0,0,0,1.000,-1,-57,-2,-104,0,2.70,1.17,OF-1B,duboija01
310,Eric DuBose,28,BAL,AL,14,14,0,74.2,20,0,18,2,1,.900,,,3,8,0,2.17,1.29,P,duboser01
311,Justin Duchscherer,26,OAK,AL,53,0,0,96.1,25,5,20,0,1,1.000,,,2,4,0,2.34,0.47,P,duchsju01
312,Brandon Duckworth,28,HOU,NL,19,6,0,39.1,6,3,3,0,2,1.000,,,-1,-5,-1,1.37,0.32,P,duckwbr01
313,Jeff Duncan,25,NYM,NL,4,2,2,22.0,7,7,0,0,0,1.000,1,71,4,218,0,2.86,1.75,OF,duncaje01
314,Adam Dunn,24,CIN,NL,158,155,145,1386.0,348,326,14,8,6,.977,6,5,-8,-6,-4,2.21,2.05,OF-1B,dunnad01
315,Scott Dunn,26,ANA,AL,3,0,0,3.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P,dunnsc01
316,Erubiel Durazo,30,OAK,AL,4,3,1,19.0,17,14,1,2,2,.882,-2,-107,-2,-139,-1,7.11,3.75,1B,durazer01
317,Chad Durbin,26,TOT,ZZ,24,8,1,60.2,10,4,5,1,0,.900,,,0,0,0,1.34,0.38,P,durbich01
318,J.D. Durbin,22,MIN,AL,4,1,0,7.1,2,0,2,0,0,1.000,,,0,0,0,2.45,0.50,P,durbijd01
319,Ray Durham,32,SFG,NL,118,115,100,990.1,573,242,315,16,74,.972,1,2,-5,-6,0,5.06,4.72,2B,durhara01
320,Trent Durrington,28,MIL,NL,17,10,10,105.1,43,15,24,4,1,.907,-4,-48,-1,-7,0,3.33,2.17,3B-2B-P,durritr01
321,Jermaine Dye,30,OAK,AL,134,132,123,1178.0,263,258,3,2,2,.992,6,6,-4,-4,4,1.99,1.95,OF,dyeje01
322,Damion Easley,34,FLA,NL,66,45,36,435.2,271,168,96,7,30,.974,4,10,-5,-13,-1,5.45,3.83,2B-1B-SS-3B-OF,easleda01
323,Adam Eaton,26,SDP,NL,33,33,0,199.1,38,13,23,2,1,.947,,,0,0,0,1.63,1.09,P,eatonad01
324,David Eckstein,29,ANA,AL,138,136,121,1191.2,513,198,309,6,75,.988,0,0,-2,-2,-1,3.83,3.67,SS,eckstda01
325,Jim Edmonds,34,STL,NL,147,142,125,1250.2,339,323,12,4,2,.988,13,12,4,3,10,2.41,2.28,OF-1B,edmonji01
326,Joey Eischen,34,MON,NL,21,0,0,18.1,2,0,1,1,0,.500,,,-1,-11,0,0.49,0.05,P,eischjo01
327,Scott Elarton,28,TOT,ZZ,29,29,1,158.2,21,7,13,1,1,.952,,,-3,-22,-1,1.13,0.69,P,elartsc01
328,Cal Eldred,36,STL,NL,52,0,0,67.0,13,1,12,0,1,1.000,,,1,3,0,1.75,0.25,P,eldreca01
329,Jason Ellison,26,SFG,NL,4,0,0,10.0,5,5,0,0,0,1.000,0,48,2,240,0,4.50,1.25,OF,ellisja01
330,Alan Embree,34,BOS,AL,71,0,0,52.1,12,5,7,0,0,1.000,,,0,0,0,2.06,0.17,P,embreal01
331,Juan Encarnacion,28,TOT,NL,133,131,119,1151.0,268,257,5,6,0,.978,1,1,0,0,4,2.05,1.97,OF,encarju01
332,John Ennis,24,DET,AL,12,0,0,16.0,2,2,0,0,0,1.000,,,-1,-13,0,1.13,0.17,P,ennisjo01
333,Morgan Ensberg,28,HOU,NL,118,103,91,922.2,257,80,164,13,23,.949,-3,-4,-5,-6,1,2.38,2.05,3B-SS,ensbemo01
334,Matt Erickson,28,MIL,NL,2,1,1,12.0,8,1,7,0,1,1.000,1,130,1,120,0,6.00,4.00,2B-SS,erickma01
335,Scott Erickson,36,TOT,ZZ,6,6,0,27.0,3,1,2,0,0,1.000,,,0,0,0,1.00,0.50,P,ericksc01
336,Darin Erstad,30,ANA,AL,124,124,110,1065.1,1056,986,66,4,83,.996,-1,-1,8,9,1,8.89,8.48,1B,erstada01
337,Felix Escalona,25,NYY,AL,5,2,2,23.0,10,3,7,0,1,1.000,1,47,1,63,0,3.91,2.00,SS-3B,escalfe01
338,Alex Escobar,25,CLE,AL,42,42,37,383.1,112,102,9,1,3,.991,0,0,16,50,4,2.61,2.64,OF,escobal01
339,Kelvim Escobar,28,ANA,AL,33,33,0,208.1,40,16,24,0,1,1.000,,,-2,-2,0,1.73,1.21,P,escobke01
340,Bobby Estalella,29,TOT,ZZ,9,6,5,55.2,42,39,3,0,0,1.000,-1,-22,-1,-21,0,6.79,4.67,C,estalbo02
341,Shawn Estes,31,COL,NL,34,34,1,202.0,42,14,27,1,4,.976,,,0,0,-1,1.83,1.21,P,estessh01
342,Johnny Estrada,28,ATL,NL,133,120,96,1042.0,829,776,44,9,8,.989,-5,-6,-8,-9,-4,7.08,6.17,C,estrajo01
343,Leo Estrella,29,SFG,NL,2,0,0,1.1,0,0,0,0,0,,,,0,0,,0.00,0.00,P,estrele01
344,Adam Everett,27,HOU,NL,99,97,87,842.0,426,137,279,10,56,.977,10,14,20,29,2,4.45,4.20,SS,everead01
345,Carl Everett,33,TOT,ZZ,34,34,18,268.2,68,62,3,3,0,.956,-3,-13,-2,-8,0,2.18,1.91,OF,evereca01
346,Scott Eyre,32,SFG,NL,83,0,0,52.2,10,2,7,1,0,.900,,,0,0,0,1.54,0.11,P,eyresc01
347,Brian Falkenborg,26,LAD,NL,6,0,0,14.1,4,1,2,1,0,.750,,,1,14,0,1.88,0.50,P,falkebr01
348,Kyle Farnsworth,28,CHC,NL,72,0,0,66.2,18,7,10,1,0,.944,,,-3,-9,0,2.30,0.24,P,farnsky01
349,Jeff Fassero,41,TOT,NL,41,12,0,112.0,31,7,24,0,2,1.000,,,2,21,-1,2.49,0.76,P,fasseje01
350,Pedro Feliciano,27,NYM,NL,22,0,0,18.1,6,2,4,0,0,1.000,,,1,11,0,2.95,0.27,P,felicpe01
351,Pedro Feliz,29,SFG,NL,127,110,78,1000.2,765,577,175,13,75,.983,7,8,12,14,-1,6.76,5.19,1B-3B-SS-OF,felizpe01
352,Jared Fernandez,32,HOU,NL,2,1,0,1.0,1,1,0,0,0,1.000,,,0,0,0,9.00,0.50,P,fernaja01
353,Mike Fetters,39,ARI,NL,23,0,0,18.2,5,2,2,1,0,.800,,,0,0,0,1.93,0.17,P,fettemi01
354,Robert Fick,30,TOT,MLB,34,28,10,231.0,137,131,3,3,9,.978,-1,-7,-10,-51,-2,5.22,3.83,OF-1B-C,fickro01
355,Nate Field,28,KCR,AL,43,0,0,44.1,5,2,3,0,0,1.000,,,-1,-5,0,1.02,0.12,P,fieldna01
356,Chone Figgins,26,ANA,AL,146,142,105,1282.0,414,203,196,15,22,.964,-3,-3,-14,-13,-3,2.80,2.19,3B-OF-2B-SS,figgich01
357,Nelson Figueroa,30,PIT,NL,10,3,0,28.1,4,1,3,0,0,1.000,,,0,0,0,1.27,0.40,P,figuene01
358,Jeremy Fikac,29,MON,NL,19,0,0,25.0,6,1,5,0,1,1.000,,,0,0,0,2.16,0.32,P,fikacje01
359,Bob File,27,TOR,AL,24,0,0,33.2,11,3,8,0,2,1.000,,,2,12,0,2.94,0.46,P,filebo01
360,Steve Finley,39,TOT,NL,158,157,150,1381.0,367,359,5,3,3,.992,1,1,10,8,-2,2.37,2.30,OF,finlest01
361,John Flaherty,36,NYY,AL,46,35,26,328.1,277,255,19,3,3,.989,0,0,-3,-11,0,7.51,5.96,C,flahejo01
362,Jose Flores,31,LAD,NL,1,1,0,9.0,1,0,1,0,0,1.000,0,0,0,0,0,1.00,0.50,3B-2B,florejo01
363,Randy Flores,28,STL,NL,9,1,0,14.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P,florera01
364,Cliff Floyd,31,NYM,NL,106,105,65,863.1,171,164,5,2,1,.988,-7,-10,-12,-16,4,1.76,1.59,OF,floydcl01
365,Gavin Floyd,21,PHI,NL,6,4,0,28.1,4,1,3,0,0,1.000,,,-1,-7,0,1.27,0.67,P,floydga01
366,Josh Fogg,27,PIT,NL,32,32,0,178.1,51,13,36,2,5,.961,,,2,2,0,2.47,1.53,P,foggjo01
367,Jesse Foppert,23,SFG,NL,1,0,0,1.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P,foppeje01
368,Ben Ford,28,MIL,NL,19,0,0,24.0,3,0,3,0,1,1.000,,,-1,-8,0,1.13,0.16,P,fordbe01
369,Lew Ford,27,MIN,AL,126,121,108,1106.2,279,268,7,4,0,.986,6,6,22,23,10,2.24,2.18,OF,fordle01
370,Brook Fordyce,34,TBD,AL,51,46,40,400.2,288,274,11,3,3,.990,0,0,-5,-14,-2,6.40,5.59,C,fordybr01
371,Bartolome Fortunato,29,TOT,ZZ,18,0,0,26.0,3,2,1,0,1,1.000,,,1,46,0,1.04,0.17,P,fortuba01
372,Casey Fossum,26,ARI,NL,27,27,0,142.0,24,4,20,0,1,1.000,,,-2,-3,0,1.52,0.89,P,fossuca01
373,Keith Foulke,31,BOS,AL,72,0,0,83.0,16,5,11,0,1,1.000,,,1,2,0,1.73,0.22,P,foulkke01
374,Andy Fox,33,TOT,MLB,19,6,2,74.0,33,8,25,0,2,1.000,2,36,0,0,0,4.01,1.74,2B-SS-3B-OF-1B,foxan01
375,Chad Fox,33,FLA,NL,12,0,0,10.2,2,1,1,0,0,1.000,,,-1,-19,0,1.69,0.17,P,foxch02
376,Jeff Francis,23,COL,NL,7,7,0,36.2,8,2,6,0,1,1.000,,,-1,-5,0,1.96,1.14,P,francje01
377,Frank Francisco,24,TEX,AL,45,0,0,51.1,6,4,2,0,0,1.000,,,0,0,0,1.05,0.13,P,francfr01
378,John Franco,43,NYM,NL,52,0,0,46.0,6,0,6,0,0,1.000,,,0,0,0,1.17,0.12,P,francjo01
379,Julio Franco,45,ATL,NL,84,71,52,631.1,677,627,48,2,68,.997,2,4,1,2,0,9.62,8.04,1B,francju01
380,Ryan Franklin,31,SEA,AL,32,32,2,200.1,38,16,19,3,2,.921,,,0,0,0,1.57,1.09,P,frankry01
381,Wayne Franklin,30,SFG,NL,43,2,0,50.2,7,2,5,0,0,1.000,,,-2,-8,-1,1.24,0.16,P,frankwa01
382,Jason Frasor,26,TOR,AL,63,0,0,68.1,16,8,8,0,1,1.000,,,0,0,0,2.11,0.25,P,frasoja01
383,Kevin Frederick,27,TOR,AL,22,0,0,28.2,3,3,0,0,0,1.000,,,-2,-14,0,0.94,0.14,P,fredeke01
384,Ryan Freel,28,CIN,NL,137,128,72,1106.1,405,252,138,15,18,.963,1,1,25,27,0,3.17,2.44,OF-3B-2B,freelry01
385,Choo Freeman,24,COL,NL,41,24,22,245.0,71,69,1,1,0,.986,-8,-38,-4,-19,2,2.57,1.71,OF,freemch01
386,Brian Fuentes,28,COL,NL,47,0,0,44.2,7,0,6,1,0,.857,,,2,9,0,1.21,0.13,P,fuentbr01
387,Brad Fullmer,29,TEX,AL,4,3,0,17.2,15,15,0,0,5,1.000,-1,-41,-1,-82,0,7.64,3.75,1B,fullmbr01
388,Aaron Fultz,30,MIN,AL,55,0,0,50.0,10,2,8,0,0,1.000,,,-2,-8,-1,1.80,0.18,P,fultzaa01
389,Rafael Furcal,26,ATL,NL,132,130,118,1136.0,625,190,411,24,101,.962,1,1,4,4,2,4.76,4.55,SS-2B,furcara02
390,Eric Gagne,28,LAD,NL,70,0,0,82.1,11,5,6,0,1,1.000,,,0,0,0,1.20,0.16,P,gagneer01
391,Andres Galarraga,43,ANA,AL,1,1,1,9.0,10,9,1,0,2,1.000,1,67,0,0,0,10.00,10.00,1B,galaran01
392,Mike Gallo,27,HOU,NL,69,0,0,49.1,13,4,9,0,2,1.000,,,1,4,0,2.37,0.19,P,gallomi01
393,Daniel Garcia,24,NYM,NL,44,40,30,341.1,194,97,91,6,19,.969,-1,-5,-3,-9,-1,4.96,4.27,2B,garcida03
394,Freddy Garcia,27,TOT,AL,31,31,1,210.0,49,12,37,0,3,1.000,,,5,28,0,2.10,1.58,P,garcifr03
